|dates|Waseca_Minnesota_UnitedStates.BLS_EmployedPopulation.data|Waseca_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|Waseca_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|Waseca_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|Waseca_Minnesota_UnitedStates.BLS_UnemploymentRate.data|Waseca_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|Waseca_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|Waseca_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-29|8246.0|0|342.0|0|3.982300884955752|0|8588.0|0
0|2021-12-30|8246.0|0|342.0|0|3.982300884955752|0|8588.0|0
0|2021-12-31|8246.0|0|342.0|0|3.982300884955752|0|8588.0|0
0|2022-01-01|8246.0|0|342.0|0|3.982300884955752|0|8588.0|0
0|2022-01-02|8246.0|0|342.0|0|3.982300884955752|0|8588.0|0
0|2022-01-03|8246.0|0|342.0|0|3.982300884955752|0|8588.0|0
0|2022-01-04|8246.0|0|342.0|0|3.982300884955752|0|8588.0|0
0|2022-01-05|8246.0|0|342.0|0|3.982300884955752|0|8588.0|0
0|2022-01-06|8246.0|0|342.0|0|3.982300884955752|0|8588.0|0
0|2022-01-07|8246.0|0|342.0|0|3.982300884955752|0|8588.0|0
0|2022-01-08|8246.0|0|342.0|0|3.982300884955752|0|8588.0|0
0|2022-01-09|8246.0|0|342.0|0|3.982300884955752|0|8588.0|0
0|2022-01-10|8246.0|0|342.0|0|3.982300884955752|0|8588.0|0
0|2022-01-11|8246.0|0|342.0|0|3.982300884955752|0|8588.0|0
0|2022-01-12|8246.0|0|342.0|0|3.982300884955752|0|8588.0|0
0|2022-01-13|8246.0|0|342.0|0|3.982300884955752|0|8588.0|0
0|2022-01-14|8246.0|0|342.0|0|3.982300884955752|0|8588.0|0
0|2022-01-15|8246.0|0|342.0|0|3.982300884955752|0|8588.0|0
0|2022-01-16|8246.0|0|342.0|0|3.982300884955752|0|8588.0|0
0|2022-01-17|8246.0|0|342.0|0|3.982300884955752|0|8588.0|0
