|dates|Alcorn_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Alcorn_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Alcorn_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Alcorn_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Alcorn_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Alcorn_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Alcorn_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Alcorn_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-08|5998.0|0|5998.0|0|108.0|0|0.0|100
0|2021-12-09|6019.0|0|6019.0|0|108.0|0|0.0|100
0|2021-12-10|6025.0|0|6025.0|0|108.0|0|0.0|100
0|2021-12-11|6025.0|0|6025.0|0|108.0|0|0.0|100
0|2021-12-12|6025.0|0|6025.0|0|108.0|0|0.0|100
0|2021-12-13|6043.0|0|6043.0|0|108.0|0|0.0|100
0|2021-12-14|6043.0|0|6052.0|0|108.0|0|0.0|100
0|2021-12-15|6063.0|0|6063.0|0|108.0|0|0.0|100
0|2021-12-16|6084.0|0|6084.0|0|108.0|0|0.0|100
0|2021-12-17|6098.0|0|6098.0|0|108.0|0|0.0|100
0|2021-12-18|6098.0|0|6098.0|0|108.0|0|0.0|100
0|2021-12-19|6098.0|0|6098.0|0|108.0|0|0.0|100
0|2021-12-20|6127.0|0|6127.0|0|109.0|0|0.0|100
0|2021-12-21|6139.0|0|6139.0|0|110.0|0|0.0|100
0|2021-12-22|6155.0|0|6155.0|0|111.0|0|0.0|100
0|2021-12-23|6155.0|0|6155.0|0|111.0|0|0.0|100
0|2021-12-24|6155.0|0|6155.0|0|111.0|0|0.0|100
0|2021-12-25|6155.0|0|6155.0|0|111.0|0|0.0|100
0|2021-12-26|6155.0|0|6155.0|0|111.0|0|0.0|100
0|2021-12-27|6223.0|0|6223.0|0|112.0|0|0.0|100
0|2021-12-28|6246.0|0|6246.0|0|113.0|0|0.0|100
0|2021-12-29|6278.0|0|6278.0|0|115.0|0|0.0|100
0|2021-12-30|6329.0|0|6329.0|0|115.0|0|0.0|100
0|2021-12-31|6329.0|0|6329.0|0|115.0|0|0.0|100
0|2022-01-01|6329.0|0|6329.0|0|115.0|0|0.0|100
0|2022-01-02|6329.0|0|6329.0|0|115.0|0|0.0|100
0|2022-01-03|6489.0|0|6489.0|0|115.0|0|0.0|100
0|2022-01-04|6549.0|0|6549.0|0|116.0|0|0.0|100
0|2022-01-05|6625.0|0|6625.0|0|117.0|0|0.0|100
0|2022-01-06|6723.0|0|6723.0|0|118.0|0|0.0|100
0|2022-01-07|6798.0|0|6798.0|0|119.0|0|0.0|100
0|2022-01-08|6798.0|0|6798.0|0|119.0|0|0.0|100
0|2022-01-09|6798.0|0|6798.0|0|119.0|0|0.0|100
0|2022-01-10|6798.0|0|6887.0|0|119.0|0|0.0|100
0|2022-01-11|7072.0|0|7072.0|0|119.0|0|0.0|100
0|2022-01-12|7072.0|0|7147.0|0|119.0|0|0.0|100
0|2022-01-13|7072.0|0|7348.0|0|119.0|0|0.0|100
0|2022-01-14|7469.0|0|7469.0|0|120.0|0|0.0|100
0|2022-01-15|7469.0|0|7469.0|0|120.0|0|0.0|100
0|2022-01-16|7469.0|0|7469.0|0|120.0|0|0.0|100
0|2022-01-17|7469.0|0|0.0|100|120.0|0|0.0|100
