|dates|Yolo_California_UnitedStates.BLS_EmployedPopulation.data|Yolo_California_UnitedStates.BLS_EmployedPopulation.missing|Yolo_California_UnitedStates.BLS_UnemployedPopulation.data|Yolo_California_UnitedStates.BLS_UnemployedPopulation.missing|Yolo_California_UnitedStates.BLS_UnemploymentRate.data|Yolo_California_UnitedStates.BLS_UnemploymentRate.missing|Yolo_California_UnitedStates.BLS_LaborForcePopulation.data|Yolo_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|99761.0|0|5898.0|0|5.582108481056985|0|105659.0|0
0|2021-10-18|99761.0|0|5898.0|0|5.582108481056985|0|105659.0|0
0|2021-10-19|99761.0|0|5898.0|0|5.582108481056985|0|105659.0|0
0|2021-10-20|99761.0|0|5898.0|0|5.582108481056985|0|105659.0|0
0|2021-10-21|99761.0|0|5898.0|0|5.582108481056985|0|105659.0|0
0|2021-10-22|99761.0|0|5898.0|0|5.582108481056985|0|105659.0|0
0|2021-10-23|99761.0|0|5898.0|0|5.582108481056985|0|105659.0|0
0|2021-10-24|99761.0|0|5898.0|0|5.582108481056985|0|105659.0|0
0|2021-10-25|99761.0|0|5898.0|0|5.582108481056985|0|105659.0|0
0|2021-10-26|99761.0|0|5898.0|0|5.582108481056985|0|105659.0|0
0|2021-10-27|99761.0|0|5898.0|0|5.582108481056985|0|105659.0|0
0|2021-10-28|99761.0|0|5898.0|0|5.582108481056985|0|105659.0|0
0|2021-10-29|99761.0|0|5898.0|0|5.582108481056985|0|105659.0|0
0|2021-10-30|99761.0|0|5898.0|0|5.582108481056985|0|105659.0|0
0|2021-10-31|99761.0|0|5898.0|0|5.582108481056985|0|105659.0|0
0|2021-11-01|99761.0|0|5898.0|0|5.582108481056985|0|105659.0|0
0|2021-11-02|99761.0|0|5898.0|0|5.582108481056985|0|105659.0|0
0|2021-11-03|99761.0|0|5898.0|0|5.582108481056985|0|105659.0|0
0|2021-11-04|99761.0|0|5898.0|0|5.582108481056985|0|105659.0|0
0|2021-11-05|99761.0|0|5898.0|0|5.582108481056985|0|105659.0|0
0|2021-11-06|99761.0|0|5898.0|0|5.582108481056985|0|105659.0|0
