|dates|ContraCosta_California_UnitedStates.BLS_EmployedPopulation.data|ContraCosta_California_UnitedStates.BLS_EmployedPopulation.missing|ContraCosta_California_UnitedStates.BLS_UnemployedPopulation.data|ContraCosta_California_UnitedStates.BLS_UnemployedPopulation.missing|ContraCosta_California_UnitedStates.BLS_UnemploymentRate.data|ContraCosta_California_UnitedStates.BLS_UnemploymentRate.missing|ContraCosta_California_UnitedStates.BLS_LaborForcePopulation.data|ContraCosta_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-10-18|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-10-19|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-10-20|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-10-21|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-10-22|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-10-23|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-10-24|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-10-25|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-10-26|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-10-27|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-10-28|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-10-29|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-10-30|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-10-31|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-11-01|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-11-02|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-11-03|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-11-04|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-11-05|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-11-06|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-11-07|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-11-08|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-11-09|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-11-10|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-11-11|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-11-12|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
0|2021-11-13|499528.0|0|33507.0|0|6.286078775314942|0|533035.0|0
