|dates|Hudson_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hudson_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hudson_NewJersey_UnitedStates.Male_Total_Population.data|Hudson_NewJersey_UnitedStates.Male_Total_Population.missing|Hudson_NewJersey_UnitedStates.Female_Total_Population.data|Hudson_NewJersey_UnitedStates.Female_Total_Population.missing|Hudson_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Hudson_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-18|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-11-19|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-11-20|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-11-21|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-11-22|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-11-23|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-11-24|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-11-25|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-11-26|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-11-27|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-11-28|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-11-29|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-11-30|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-01|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-02|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-03|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-04|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-05|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-06|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-07|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-08|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-09|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-10|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-11|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-12|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-13|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-14|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-15|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-16|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-17|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-18|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-19|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-20|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-21|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-22|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-23|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-24|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-25|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-26|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-27|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-28|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-29|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-30|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2021-12-31|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2022-01-01|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2022-01-02|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2022-01-03|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2022-01-04|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2022-01-05|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2022-01-06|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2022-01-07|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2022-01-08|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2022-01-09|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2022-01-10|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2022-01-11|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2022-01-12|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2022-01-13|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2022-01-14|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2022-01-15|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2022-01-16|79920.0|0|336666.0|0|339395.0|0|138221.0|0
0|2022-01-17|79920.0|0|336666.0|0|339395.0|0|138221.0|0
