|dates|Concho_Texas_UnitedStates.BLS_EmployedPopulation.data|Concho_Texas_UnitedStates.BLS_EmployedPopulation.missing|Concho_Texas_UnitedStates.BLS_UnemployedPopulation.data|Concho_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Concho_Texas_UnitedStates.BLS_UnemploymentRate.data|Concho_Texas_UnitedStates.BLS_UnemploymentRate.missing|Concho_Texas_UnitedStates.BLS_LaborForcePopulation.data|Concho_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-24|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-11-25|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-11-26|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-11-27|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-11-28|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-11-29|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-11-30|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-01|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-02|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-03|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-04|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-05|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-06|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-07|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-08|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-09|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-10|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-11|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-12|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-13|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-14|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-15|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-16|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-17|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-18|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-19|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-20|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-21|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-22|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-23|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-24|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-25|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-26|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-27|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-28|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-29|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-30|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2021-12-31|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2022-01-01|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2022-01-02|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2022-01-03|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2022-01-04|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2022-01-05|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2022-01-06|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2022-01-07|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2022-01-08|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2022-01-09|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2022-01-10|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2022-01-11|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2022-01-12|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2022-01-13|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2022-01-14|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2022-01-15|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2022-01-16|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
0|2022-01-17|1271.0|0|59.0|0|4.43609022556391|0|1330.0|0
