|dates|Lubbock_Texas_UnitedStates.BLS_EmployedPopulation.data|Lubbock_Texas_UnitedStates.BLS_EmployedPopulation.missing|Lubbock_Texas_UnitedStates.BLS_UnemployedPopulation.data|Lubbock_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Lubbock_Texas_UnitedStates.BLS_UnemploymentRate.data|Lubbock_Texas_UnitedStates.BLS_UnemploymentRate.missing|Lubbock_Texas_UnitedStates.BLS_LaborForcePopulation.data|Lubbock_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-10-18|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-10-19|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-10-20|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-10-21|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-10-22|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-10-23|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-10-24|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-10-25|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-10-26|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-10-27|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-10-28|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-10-29|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-10-30|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-10-31|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-01|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-02|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-03|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-04|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-05|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-06|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-07|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-08|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-09|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-10|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-11|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-12|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-13|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-14|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-15|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-16|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-17|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-18|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-19|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-20|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-21|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-22|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-23|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-24|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-25|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-26|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-27|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-28|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-29|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-11-30|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-01|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-02|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-03|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-04|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-05|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-06|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-07|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-08|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-09|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-10|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-11|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-12|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-13|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-14|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-15|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-16|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-17|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-18|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-19|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-20|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-21|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-22|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-23|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-24|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-25|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-26|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-27|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-28|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-29|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-30|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2021-12-31|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2022-01-01|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2022-01-02|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2022-01-03|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2022-01-04|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2022-01-05|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2022-01-06|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2022-01-07|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2022-01-08|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2022-01-09|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2022-01-10|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2022-01-11|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2022-01-12|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2022-01-13|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2022-01-14|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2022-01-15|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
0|2022-01-16|150871.0|0|7335.0|0|4.636360188614844|0|158206.0|0
