|dates|Marshall_Kansas_UnitedStates.JHU_ConfirmedCases.data|Marshall_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Marshall_Kansas_UnitedStates.NYT_ConfirmedCases.data|Marshall_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Marshall_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Marshall_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Marshall_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Marshall_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-22|1654.0|0|1654.0|0|32.0|0|0.0|100
0|2021-11-23|1654.0|0|1654.0|0|32.0|0|0.0|100
0|2021-11-24|1654.0|0|1690.0|0|32.0|0|0.0|100
0|2021-11-25|1690.0|0|1690.0|0|32.0|0|0.0|100
0|2021-11-26|1690.0|0|1690.0|0|32.0|0|0.0|100
0|2021-11-27|1690.0|0|1690.0|0|32.0|0|0.0|100
0|2021-11-28|1690.0|0|1690.0|0|32.0|0|0.0|100
0|2021-11-29|1728.0|0|1728.0|0|32.0|0|0.0|100
0|2021-11-30|1728.0|0|1728.0|0|32.0|0|0.0|100
0|2021-12-01|1781.0|0|1781.0|0|32.0|0|0.0|100
0|2021-12-02|1781.0|0|1781.0|0|32.0|0|0.0|100
0|2021-12-03|1781.0|0|1834.0|0|32.0|0|0.0|100
0|2021-12-04|1834.0|0|1834.0|0|32.0|0|0.0|100
0|2021-12-05|1834.0|0|1834.0|0|32.0|0|0.0|100
0|2021-12-06|1843.0|0|1843.0|0|32.0|0|0.0|100
0|2021-12-07|1843.0|0|1843.0|0|32.0|0|0.0|100
0|2021-12-08|1877.0|0|1877.0|0|32.0|0|0.0|100
0|2021-12-09|1877.0|0|1877.0|0|32.0|0|0.0|100
0|2021-12-10|1889.0|0|1889.0|0|32.0|0|0.0|100
0|2021-12-11|1889.0|0|1889.0|0|32.0|0|0.0|100
0|2021-12-12|1889.0|0|1889.0|0|32.0|0|0.0|100
0|2021-12-13|1898.0|0|1898.0|0|32.0|0|0.0|100
0|2021-12-14|1898.0|0|1898.0|0|32.0|0|0.0|100
0|2021-12-15|1912.0|0|1912.0|0|32.0|0|0.0|100
0|2021-12-16|1912.0|0|1912.0|0|32.0|0|0.0|100
0|2021-12-17|1931.0|0|1931.0|0|32.0|0|0.0|100
0|2021-12-18|1931.0|0|1931.0|0|32.0|0|0.0|100
0|2021-12-19|1931.0|0|1931.0|0|32.0|0|0.0|100
0|2021-12-20|1934.0|0|1934.0|0|32.0|0|0.0|100
0|2021-12-21|1934.0|0|1934.0|0|32.0|0|0.0|100
0|2021-12-22|1951.0|0|1951.0|0|32.0|0|0.0|100
0|2021-12-23|1951.0|0|1951.0|0|32.0|0|0.0|100
0|2021-12-24|1951.0|0|1951.0|0|32.0|0|0.0|100
0|2021-12-25|1951.0|0|1951.0|0|32.0|0|0.0|100
0|2021-12-26|1951.0|0|1951.0|0|32.0|0|0.0|100
0|2021-12-27|1957.0|0|1957.0|0|32.0|0|0.0|100
0|2021-12-28|1957.0|0|1957.0|0|32.0|0|0.0|100
0|2021-12-29|1972.0|0|1972.0|0|32.0|0|0.0|100
0|2021-12-30|1972.0|0|1972.0|0|32.0|0|0.0|100
0|2021-12-31|1972.0|0|1972.0|0|32.0|0|0.0|100
0|2022-01-01|1972.0|0|1972.0|0|32.0|0|0.0|100
0|2022-01-02|1972.0|0|1972.0|0|32.0|0|0.0|100
0|2022-01-03|1998.0|0|1998.0|0|32.0|0|0.0|100
0|2022-01-04|1998.0|0|1998.0|0|32.0|0|0.0|100
0|2022-01-05|2026.0|0|2026.0|0|32.0|0|0.0|100
0|2022-01-06|2026.0|0|2026.0|0|32.0|0|0.0|100
0|2022-01-07|2059.0|0|2059.0|0|37.0|0|0.0|100
0|2022-01-08|2059.0|0|2059.0|0|37.0|0|0.0|100
0|2022-01-09|2059.0|0|2059.0|0|37.0|0|0.0|100
0|2022-01-10|2089.0|0|2089.0|0|37.0|0|0.0|100
0|2022-01-11|2089.0|0|2089.0|0|37.0|0|0.0|100
0|2022-01-12|2089.0|0|2115.0|0|37.0|0|0.0|100
0|2022-01-13|2089.0|0|2140.0|0|37.0|0|0.0|100
0|2022-01-14|2188.0|0|2188.0|0|37.0|0|0.0|100
0|2022-01-15|2188.0|0|2188.0|0|37.0|0|0.0|100
0|2022-01-16|2188.0|0|2188.0|0|37.0|0|0.0|100
0|2022-01-17|2188.0|0|0.0|100|37.0|0|0.0|100
