|dates|Macon_Missouri_UnitedStates.BLS_EmployedPopulation.data|Macon_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Macon_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Macon_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Macon_Missouri_UnitedStates.BLS_UnemploymentRate.data|Macon_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Macon_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Macon_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-10-18|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-10-19|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-10-20|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-10-21|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-10-22|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-10-23|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-10-24|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-10-25|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-10-26|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-10-27|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-10-28|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-10-29|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-10-30|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-10-31|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-01|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-02|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-03|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-04|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-05|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-06|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-07|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-08|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-09|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-10|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-11|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-12|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-13|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-14|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-15|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-16|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-17|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-18|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-19|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-20|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-21|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-22|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-23|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-24|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-25|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-26|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-27|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-28|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-29|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-11-30|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-12-01|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-12-02|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-12-03|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-12-04|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-12-05|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-12-06|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-12-07|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-12-08|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-12-09|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
0|2021-12-10|7305.0|0|270.0|0|3.5643564356435644|0|7575.0|0
