|dates|Orleans_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Orleans_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Orleans_NewYork_UnitedStates.Male_Total_Population.data|Orleans_NewYork_UnitedStates.Male_Total_Population.missing|Orleans_NewYork_UnitedStates.Female_Total_Population.data|Orleans_NewYork_UnitedStates.Female_Total_Population.missing|Orleans_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Orleans_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-09|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-11-10|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-11-11|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-11-12|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-11-13|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-11-14|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-11-15|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-11-16|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-11-17|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-11-18|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-11-19|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-11-20|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-11-21|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-11-22|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-11-23|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-11-24|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-11-25|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-11-26|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-11-27|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-11-28|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-11-29|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-11-30|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-01|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-02|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-03|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-04|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-05|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-06|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-07|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-08|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-09|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-10|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-11|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-12|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-13|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-14|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-15|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-16|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-17|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-18|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-19|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-20|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-21|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-22|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-23|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-24|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-25|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-26|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-27|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-28|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-29|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-30|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2021-12-31|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2022-01-01|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2022-01-02|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2022-01-03|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2022-01-04|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2022-01-05|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2022-01-06|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2022-01-07|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2022-01-08|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2022-01-09|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2022-01-10|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2022-01-11|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2022-01-12|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2022-01-13|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2022-01-14|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2022-01-15|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2022-01-16|7277.0|0|20278.0|0|20334.0|0|7858.0|0
0|2022-01-17|7277.0|0|20278.0|0|20334.0|0|7858.0|0
