|dates|St.Johns_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Johns_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Johns_Florida_UnitedStates.Male_Total_Population.data|St.Johns_Florida_UnitedStates.Male_Total_Population.missing|St.Johns_Florida_UnitedStates.Female_Total_Population.data|St.Johns_Florida_UnitedStates.Female_Total_Population.missing|St.Johns_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|St.Johns_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-26|51480.0|0|124017.0|0|130244.0|0|55165.0|0
0|2021-12-27|51480.0|0|124017.0|0|130244.0|0|55165.0|0
0|2021-12-28|51480.0|0|124017.0|0|130244.0|0|55165.0|0
0|2021-12-29|51480.0|0|124017.0|0|130244.0|0|55165.0|0
0|2021-12-30|51480.0|0|124017.0|0|130244.0|0|55165.0|0
0|2021-12-31|51480.0|0|124017.0|0|130244.0|0|55165.0|0
0|2022-01-01|51480.0|0|124017.0|0|130244.0|0|55165.0|0
0|2022-01-02|51480.0|0|124017.0|0|130244.0|0|55165.0|0
0|2022-01-03|51480.0|0|124017.0|0|130244.0|0|55165.0|0
0|2022-01-04|51480.0|0|124017.0|0|130244.0|0|55165.0|0
0|2022-01-05|51480.0|0|124017.0|0|130244.0|0|55165.0|0
0|2022-01-06|51480.0|0|124017.0|0|130244.0|0|55165.0|0
0|2022-01-07|51480.0|0|124017.0|0|130244.0|0|55165.0|0
0|2022-01-08|51480.0|0|124017.0|0|130244.0|0|55165.0|0
0|2022-01-09|51480.0|0|124017.0|0|130244.0|0|55165.0|0
0|2022-01-10|51480.0|0|124017.0|0|130244.0|0|55165.0|0
0|2022-01-11|51480.0|0|124017.0|0|130244.0|0|55165.0|0
0|2022-01-12|51480.0|0|124017.0|0|130244.0|0|55165.0|0
0|2022-01-13|51480.0|0|124017.0|0|130244.0|0|55165.0|0
0|2022-01-14|51480.0|0|124017.0|0|130244.0|0|55165.0|0
0|2022-01-15|51480.0|0|124017.0|0|130244.0|0|55165.0|0
0|2022-01-16|51480.0|0|124017.0|0|130244.0|0|55165.0|0
0|2022-01-17|51480.0|0|124017.0|0|130244.0|0|55165.0|0
