|dates|Cameron_Texas_UnitedStates.JHU_ConfirmedCases.data|Cameron_Texas_UnitedStates.JHU_ConfirmedCases.missing|Cameron_Texas_UnitedStates.NYT_ConfirmedCases.data|Cameron_Texas_UnitedStates.NYT_ConfirmedCases.missing|Cameron_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Cameron_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Cameron_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Cameron_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|65079.0|0|65079.0|0|1760.0|0|0.0|100
0|2021-10-18|65079.0|0|65079.0|0|1760.0|0|0.0|100
0|2021-10-19|65206.0|0|65206.0|0|1763.0|0|0.0|100
0|2021-10-20|65314.0|0|65314.0|0|1767.0|0|0.0|100
0|2021-10-21|65381.0|0|65381.0|0|1769.0|0|0.0|100
0|2021-10-22|65436.0|0|65436.0|0|1771.0|0|0.0|100
0|2021-10-23|65498.0|0|65498.0|0|1771.0|0|0.0|100
0|2021-10-24|65498.0|0|65498.0|0|1771.0|0|0.0|100
0|2021-10-25|65498.0|0|65498.0|0|1771.0|0|0.0|100
0|2021-10-26|65611.0|0|65611.0|0|1772.0|0|0.0|100
0|2021-10-27|65678.0|0|65678.0|0|1774.0|0|0.0|100
0|2021-10-28|65734.0|0|65734.0|0|1776.0|0|0.0|100
0|2021-10-29|65788.0|0|65788.0|0|1776.0|0|0.0|100
0|2021-10-30|65861.0|0|65861.0|0|1777.0|0|0.0|100
0|2021-10-31|65861.0|0|65861.0|0|1778.0|0|0.0|100
0|2021-11-01|65861.0|0|65861.0|0|1778.0|0|0.0|100
0|2021-11-02|65999.0|0|65999.0|0|1780.0|0|0.0|100
0|2021-11-03|66052.0|0|66052.0|0|1783.0|0|0.0|100
0|2021-11-04|66085.0|0|66085.0|0|1786.0|0|0.0|100
0|2021-11-05|66128.0|0|66128.0|0|1791.0|0|0.0|100
0|2021-11-06|66163.0|0|66163.0|0|1791.0|0|0.0|100
0|2021-11-07|66163.0|0|66163.0|0|1791.0|0|0.0|100
0|2021-11-08|66163.0|0|66163.0|0|1791.0|0|0.0|100
0|2021-11-09|66256.0|0|66256.0|0|1791.0|0|0.0|100
0|2021-11-10|66256.0|0|66256.0|0|1791.0|0|0.0|100
0|2021-11-11|66351.0|0|66351.0|0|1794.0|0|0.0|100
0|2021-11-12|66351.0|0|66351.0|0|1797.0|0|0.0|100
0|2021-11-13|66436.0|0|66436.0|0|1801.0|0|0.0|100
0|2021-11-14|66436.0|0|66436.0|0|1802.0|0|0.0|100
0|2021-11-15|66436.0|0|66436.0|0|1802.0|0|0.0|100
0|2021-11-16|66493.0|0|66493.0|0|1804.0|0|0.0|100
0|2021-11-17|66573.0|0|66573.0|0|1808.0|0|0.0|100
0|2021-11-18|66642.0|0|66642.0|0|1809.0|0|0.0|100
0|2021-11-19|66674.0|0|66674.0|0|1812.0|0|0.0|100
0|2021-11-20|66674.0|0|66674.0|0|1813.0|0|0.0|100
0|2021-11-21|66674.0|0|66674.0|0|1815.0|0|0.0|100
0|2021-11-22|66674.0|0|66674.0|0|1815.0|0|0.0|100
0|2021-11-23|66747.0|0|66747.0|0|1816.0|0|0.0|100
0|2021-11-24|66830.0|0|66830.0|0|1817.0|0|0.0|100
0|2021-11-25|66830.0|0|66830.0|0|1817.0|0|0.0|100
0|2021-11-26|66830.0|0|66830.0|0|1817.0|0|0.0|100
0|2021-11-27|66830.0|0|66830.0|0|1817.0|0|0.0|100
0|2021-11-28|66830.0|0|66830.0|0|1817.0|0|0.0|100
0|2021-11-29|66915.0|0|66915.0|0|1821.0|0|0.0|100
0|2021-11-30|67015.0|0|67015.0|0|1821.0|0|0.0|100
0|2021-12-01|67041.0|0|67041.0|0|1821.0|0|0.0|100
0|2021-12-02|67075.0|0|67075.0|0|1821.0|0|0.0|100
0|2021-12-03|67102.0|0|67102.0|0|1821.0|0|0.0|100
0|2021-12-04|67102.0|0|67118.0|0|1821.0|0|0.0|100
0|2021-12-05|67126.0|0|67126.0|0|1821.0|0|0.0|100
0|2021-12-06|67134.0|0|67134.0|0|1821.0|0|0.0|100
0|2021-12-07|67158.0|0|67158.0|0|1822.0|0|0.0|100
0|2021-12-08|67171.0|0|67171.0|0|1822.0|0|0.0|100
0|2021-12-09|67195.0|0|67195.0|0|1824.0|0|0.0|100
0|2021-12-10|67334.0|0|67334.0|0|1825.0|0|0.0|100
0|2021-12-11|67385.0|0|67385.0|0|1825.0|0|0.0|100
0|2021-12-12|67401.0|0|67401.0|0|1826.0|0|0.0|100
0|2021-12-13|67417.0|0|67417.0|0|1826.0|0|0.0|100
0|2021-12-14|67417.0|0|67451.0|0|1826.0|0|0.0|100
0|2021-12-15|67495.0|0|67495.0|0|1826.0|0|0.0|100
0|2021-12-16|67559.0|0|67559.0|0|1829.0|0|0.0|100
0|2021-12-17|67589.0|0|67589.0|0|1831.0|0|0.0|100
0|2021-12-18|67610.0|0|67610.0|0|1832.0|0|0.0|100
0|2021-12-19|67638.0|0|67638.0|0|1832.0|0|0.0|100
0|2021-12-20|67674.0|0|67674.0|0|1832.0|0|0.0|100
0|2021-12-21|67712.0|0|67712.0|0|1832.0|0|0.0|100
0|2021-12-22|67753.0|0|67753.0|0|1835.0|0|0.0|100
0|2021-12-23|67814.0|0|67814.0|0|1836.0|0|0.0|100
0|2021-12-24|67814.0|0|67814.0|0|1836.0|0|0.0|100
0|2021-12-25|67814.0|0|67814.0|0|1836.0|0|0.0|100
0|2021-12-26|67814.0|0|67814.0|0|1836.0|0|0.0|100
0|2021-12-27|68108.0|0|68108.0|0|1836.0|0|0.0|100
0|2021-12-28|68188.0|0|68188.0|0|1836.0|0|0.0|100
0|2021-12-29|68303.0|0|68303.0|0|1837.0|0|0.0|100
0|2021-12-30|68329.0|0|68329.0|0|1838.0|0|0.0|100
0|2021-12-31|68329.0|0|68329.0|0|1838.0|0|0.0|100
0|2022-01-01|68329.0|0|68329.0|0|1838.0|0|0.0|100
0|2022-01-02|68329.0|0|68329.0|0|1838.0|0|0.0|100
0|2022-01-03|69664.0|0|69664.0|0|1842.0|0|0.0|100
0|2022-01-04|70417.0|0|70417.0|0|1842.0|0|0.0|100
0|2022-01-05|70814.0|0|70814.0|0|1842.0|0|0.0|100
0|2022-01-06|71132.0|0|71132.0|0|1844.0|0|0.0|100
0|2022-01-07|71876.0|0|71876.0|0|1845.0|0|0.0|100
0|2022-01-08|72421.0|0|72421.0|0|1845.0|0|0.0|100
0|2022-01-09|72902.0|0|72902.0|0|1845.0|0|0.0|100
0|2022-01-10|73688.0|0|73688.0|0|1845.0|0|0.0|100
0|2022-01-11|74084.0|0|74084.0|0|1845.0|0|0.0|100
0|2022-01-12|74753.0|0|74753.0|0|1846.0|0|0.0|100
0|2022-01-13|74753.0|0|75979.0|0|1846.0|0|0.0|100
0|2022-01-14|75979.0|0|80587.0|0|1846.0|0|0.0|100
0|2022-01-15|81438.0|0|81438.0|0|1851.0|0|0.0|100
0|2022-01-16|81987.0|0|81987.0|0|1851.0|0|0.0|100
0|2022-01-17|82511.0|0|0.0|100|1851.0|0|0.0|100
