|dates|Mason_Michigan_UnitedStates.JHU_ConfirmedCases.data|Mason_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Mason_Michigan_UnitedStates.NYT_ConfirmedCases.data|Mason_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Mason_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Mason_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Mason_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Mason_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2965.0|0|2965.0|0|45.0|0|0.0|100
0|2021-10-18|3010.0|0|3010.0|0|45.0|0|0.0|100
0|2021-10-19|3010.0|0|3010.0|0|45.0|0|0.0|100
0|2021-10-20|3035.0|0|3035.0|0|45.0|0|0.0|100
0|2021-10-21|3035.0|0|3035.0|0|45.0|0|0.0|100
0|2021-10-22|3066.0|0|3066.0|0|47.0|0|0.0|100
0|2021-10-23|3066.0|0|3066.0|0|47.0|0|0.0|100
0|2021-10-24|3066.0|0|3066.0|0|47.0|0|0.0|100
0|2021-10-25|3104.0|0|3104.0|0|47.0|0|0.0|100
0|2021-10-26|3104.0|0|3104.0|0|47.0|0|0.0|100
0|2021-10-27|3141.0|0|3141.0|0|47.0|0|0.0|100
0|2021-10-28|3141.0|0|3141.0|0|47.0|0|0.0|100
0|2021-10-29|3184.0|0|3184.0|0|47.0|0|0.0|100
0|2021-10-30|3184.0|0|3184.0|0|47.0|0|0.0|100
0|2021-10-31|3184.0|0|3184.0|0|47.0|0|0.0|100
0|2021-11-01|3244.0|0|3244.0|0|47.0|0|0.0|100
0|2021-11-02|3244.0|0|3244.0|0|47.0|0|0.0|100
0|2021-11-03|3295.0|0|3295.0|0|47.0|0|0.0|100
0|2021-11-04|3295.0|0|3295.0|0|47.0|0|0.0|100
0|2021-11-05|3341.0|0|3341.0|0|47.0|0|0.0|100
0|2021-11-06|3341.0|0|3341.0|0|47.0|0|0.0|100
0|2021-11-07|3341.0|0|3341.0|0|47.0|0|0.0|100
0|2021-11-08|3396.0|0|3396.0|0|48.0|0|0.0|100
0|2021-11-09|3396.0|0|3396.0|0|48.0|0|0.0|100
0|2021-11-10|3396.0|0|3428.0|0|48.0|0|0.0|100
0|2021-11-11|3428.0|0|3428.0|0|50.0|0|0.0|100
0|2021-11-12|3524.0|0|3524.0|0|50.0|0|0.0|100
0|2021-11-13|3524.0|0|3524.0|0|50.0|0|0.0|100
0|2021-11-14|3524.0|0|3524.0|0|50.0|0|0.0|100
0|2021-11-15|3658.0|0|3658.0|0|50.0|0|0.0|100
0|2021-11-16|3658.0|0|3658.0|0|50.0|0|0.0|100
0|2021-11-17|3725.0|0|3725.0|0|52.0|0|0.0|100
0|2021-11-18|3725.0|0|3725.0|0|52.0|0|0.0|100
0|2021-11-19|3850.0|0|3850.0|0|54.0|0|0.0|100
0|2021-11-20|3850.0|0|3850.0|0|54.0|0|0.0|100
0|2021-11-21|3850.0|0|3850.0|0|54.0|0|0.0|100
0|2021-11-22|3933.0|0|3933.0|0|54.0|0|0.0|100
0|2021-11-23|3933.0|0|3933.0|0|54.0|0|0.0|100
0|2021-11-24|4005.0|0|4005.0|0|56.0|0|0.0|100
0|2021-11-25|4005.0|0|4005.0|0|56.0|0|0.0|100
0|2021-11-26|4005.0|0|4005.0|0|56.0|0|0.0|100
0|2021-11-27|4005.0|0|4005.0|0|56.0|0|0.0|100
0|2021-11-28|4005.0|0|4005.0|0|56.0|0|0.0|100
0|2021-11-29|4096.0|0|4096.0|0|56.0|0|0.0|100
0|2021-11-30|4096.0|0|4096.0|0|56.0|0|0.0|100
0|2021-12-01|4164.0|0|4164.0|0|58.0|0|0.0|100
0|2021-12-02|4164.0|0|4164.0|0|58.0|0|0.0|100
0|2021-12-03|4229.0|0|4229.0|0|58.0|0|0.0|100
0|2021-12-04|4229.0|0|4229.0|0|58.0|0|0.0|100
0|2021-12-05|4229.0|0|4229.0|0|58.0|0|0.0|100
0|2021-12-06|4320.0|0|4320.0|0|58.0|0|0.0|100
0|2021-12-07|4320.0|0|4320.0|0|58.0|0|0.0|100
0|2021-12-08|4388.0|0|4388.0|0|60.0|0|0.0|100
0|2021-12-09|4388.0|0|4388.0|0|60.0|0|0.0|100
0|2021-12-10|4451.0|0|4451.0|0|61.0|0|0.0|100
0|2021-12-11|4451.0|0|4451.0|0|61.0|0|0.0|100
0|2021-12-12|4451.0|0|4451.0|0|61.0|0|0.0|100
0|2021-12-13|4534.0|0|4534.0|0|61.0|0|0.0|100
0|2021-12-14|4534.0|0|4534.0|0|61.0|0|0.0|100
0|2021-12-15|4589.0|0|4589.0|0|62.0|0|0.0|100
0|2021-12-16|4589.0|0|4589.0|0|62.0|0|0.0|100
0|2021-12-17|4626.0|0|4626.0|0|64.0|0|0.0|100
0|2021-12-18|4626.0|0|4626.0|0|64.0|0|0.0|100
0|2021-12-19|4626.0|0|4626.0|0|64.0|0|0.0|100
0|2021-12-20|4657.0|0|4657.0|0|64.0|0|0.0|100
0|2021-12-21|4657.0|0|4657.0|0|64.0|0|0.0|100
0|2021-12-22|4687.0|0|4687.0|0|66.0|0|0.0|100
