|dates|Mason_Michigan_UnitedStates.JHU_ConfirmedCases.data|Mason_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Mason_Michigan_UnitedStates.NYT_ConfirmedCases.data|Mason_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Mason_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Mason_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Mason_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Mason_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-23|4687.0|0|4687.0|0|66.0|0|0.0|100
0|2021-12-24|4687.0|0|4687.0|0|66.0|0|0.0|100
0|2021-12-25|4687.0|0|4687.0|0|66.0|0|0.0|100
0|2021-12-26|4687.0|0|4687.0|0|66.0|0|0.0|100
0|2021-12-27|4739.0|0|4739.0|0|66.0|0|0.0|100
0|2021-12-28|4739.0|0|4739.0|0|66.0|0|0.0|100
0|2021-12-29|4767.0|0|4767.0|0|66.0|0|0.0|100
0|2021-12-30|4767.0|0|4767.0|0|66.0|0|0.0|100
0|2021-12-31|4767.0|0|4767.0|0|66.0|0|0.0|100
0|2022-01-01|4767.0|0|4767.0|0|66.0|0|0.0|100
0|2022-01-02|4767.0|0|4767.0|0|66.0|0|0.0|100
0|2022-01-03|4853.0|0|4853.0|0|67.0|0|0.0|100
0|2022-01-04|4853.0|0|4853.0|0|67.0|0|0.0|100
0|2022-01-05|4899.0|0|4899.0|0|69.0|0|0.0|100
0|2022-01-06|4899.0|0|4899.0|0|69.0|0|0.0|100
0|2022-01-07|4963.0|0|4963.0|0|74.0|0|0.0|100
0|2022-01-08|4963.0|0|4963.0|0|74.0|0|0.0|100
0|2022-01-09|4963.0|0|4963.0|0|74.0|0|0.0|100
0|2022-01-10|5048.0|0|5048.0|0|74.0|0|0.0|100
0|2022-01-11|5048.0|0|5048.0|0|74.0|0|0.0|100
0|2022-01-12|5120.0|0|5120.0|0|74.0|0|0.0|100
0|2022-01-13|5120.0|0|5120.0|0|74.0|0|0.0|100
0|2022-01-14|5210.0|0|5210.0|0|74.0|0|0.0|100
0|2022-01-15|5210.0|0|5210.0|0|74.0|0|0.0|100
0|2022-01-16|5210.0|0|5210.0|0|74.0|0|0.0|100
0|2022-01-17|5210.0|0|0.0|100|74.0|0|0.0|100
