|dates|Taos_NewMexico_UnitedStates.BLS_EmployedPopulation.data|Taos_NewMexico_UnitedStates.BLS_EmployedPopulation.missing|Taos_NewMexico_UnitedStates.BLS_UnemployedPopulation.data|Taos_NewMexico_UnitedStates.BLS_UnemployedPopulation.missing|Taos_NewMexico_UnitedStates.BLS_UnemploymentRate.data|Taos_NewMexico_UnitedStates.BLS_UnemploymentRate.missing|Taos_NewMexico_UnitedStates.BLS_LaborForcePopulation.data|Taos_NewMexico_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-10-18|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-10-19|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-10-20|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-10-21|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-10-22|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-10-23|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-10-24|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-10-25|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-10-26|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-10-27|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-10-28|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-10-29|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-10-30|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-10-31|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-01|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-02|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-03|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-04|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-05|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-06|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-07|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-08|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-09|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-10|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-11|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-12|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-13|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-14|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-15|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-16|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-17|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-18|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-19|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-20|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-21|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-22|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-23|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-24|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-25|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-26|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-27|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-28|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-29|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-11-30|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-12-01|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-12-02|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-12-03|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-12-04|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-12-05|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-12-06|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-12-07|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
0|2021-12-08|13575.0|0|1511.0|0|10.015908789606257|0|15086.0|0
