|dates|Sharkey_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Sharkey_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Sharkey_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Sharkey_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Sharkey_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Sharkey_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Sharkey_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Sharkey_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-27|659.0|0|659.0|0|21.0|0|0.0|100
0|2021-12-28|659.0|0|659.0|0|21.0|0|0.0|100
0|2021-12-29|665.0|0|665.0|0|21.0|0|0.0|100
0|2021-12-30|666.0|0|666.0|0|21.0|0|0.0|100
0|2021-12-31|666.0|0|666.0|0|21.0|0|0.0|100
0|2022-01-01|666.0|0|666.0|0|21.0|0|0.0|100
0|2022-01-02|666.0|0|666.0|0|21.0|0|0.0|100
0|2022-01-03|683.0|0|683.0|0|21.0|0|0.0|100
0|2022-01-04|690.0|0|690.0|0|21.0|0|0.0|100
0|2022-01-05|690.0|0|690.0|0|21.0|0|0.0|100
0|2022-01-06|698.0|0|698.0|0|21.0|0|0.0|100
0|2022-01-07|699.0|0|699.0|0|21.0|0|0.0|100
0|2022-01-08|699.0|0|699.0|0|21.0|0|0.0|100
0|2022-01-09|699.0|0|699.0|0|21.0|0|0.0|100
0|2022-01-10|699.0|0|708.0|0|21.0|0|0.0|100
0|2022-01-11|725.0|0|725.0|0|21.0|0|0.0|100
0|2022-01-12|725.0|0|726.0|0|21.0|0|0.0|100
0|2022-01-13|725.0|0|733.0|0|21.0|0|0.0|100
0|2022-01-14|743.0|0|743.0|0|21.0|0|0.0|100
0|2022-01-15|743.0|0|743.0|0|21.0|0|0.0|100
0|2022-01-16|743.0|0|743.0|0|21.0|0|0.0|100
0|2022-01-17|743.0|0|0.0|100|21.0|0|0.0|100
