|dates|Sharkey_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Sharkey_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Sharkey_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Sharkey_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Sharkey_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Sharkey_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Sharkey_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Sharkey_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|640.0|0|640.0|0|20.0|0|0.0|100
0|2021-10-18|640.0|0|640.0|0|20.0|0|0.0|100
0|2021-10-19|640.0|0|640.0|0|20.0|0|0.0|100
0|2021-10-20|640.0|0|640.0|0|20.0|0|0.0|100
0|2021-10-21|640.0|0|640.0|0|20.0|0|0.0|100
0|2021-10-22|641.0|0|641.0|0|20.0|0|0.0|100
0|2021-10-23|641.0|0|641.0|0|20.0|0|0.0|100
0|2021-10-24|641.0|0|641.0|0|20.0|0|0.0|100
0|2021-10-25|642.0|0|642.0|0|20.0|0|0.0|100
0|2021-10-26|642.0|0|642.0|0|20.0|0|0.0|100
0|2021-10-27|642.0|0|642.0|0|20.0|0|0.0|100
0|2021-10-28|642.0|0|642.0|0|20.0|0|0.0|100
0|2021-10-29|642.0|0|642.0|0|20.0|0|0.0|100
0|2021-10-30|642.0|0|642.0|0|20.0|0|0.0|100
0|2021-10-31|642.0|0|642.0|0|20.0|0|0.0|100
0|2021-11-01|643.0|0|643.0|0|21.0|0|0.0|100
0|2021-11-02|646.0|0|646.0|0|21.0|0|0.0|100
0|2021-11-03|647.0|0|647.0|0|21.0|0|0.0|100
0|2021-11-04|647.0|0|647.0|0|21.0|0|0.0|100
0|2021-11-05|648.0|0|648.0|0|21.0|0|0.0|100
0|2021-11-06|648.0|0|648.0|0|21.0|0|0.0|100
0|2021-11-07|648.0|0|648.0|0|21.0|0|0.0|100
0|2021-11-08|647.0|0|647.0|0|21.0|0|0.0|100
0|2021-11-09|647.0|0|647.0|0|21.0|0|0.0|100
0|2021-11-10|647.0|0|647.0|0|21.0|0|0.0|100
0|2021-11-11|647.0|0|647.0|0|21.0|0|0.0|100
0|2021-11-12|647.0|0|647.0|0|21.0|0|0.0|100
0|2021-11-13|647.0|0|647.0|0|21.0|0|0.0|100
0|2021-11-14|647.0|0|647.0|0|21.0|0|0.0|100
0|2021-11-15|650.0|0|650.0|0|21.0|0|0.0|100
0|2021-11-16|650.0|0|650.0|0|21.0|0|0.0|100
0|2021-11-17|650.0|0|650.0|0|21.0|0|0.0|100
0|2021-11-18|650.0|0|650.0|0|21.0|0|0.0|100
0|2021-11-19|650.0|0|650.0|0|21.0|0|0.0|100
0|2021-11-20|650.0|0|650.0|0|21.0|0|0.0|100
0|2021-11-21|650.0|0|650.0|0|21.0|0|0.0|100
0|2021-11-22|651.0|0|651.0|0|21.0|0|0.0|100
0|2021-11-23|651.0|0|651.0|0|21.0|0|0.0|100
0|2021-11-24|651.0|0|651.0|0|21.0|0|0.0|100
0|2021-11-25|651.0|0|651.0|0|21.0|0|0.0|100
0|2021-11-26|651.0|0|651.0|0|21.0|0|0.0|100
0|2021-11-27|651.0|0|651.0|0|21.0|0|0.0|100
0|2021-11-28|651.0|0|651.0|0|21.0|0|0.0|100
0|2021-11-29|652.0|0|652.0|0|21.0|0|0.0|100
0|2021-11-30|653.0|0|653.0|0|21.0|0|0.0|100
0|2021-12-01|653.0|0|653.0|0|21.0|0|0.0|100
0|2021-12-02|653.0|0|653.0|0|21.0|0|0.0|100
0|2021-12-03|653.0|0|653.0|0|21.0|0|0.0|100
0|2021-12-04|653.0|0|653.0|0|21.0|0|0.0|100
0|2021-12-05|653.0|0|653.0|0|21.0|0|0.0|100
0|2021-12-06|653.0|0|653.0|0|21.0|0|0.0|100
0|2021-12-07|653.0|0|653.0|0|21.0|0|0.0|100
0|2021-12-08|654.0|0|654.0|0|21.0|0|0.0|100
0|2021-12-09|656.0|0|656.0|0|21.0|0|0.0|100
0|2021-12-10|656.0|0|656.0|0|21.0|0|0.0|100
0|2021-12-11|656.0|0|656.0|0|21.0|0|0.0|100
0|2021-12-12|656.0|0|656.0|0|21.0|0|0.0|100
0|2021-12-13|656.0|0|656.0|0|21.0|0|0.0|100
0|2021-12-14|656.0|0|656.0|0|21.0|0|0.0|100
0|2021-12-15|656.0|0|656.0|0|21.0|0|0.0|100
0|2021-12-16|656.0|0|656.0|0|21.0|0|0.0|100
0|2021-12-17|656.0|0|656.0|0|21.0|0|0.0|100
0|2021-12-18|656.0|0|656.0|0|21.0|0|0.0|100
0|2021-12-19|656.0|0|656.0|0|21.0|0|0.0|100
0|2021-12-20|656.0|0|656.0|0|21.0|0|0.0|100
0|2021-12-21|657.0|0|657.0|0|21.0|0|0.0|100
0|2021-12-22|657.0|0|657.0|0|21.0|0|0.0|100
0|2021-12-23|657.0|0|657.0|0|21.0|0|0.0|100
0|2021-12-24|657.0|0|657.0|0|21.0|0|0.0|100
0|2021-12-25|657.0|0|657.0|0|21.0|0|0.0|100
0|2021-12-26|657.0|0|657.0|0|21.0|0|0.0|100
