|dates|Staunton_Virginia_UnitedStates.JHU_ConfirmedCases.data|Staunton_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Staunton_Virginia_UnitedStates.NYT_ConfirmedCases.data|Staunton_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Staunton_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Staunton_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Staunton_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Staunton_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|3576.0|0|3576.0|0|84.0|0|0.0|100
0|2021-12-05|3576.0|0|3576.0|0|84.0|0|0.0|100
0|2021-12-06|3601.0|0|3601.0|0|84.0|0|0.0|100
0|2021-12-07|3610.0|0|3610.0|0|84.0|0|0.0|100
0|2021-12-08|3619.0|0|3619.0|0|84.0|0|0.0|100
0|2021-12-09|3636.0|0|3636.0|0|85.0|0|0.0|100
0|2021-12-10|3649.0|0|3649.0|0|85.0|0|0.0|100
0|2021-12-11|3649.0|0|3649.0|0|85.0|0|0.0|100
0|2021-12-12|3649.0|0|3649.0|0|85.0|0|0.0|100
0|2021-12-13|3675.0|0|3675.0|0|85.0|0|0.0|100
0|2021-12-14|3675.0|0|3689.0|0|85.0|0|0.0|100
0|2021-12-15|3704.0|0|3704.0|0|86.0|0|0.0|100
0|2021-12-16|3710.0|0|3710.0|0|86.0|0|0.0|100
0|2021-12-17|3728.0|0|3728.0|0|86.0|0|0.0|100
0|2021-12-18|3728.0|0|3728.0|0|86.0|0|0.0|100
0|2021-12-19|3728.0|0|3728.0|0|86.0|0|0.0|100
0|2021-12-20|3766.0|0|3766.0|0|86.0|0|0.0|100
0|2021-12-21|3774.0|0|3774.0|0|86.0|0|0.0|100
0|2021-12-22|3790.0|0|3790.0|0|86.0|0|0.0|100
0|2021-12-23|3794.0|0|3794.0|0|86.0|0|0.0|100
0|2021-12-24|3806.0|0|3806.0|0|86.0|0|0.0|100
0|2021-12-25|3806.0|0|3806.0|0|86.0|0|0.0|100
0|2021-12-26|3806.0|0|3806.0|0|86.0|0|0.0|100
0|2021-12-27|3828.0|0|3828.0|0|86.0|0|0.0|100
0|2021-12-28|3846.0|0|3846.0|0|86.0|0|0.0|100
0|2021-12-29|3885.0|0|3885.0|0|86.0|0|0.0|100
0|2021-12-30|3914.0|0|3914.0|0|86.0|0|0.0|100
0|2021-12-31|3957.0|0|3957.0|0|87.0|0|0.0|100
0|2022-01-01|3957.0|0|3957.0|0|87.0|0|0.0|100
0|2022-01-02|3957.0|0|3957.0|0|87.0|0|0.0|100
0|2022-01-03|4023.0|0|4023.0|0|88.0|0|0.0|100
0|2022-01-04|4052.0|0|4052.0|0|88.0|0|0.0|100
0|2022-01-05|4079.0|0|4079.0|0|88.0|0|0.0|100
0|2022-01-06|4114.0|0|4114.0|0|88.0|0|0.0|100
0|2022-01-07|4143.0|0|4143.0|0|88.0|0|0.0|100
0|2022-01-08|4143.0|0|4143.0|0|88.0|0|0.0|100
0|2022-01-09|4143.0|0|4143.0|0|88.0|0|0.0|100
0|2022-01-10|4251.0|0|4251.0|0|89.0|0|0.0|100
0|2022-01-11|4312.0|0|4312.0|0|89.0|0|0.0|100
0|2022-01-12|4374.0|0|4374.0|0|89.0|0|0.0|100
0|2022-01-13|4374.0|0|4434.0|0|89.0|0|0.0|100
0|2022-01-14|4374.0|0|4502.0|0|89.0|0|0.0|100
0|2022-01-15|4502.0|0|4502.0|0|89.0|0|0.0|100
0|2022-01-16|4502.0|0|4502.0|0|89.0|0|0.0|100
0|2022-01-17|4659.0|0|0.0|100|89.0|0|0.0|100
