|dates|McIntosh_Georgia_UnitedStates.JHU_ConfirmedCases.data|McIntosh_Georgia_UnitedStates.JHU_ConfirmedCases.missing|McIntosh_Georgia_UnitedStates.NYT_ConfirmedCases.data|McIntosh_Georgia_UnitedStates.NYT_ConfirmedCases.missing|McIntosh_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|McIntosh_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|McIntosh_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|McIntosh_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-20|1711.0|0|1716.0|0|31.0|0|0.0|100
0|2021-11-21|1711.0|0|1716.0|0|31.0|0|0.0|100
0|2021-11-22|1711.0|0|1717.0|0|32.0|0|0.0|100
0|2021-11-23|1711.0|0|1717.0|0|32.0|0|0.0|100
0|2021-11-24|1711.0|0|1717.0|0|32.0|0|0.0|100
0|2021-11-25|1711.0|0|1717.0|0|32.0|0|0.0|100
0|2021-11-26|1711.0|0|1717.0|0|32.0|0|0.0|100
0|2021-11-27|1711.0|0|1717.0|0|32.0|0|0.0|100
0|2021-11-28|1711.0|0|1717.0|0|32.0|0|0.0|100
0|2021-11-29|1711.0|0|1717.0|0|32.0|0|0.0|100
0|2021-11-30|1711.0|0|1717.0|0|32.0|0|0.0|100
0|2021-12-01|1713.0|0|1719.0|0|32.0|0|0.0|100
0|2021-12-02|1713.0|0|1721.0|0|32.0|0|0.0|100
0|2021-12-03|1715.0|0|1721.0|0|33.0|0|0.0|100
0|2021-12-04|1715.0|0|1721.0|0|33.0|0|0.0|100
0|2021-12-05|1715.0|0|1721.0|0|33.0|0|0.0|100
0|2021-12-06|1715.0|0|1721.0|0|33.0|0|0.0|100
0|2021-12-07|1716.0|0|1722.0|0|33.0|0|0.0|100
0|2021-12-08|1716.0|0|1722.0|0|33.0|0|0.0|100
0|2021-12-09|1717.0|0|1723.0|0|33.0|0|0.0|100
0|2021-12-10|1717.0|0|1723.0|0|33.0|0|0.0|100
0|2021-12-11|1717.0|0|1723.0|0|33.0|0|0.0|100
0|2021-12-12|1717.0|0|1723.0|0|33.0|0|0.0|100
0|2021-12-13|1718.0|0|1724.0|0|33.0|0|0.0|100
0|2021-12-14|1718.0|0|1724.0|0|33.0|0|0.0|100
0|2021-12-15|1718.0|0|1724.0|0|33.0|0|0.0|100
0|2021-12-16|1718.0|0|1724.0|0|33.0|0|0.0|100
0|2021-12-17|1718.0|0|1724.0|0|33.0|0|0.0|100
0|2021-12-18|1718.0|0|1724.0|0|33.0|0|0.0|100
0|2021-12-19|1718.0|0|1724.0|0|33.0|0|0.0|100
0|2021-12-20|1720.0|0|1726.0|0|33.0|0|0.0|100
0|2021-12-21|1721.0|0|1727.0|0|33.0|0|0.0|100
0|2021-12-22|1724.0|0|1730.0|0|33.0|0|0.0|100
0|2021-12-23|1724.0|0|1730.0|0|33.0|0|0.0|100
0|2021-12-24|1724.0|0|1730.0|0|33.0|0|0.0|100
0|2021-12-25|1724.0|0|1730.0|0|33.0|0|0.0|100
0|2021-12-26|1724.0|0|1730.0|0|33.0|0|0.0|100
0|2021-12-27|1729.0|0|1735.0|0|33.0|0|0.0|100
0|2021-12-28|1734.0|0|1740.0|0|33.0|0|0.0|100
0|2021-12-29|1744.0|0|1750.0|0|33.0|0|0.0|100
0|2021-12-30|1753.0|0|1759.0|0|33.0|0|0.0|100
0|2021-12-31|1760.0|0|1766.0|0|33.0|0|0.0|100
0|2022-01-01|1760.0|0|1766.0|0|33.0|0|0.0|100
0|2022-01-02|1760.0|0|1766.0|0|33.0|0|0.0|100
0|2022-01-03|1760.0|0|1766.0|0|33.0|0|0.0|100
0|2022-01-04|1815.0|0|1821.0|0|33.0|0|0.0|100
0|2022-01-05|1822.0|0|1828.0|0|33.0|0|0.0|100
0|2022-01-06|1822.0|0|1828.0|0|33.0|0|0.0|100
0|2022-01-07|1822.0|0|1828.0|0|33.0|0|0.0|100
0|2022-01-08|1822.0|0|1828.0|0|33.0|0|0.0|100
0|2022-01-09|1822.0|0|1828.0|0|33.0|0|0.0|100
0|2022-01-10|1910.0|0|1916.0|0|33.0|0|0.0|100
0|2022-01-11|1929.0|0|1935.0|0|33.0|0|0.0|100
0|2022-01-12|1937.0|0|1943.0|0|33.0|0|0.0|100
0|2022-01-13|1937.0|0|1968.0|0|33.0|0|0.0|100
0|2022-01-14|1982.0|0|1988.0|0|33.0|0|0.0|100
0|2022-01-15|1982.0|0|1988.0|0|33.0|0|0.0|100
0|2022-01-16|1982.0|0|1988.0|0|33.0|0|0.0|100
0|2022-01-17|2040.0|0|0.0|100|33.0|0|0.0|100
