|dates|Taos_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Taos_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Taos_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Taos_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Taos_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Taos_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Taos_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Taos_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2313.0|0|2313.0|0|63.0|0|0.0|100
0|2021-10-18|2327.0|0|2327.0|0|63.0|0|0.0|100
0|2021-10-19|2333.0|0|2333.0|0|63.0|0|0.0|100
0|2021-10-20|2334.0|0|2334.0|0|63.0|0|0.0|100
0|2021-10-21|2340.0|0|2340.0|0|63.0|0|0.0|100
0|2021-10-22|2352.0|0|2352.0|0|63.0|0|0.0|100
0|2021-10-23|2352.0|0|2352.0|0|63.0|0|0.0|100
0|2021-10-24|2352.0|0|2352.0|0|63.0|0|0.0|100
0|2021-10-25|2383.0|0|2383.0|0|63.0|0|0.0|100
0|2021-10-26|2390.0|0|2390.0|0|63.0|0|0.0|100
0|2021-10-27|2411.0|0|2411.0|0|64.0|0|0.0|100
0|2021-10-28|2431.0|0|2431.0|0|65.0|0|0.0|100
0|2021-10-29|2441.0|0|2441.0|0|65.0|0|0.0|100
0|2021-10-30|2441.0|0|2441.0|0|65.0|0|0.0|100
0|2021-10-31|2441.0|0|2441.0|0|65.0|0|0.0|100
0|2021-11-01|2495.0|0|2495.0|0|65.0|0|0.0|100
0|2021-11-02|2501.0|0|2501.0|0|65.0|0|0.0|100
0|2021-11-03|2510.0|0|2510.0|0|65.0|0|0.0|100
0|2021-11-04|2548.0|0|2548.0|0|66.0|0|0.0|100
0|2021-11-05|2563.0|0|2563.0|0|66.0|0|0.0|100
0|2021-11-06|2563.0|0|2563.0|0|66.0|0|0.0|100
0|2021-11-07|2563.0|0|2563.0|0|66.0|0|0.0|100
0|2021-11-08|2618.0|0|2618.0|0|66.0|0|0.0|100
0|2021-11-09|2623.0|0|2623.0|0|66.0|0|0.0|100
0|2021-11-10|2623.0|0|2629.0|0|66.0|0|0.0|100
0|2021-11-11|2629.0|0|2629.0|0|66.0|0|0.0|100
0|2021-11-12|2674.0|0|2674.0|0|66.0|0|0.0|100
0|2021-11-13|2674.0|0|2674.0|0|66.0|0|0.0|100
0|2021-11-14|2674.0|0|2674.0|0|66.0|0|0.0|100
0|2021-11-15|2694.0|0|2694.0|0|66.0|0|0.0|100
0|2021-11-16|2697.0|0|2697.0|0|66.0|0|0.0|100
0|2021-11-17|2705.0|0|2705.0|0|66.0|0|0.0|100
0|2021-11-18|2715.0|0|2715.0|0|68.0|0|0.0|100
0|2021-11-19|2741.0|0|2741.0|0|69.0|0|0.0|100
0|2021-11-20|2741.0|0|2741.0|0|69.0|0|0.0|100
0|2021-11-21|2741.0|0|2741.0|0|69.0|0|0.0|100
0|2021-11-22|2786.0|0|2786.0|0|69.0|0|0.0|100
0|2021-11-23|2792.0|0|2792.0|0|69.0|0|0.0|100
0|2021-11-24|2801.0|0|2801.0|0|69.0|0|0.0|100
0|2021-11-25|2801.0|0|2801.0|0|69.0|0|0.0|100
0|2021-11-26|2801.0|0|2801.0|0|69.0|0|0.0|100
0|2021-11-27|2801.0|0|2801.0|0|69.0|0|0.0|100
0|2021-11-28|2801.0|0|2801.0|0|69.0|0|0.0|100
0|2021-11-29|2851.0|0|2851.0|0|70.0|0|0.0|100
0|2021-11-30|2860.0|0|2860.0|0|71.0|0|0.0|100
0|2021-12-01|2870.0|0|2870.0|0|71.0|0|0.0|100
0|2021-12-02|2888.0|0|2888.0|0|71.0|0|0.0|100
0|2021-12-03|2888.0|0|2907.0|0|71.0|0|0.0|100
0|2021-12-04|2926.0|0|2926.0|0|71.0|0|0.0|100
0|2021-12-05|2926.0|0|2926.0|0|71.0|0|0.0|100
0|2021-12-06|2995.0|0|2995.0|0|71.0|0|0.0|100
0|2021-12-07|3006.0|0|3006.0|0|71.0|0|0.0|100
0|2021-12-08|3014.0|0|3014.0|0|71.0|0|0.0|100
0|2021-12-09|3057.0|0|3057.0|0|71.0|0|0.0|100
0|2021-12-10|3069.0|0|3063.0|0|71.0|0|0.0|100
0|2021-12-11|3069.0|0|3069.0|0|71.0|0|0.0|100
0|2021-12-12|3069.0|0|3069.0|0|71.0|0|0.0|100
0|2021-12-13|3105.0|0|3105.0|0|71.0|0|0.0|100
0|2021-12-14|3105.0|0|3126.0|0|71.0|0|0.0|100
0|2021-12-15|3130.0|0|3130.0|0|71.0|0|0.0|100
0|2021-12-16|3130.0|0|3138.0|0|71.0|0|0.0|100
0|2021-12-17|3162.0|0|3146.0|0|72.0|0|0.0|100
0|2021-12-18|3162.0|0|3162.0|0|72.0|0|0.0|100
0|2021-12-19|3162.0|0|3162.0|0|72.0|0|0.0|100
0|2021-12-20|3182.0|0|3182.0|0|72.0|0|0.0|100
0|2021-12-21|3185.0|0|3185.0|0|72.0|0|0.0|100
0|2021-12-22|3192.0|0|3192.0|0|72.0|0|0.0|100
0|2021-12-23|3200.0|0|3200.0|0|73.0|0|0.0|100
0|2021-12-24|3200.0|0|3200.0|0|73.0|0|0.0|100
0|2021-12-25|3200.0|0|3200.0|0|73.0|0|0.0|100
0|2021-12-26|3200.0|0|3200.0|0|73.0|0|0.0|100
0|2021-12-27|3234.0|0|3234.0|0|73.0|0|0.0|100
0|2021-12-28|3260.0|0|3260.0|0|73.0|0|0.0|100
0|2021-12-29|3267.0|0|3267.0|0|73.0|0|0.0|100
0|2021-12-30|3288.0|0|3288.0|0|73.0|0|0.0|100
0|2021-12-31|3288.0|0|3288.0|0|73.0|0|0.0|100
0|2022-01-01|3288.0|0|3288.0|0|73.0|0|0.0|100
0|2022-01-02|3288.0|0|3288.0|0|73.0|0|0.0|100
0|2022-01-03|3375.0|0|3375.0|0|73.0|0|0.0|100
0|2022-01-04|3383.0|0|3383.0|0|73.0|0|0.0|100
0|2022-01-05|3398.0|0|3398.0|0|73.0|0|0.0|100
0|2022-01-06|3431.0|0|3431.0|0|74.0|0|0.0|100
0|2022-01-07|3469.0|0|3469.0|0|74.0|0|0.0|100
0|2022-01-08|3469.0|0|3469.0|0|74.0|0|0.0|100
0|2022-01-09|3469.0|0|3469.0|0|74.0|0|0.0|100
0|2022-01-10|3610.0|0|3610.0|0|75.0|0|0.0|100
0|2022-01-11|3639.0|0|3639.0|0|75.0|0|0.0|100
0|2022-01-12|3681.0|0|3681.0|0|75.0|0|0.0|100
0|2022-01-13|3681.0|0|3719.0|0|75.0|0|0.0|100
0|2022-01-14|3775.0|0|3775.0|0|75.0|0|0.0|100
0|2022-01-15|3775.0|0|3775.0|0|75.0|0|0.0|100
0|2022-01-16|3775.0|0|3775.0|0|75.0|0|0.0|100
0|2022-01-17|3775.0|0|0.0|100|75.0|0|0.0|100
