|dates|RedRiver_Louisiana_UnitedStates.JHU_ConfirmedCases.data|RedRiver_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|RedRiver_Louisiana_UnitedStates.NYT_ConfirmedCases.data|RedRiver_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|RedRiver_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|RedRiver_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|RedRiver_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|RedRiver_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1397.0|0|1397.0|0|48.0|0|0.0|100
0|2021-10-18|1398.0|0|1398.0|0|48.0|0|0.0|100
0|2021-10-19|1399.0|0|1399.0|0|48.0|0|0.0|100
0|2021-10-20|1400.0|0|1400.0|0|48.0|0|0.0|100
0|2021-10-21|1400.0|0|1400.0|0|48.0|0|0.0|100
0|2021-10-22|1400.0|0|1400.0|0|48.0|0|0.0|100
0|2021-10-23|1400.0|0|1400.0|0|48.0|0|0.0|100
0|2021-10-24|1400.0|0|1400.0|0|48.0|0|0.0|100
0|2021-10-25|1400.0|0|1400.0|0|48.0|0|0.0|100
0|2021-10-26|1400.0|0|1400.0|0|48.0|0|0.0|100
0|2021-10-27|1401.0|0|1401.0|0|48.0|0|0.0|100
0|2021-10-28|1403.0|0|1403.0|0|48.0|0|0.0|100
0|2021-10-29|1404.0|0|1404.0|0|48.0|0|0.0|100
0|2021-10-30|1404.0|0|1404.0|0|48.0|0|0.0|100
0|2021-10-31|1404.0|0|1404.0|0|48.0|0|0.0|100
0|2021-11-01|1404.0|0|1404.0|0|48.0|0|0.0|100
0|2021-11-02|1405.0|0|1405.0|0|48.0|0|0.0|100
0|2021-11-03|1405.0|0|1405.0|0|48.0|0|0.0|100
0|2021-11-04|1405.0|0|1405.0|0|48.0|0|0.0|100
0|2021-11-05|1406.0|0|1406.0|0|49.0|0|0.0|100
0|2021-11-06|1406.0|0|1406.0|0|49.0|0|0.0|100
0|2021-11-07|1406.0|0|1406.0|0|49.0|0|0.0|100
0|2021-11-08|1406.0|0|1406.0|0|49.0|0|0.0|100
0|2021-11-09|1406.0|0|1406.0|0|49.0|0|0.0|100
0|2021-11-10|1406.0|0|1406.0|0|49.0|0|0.0|100
0|2021-11-11|1406.0|0|1406.0|0|49.0|0|0.0|100
0|2021-11-12|1407.0|0|1407.0|0|49.0|0|0.0|100
0|2021-11-13|1407.0|0|1407.0|0|49.0|0|0.0|100
0|2021-11-14|1407.0|0|1407.0|0|49.0|0|0.0|100
0|2021-11-15|1407.0|0|1407.0|0|49.0|0|0.0|100
0|2021-11-16|1407.0|0|1407.0|0|49.0|0|0.0|100
0|2021-11-17|1410.0|0|1410.0|0|49.0|0|0.0|100
0|2021-11-18|1411.0|0|1411.0|0|49.0|0|0.0|100
0|2021-11-19|1413.0|0|1413.0|0|49.0|0|0.0|100
0|2021-11-20|1413.0|0|1413.0|0|49.0|0|0.0|100
0|2021-11-21|1413.0|0|1413.0|0|49.0|0|0.0|100
0|2021-11-22|1415.0|0|1415.0|0|49.0|0|0.0|100
0|2021-11-23|1415.0|0|1415.0|0|49.0|0|0.0|100
0|2021-11-24|1415.0|0|1415.0|0|49.0|0|0.0|100
0|2021-11-25|1415.0|0|1415.0|0|49.0|0|0.0|100
0|2021-11-26|1415.0|0|1415.0|0|49.0|0|0.0|100
0|2021-11-27|1415.0|0|1415.0|0|49.0|0|0.0|100
0|2021-11-28|1415.0|0|1415.0|0|49.0|0|0.0|100
0|2021-11-29|1418.0|0|1418.0|0|49.0|0|0.0|100
0|2021-11-30|1418.0|0|1418.0|0|49.0|0|0.0|100
0|2021-12-01|1418.0|0|1418.0|0|49.0|0|0.0|100
0|2021-12-02|1418.0|0|1418.0|0|49.0|0|0.0|100
0|2021-12-03|1418.0|0|1418.0|0|49.0|0|0.0|100
0|2021-12-04|1418.0|0|1418.0|0|49.0|0|0.0|100
0|2021-12-05|1418.0|0|1418.0|0|49.0|0|0.0|100
0|2021-12-06|1419.0|0|1419.0|0|49.0|0|0.0|100
0|2021-12-07|1419.0|0|1419.0|0|49.0|0|0.0|100
0|2021-12-08|1422.0|0|1422.0|0|49.0|0|0.0|100
0|2021-12-09|1425.0|0|1425.0|0|49.0|0|0.0|100
0|2021-12-10|1425.0|0|1425.0|0|49.0|0|0.0|100
0|2021-12-11|1425.0|0|1425.0|0|49.0|0|0.0|100
0|2021-12-12|1425.0|0|1425.0|0|49.0|0|0.0|100
0|2021-12-13|1427.0|0|1427.0|0|49.0|0|0.0|100
0|2021-12-14|1427.0|0|1427.0|0|49.0|0|0.0|100
0|2021-12-15|1427.0|0|1427.0|0|49.0|0|0.0|100
0|2021-12-16|1431.0|0|1431.0|0|49.0|0|0.0|100
0|2021-12-17|1438.0|0|1438.0|0|49.0|0|0.0|100
0|2021-12-18|1438.0|0|1438.0|0|49.0|0|0.0|100
0|2021-12-19|1438.0|0|1438.0|0|49.0|0|0.0|100
0|2021-12-20|1441.0|0|1441.0|0|49.0|0|0.0|100
0|2021-12-21|1448.0|0|1448.0|0|49.0|0|0.0|100
0|2021-12-22|1451.0|0|1451.0|0|49.0|0|0.0|100
0|2021-12-23|1453.0|0|1453.0|0|49.0|0|0.0|100
0|2021-12-24|1453.0|0|1453.0|0|49.0|0|0.0|100
0|2021-12-25|1453.0|0|1453.0|0|49.0|0|0.0|100
0|2021-12-26|1453.0|0|1453.0|0|49.0|0|0.0|100
0|2021-12-27|1467.0|0|1467.0|0|49.0|0|0.0|100
0|2021-12-28|1483.0|0|1483.0|0|49.0|0|0.0|100
0|2021-12-29|1495.0|0|1495.0|0|49.0|0|0.0|100
0|2021-12-30|1516.0|0|1516.0|0|49.0|0|0.0|100
0|2021-12-31|1516.0|0|1516.0|0|49.0|0|0.0|100
0|2022-01-01|1516.0|0|1516.0|0|49.0|0|0.0|100
0|2022-01-02|1516.0|0|1516.0|0|49.0|0|0.0|100
0|2022-01-03|1566.0|0|1566.0|0|49.0|0|0.0|100
0|2022-01-04|1585.0|0|1585.0|0|49.0|0|0.0|100
0|2022-01-05|1607.0|0|1607.0|0|49.0|0|0.0|100
0|2022-01-06|1633.0|0|1633.0|0|49.0|0|0.0|100
0|2022-01-07|1666.0|0|1666.0|0|49.0|0|0.0|100
0|2022-01-08|1666.0|0|1666.0|0|49.0|0|0.0|100
0|2022-01-09|1666.0|0|1666.0|0|49.0|0|0.0|100
0|2022-01-10|1701.0|0|1701.0|0|49.0|0|0.0|100
0|2022-01-11|1713.0|0|1713.0|0|49.0|0|0.0|100
0|2022-01-12|1713.0|0|1713.0|0|49.0|0|0.0|100
0|2022-01-13|1713.0|0|1713.0|0|49.0|0|0.0|100
0|2022-01-14|1779.0|0|1779.0|0|49.0|0|0.0|100
0|2022-01-15|1779.0|0|1779.0|0|49.0|0|0.0|100
0|2022-01-16|1779.0|0|1779.0|0|49.0|0|0.0|100
0|2022-01-17|1779.0|0|0.0|100|49.0|0|0.0|100
