|dates|Jones_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Jones_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Jones_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Jones_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Jones_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Jones_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Jones_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Jones_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|14137.0|0|14137.0|0|247.0|0|0.0|100
0|2021-12-02|14137.0|0|14155.0|0|247.0|0|0.0|100
0|2021-12-03|14158.0|0|14158.0|0|248.0|0|0.0|100
0|2021-12-04|14158.0|0|14158.0|0|248.0|0|0.0|100
0|2021-12-05|14158.0|0|14158.0|0|248.0|0|0.0|100
0|2021-12-06|14191.0|0|14191.0|0|248.0|0|0.0|100
0|2021-12-07|14195.0|0|14195.0|0|248.0|0|0.0|100
0|2021-12-08|14208.0|0|14208.0|0|248.0|0|0.0|100
0|2021-12-09|14220.0|0|14220.0|0|248.0|0|0.0|100
0|2021-12-10|14233.0|0|14233.0|0|248.0|0|0.0|100
0|2021-12-11|14233.0|0|14233.0|0|248.0|0|0.0|100
0|2021-12-12|14233.0|0|14233.0|0|248.0|0|0.0|100
0|2021-12-13|14243.0|0|14243.0|0|248.0|0|0.0|100
0|2021-12-14|14243.0|0|14245.0|0|248.0|0|0.0|100
0|2021-12-15|14250.0|0|14250.0|0|248.0|0|0.0|100
0|2021-12-16|14256.0|0|14256.0|0|248.0|0|0.0|100
0|2021-12-17|14264.0|0|14264.0|0|248.0|0|0.0|100
0|2021-12-18|14264.0|0|14264.0|0|248.0|0|0.0|100
0|2021-12-19|14264.0|0|14264.0|0|248.0|0|0.0|100
0|2021-12-20|14277.0|0|14277.0|0|248.0|0|0.0|100
0|2021-12-21|14295.0|0|14295.0|0|248.0|0|0.0|100
0|2021-12-22|14299.0|0|14299.0|0|248.0|0|0.0|100
0|2021-12-23|14299.0|0|14299.0|0|248.0|0|0.0|100
0|2021-12-24|14299.0|0|14299.0|0|248.0|0|0.0|100
0|2021-12-25|14299.0|0|14299.0|0|248.0|0|0.0|100
0|2021-12-26|14299.0|0|14299.0|0|248.0|0|0.0|100
0|2021-12-27|14408.0|0|14408.0|0|248.0|0|0.0|100
0|2021-12-28|14439.0|0|14439.0|0|250.0|0|0.0|100
0|2021-12-29|14469.0|0|14469.0|0|250.0|0|0.0|100
0|2021-12-30|14546.0|0|14546.0|0|250.0|0|0.0|100
0|2021-12-31|14546.0|0|14546.0|0|250.0|0|0.0|100
0|2022-01-01|14546.0|0|14546.0|0|250.0|0|0.0|100
0|2022-01-02|14546.0|0|14546.0|0|250.0|0|0.0|100
0|2022-01-03|14932.0|0|14932.0|0|250.0|0|0.0|100
0|2022-01-04|15019.0|0|15019.0|0|250.0|0|0.0|100
0|2022-01-05|15163.0|0|15163.0|0|250.0|0|0.0|100
0|2022-01-06|15266.0|0|15266.0|0|250.0|0|0.0|100
0|2022-01-07|15457.0|0|15457.0|0|250.0|0|0.0|100
0|2022-01-08|15457.0|0|15457.0|0|250.0|0|0.0|100
0|2022-01-09|15457.0|0|15457.0|0|250.0|0|0.0|100
0|2022-01-10|15457.0|0|15678.0|0|250.0|0|0.0|100
0|2022-01-11|15985.0|0|15985.0|0|250.0|0|0.0|100
0|2022-01-12|15985.0|0|16088.0|0|250.0|0|0.0|100
0|2022-01-13|15985.0|0|16464.0|0|250.0|0|0.0|100
0|2022-01-14|16691.0|0|16691.0|0|250.0|0|0.0|100
0|2022-01-15|16691.0|0|16691.0|0|250.0|0|0.0|100
0|2022-01-16|16691.0|0|16691.0|0|250.0|0|0.0|100
0|2022-01-17|16691.0|0|0.0|100|250.0|0|0.0|100
