|dates|Larimer_Colorado_UnitedStates.JHU_ConfirmedCases.data|Larimer_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Larimer_Colorado_UnitedStates.NYT_ConfirmedCases.data|Larimer_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Larimer_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Larimer_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Larimer_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Larimer_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|45611.0|0|45611.0|0|378.0|0|0.0|100
0|2021-12-06|45890.0|0|45890.0|0|379.0|0|0.0|100
0|2021-12-07|46055.0|0|46055.0|0|382.0|0|0.0|100
0|2021-12-08|46211.0|0|46211.0|0|382.0|0|0.0|100
0|2021-12-09|46359.0|0|46359.0|0|384.0|0|0.0|100
0|2021-12-10|46491.0|0|46491.0|0|386.0|0|0.0|100
0|2021-12-11|46491.0|0|46491.0|0|386.0|0|0.0|100
0|2021-12-12|46491.0|0|46491.0|0|386.0|0|0.0|100
0|2021-12-13|46752.0|0|46752.0|0|387.0|0|0.0|100
0|2021-12-14|46752.0|0|46830.0|0|387.0|0|0.0|100
0|2021-12-15|46964.0|0|46964.0|0|390.0|0|0.0|100
0|2021-12-16|47094.0|0|47094.0|0|391.0|0|0.0|100
0|2021-12-17|47225.0|0|47225.0|0|391.0|0|0.0|100
0|2021-12-18|47225.0|0|47225.0|0|391.0|0|0.0|100
0|2021-12-19|47225.0|0|47225.0|0|391.0|0|0.0|100
0|2021-12-20|47444.0|0|47444.0|0|393.0|0|0.0|100
0|2021-12-21|47548.0|0|47548.0|0|395.0|0|0.0|100
0|2021-12-22|47763.0|0|47763.0|0|395.0|0|0.0|100
0|2021-12-23|47955.0|0|47955.0|0|396.0|0|0.0|100
0|2021-12-24|48130.0|0|48130.0|0|396.0|0|0.0|100
0|2021-12-25|48130.0|0|48130.0|0|396.0|0|0.0|100
0|2021-12-26|48130.0|0|48130.0|0|396.0|0|0.0|100
0|2021-12-27|48655.0|0|48655.0|0|396.0|0|0.0|100
0|2021-12-28|48848.0|0|48848.0|0|399.0|0|0.0|100
0|2021-12-29|49193.0|0|49193.0|0|399.0|0|0.0|100
0|2021-12-30|49744.0|0|49744.0|0|399.0|0|0.0|100
0|2021-12-31|50188.0|0|50188.0|0|400.0|0|0.0|100
0|2022-01-01|50188.0|0|50188.0|0|400.0|0|0.0|100
0|2022-01-02|50188.0|0|50188.0|0|400.0|0|0.0|100
0|2022-01-03|51468.0|0|51468.0|0|401.0|0|0.0|100
0|2022-01-04|51899.0|0|51899.0|0|401.0|0|0.0|100
0|2022-01-05|52281.0|0|52281.0|0|402.0|0|0.0|100
0|2022-01-06|52613.0|0|52613.0|0|403.0|0|0.0|100
0|2022-01-07|53277.0|0|53277.0|0|403.0|0|0.0|100
0|2022-01-08|53277.0|0|53277.0|0|403.0|0|0.0|100
0|2022-01-09|53277.0|0|53277.0|0|403.0|0|0.0|100
0|2022-01-10|56006.0|0|56006.0|0|408.0|0|0.0|100
0|2022-01-11|57176.0|0|57176.0|0|409.0|0|0.0|100
0|2022-01-12|57778.0|0|57778.0|0|410.0|0|0.0|100
0|2022-01-13|57778.0|0|58661.0|0|410.0|0|0.0|100
0|2022-01-14|59489.0|0|59075.0|0|410.0|0|0.0|100
0|2022-01-15|59489.0|0|59489.0|0|410.0|0|0.0|100
0|2022-01-16|59489.0|0|59489.0|0|410.0|0|0.0|100
0|2022-01-17|61398.0|0|0.0|100|416.0|0|0.0|100
