|dates|Whitman_Washington_UnitedStates.BLS_EmployedPopulation.data|Whitman_Washington_UnitedStates.BLS_EmployedPopulation.missing|Whitman_Washington_UnitedStates.BLS_UnemployedPopulation.data|Whitman_Washington_UnitedStates.BLS_UnemployedPopulation.missing|Whitman_Washington_UnitedStates.BLS_UnemploymentRate.data|Whitman_Washington_UnitedStates.BLS_UnemploymentRate.missing|Whitman_Washington_UnitedStates.BLS_LaborForcePopulation.data|Whitman_Washington_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-08|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-11-09|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-11-10|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-11-11|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-11-12|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-11-13|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-11-14|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-11-15|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-11-16|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-11-17|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-11-18|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-11-19|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-11-20|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-11-21|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-11-22|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-11-23|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-11-24|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-11-25|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-11-26|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-11-27|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-11-28|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-11-29|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-11-30|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-01|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-02|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-03|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-04|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-05|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-06|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-07|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-08|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-09|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-10|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-11|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-12|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-13|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-14|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-15|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-16|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-17|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-18|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-19|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-20|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-21|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-22|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-23|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-24|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-25|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-26|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-27|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-28|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-29|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-30|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2021-12-31|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2022-01-01|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2022-01-02|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2022-01-03|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2022-01-04|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2022-01-05|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2022-01-06|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2022-01-07|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2022-01-08|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2022-01-09|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2022-01-10|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2022-01-11|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2022-01-12|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2022-01-13|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2022-01-14|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2022-01-15|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2022-01-16|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
0|2022-01-17|21870.0|0|965.0|0|4.225968907379023|0|22835.0|0
