|dates|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Bernalillo_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Bernalillo_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|73866.0|0|73866.0|0|1097.0|0|0.0|100
0|2021-10-18|74239.0|0|74239.0|0|1099.0|0|0.0|100
0|2021-10-19|74408.0|0|74408.0|0|1101.0|0|0.0|100
0|2021-10-20|74523.0|0|74523.0|0|1106.0|0|0.0|100
0|2021-10-21|74806.0|0|74806.0|0|1108.0|0|0.0|100
0|2021-10-22|75035.0|0|75035.0|0|1112.0|0|0.0|100
0|2021-10-23|75035.0|0|75035.0|0|1112.0|0|0.0|100
0|2021-10-24|75035.0|0|75035.0|0|1112.0|0|0.0|100
0|2021-10-25|75623.0|0|75623.0|0|1116.0|0|0.0|100
0|2021-10-26|75770.0|0|75770.0|0|1117.0|0|0.0|100
0|2021-10-27|75987.0|0|75987.0|0|1121.0|0|0.0|100
0|2021-10-28|76290.0|0|76290.0|0|1122.0|0|0.0|100
0|2021-10-29|76525.0|0|76525.0|0|1123.0|0|0.0|100
0|2021-10-30|76525.0|0|76525.0|0|1123.0|0|0.0|100
0|2021-10-31|76525.0|0|76525.0|0|1123.0|0|0.0|100
0|2021-11-01|77181.0|0|77181.0|0|1124.0|0|0.0|100
0|2021-11-02|77356.0|0|77356.0|0|1126.0|0|0.0|100
0|2021-11-03|77628.0|0|77628.0|0|1127.0|0|0.0|100
0|2021-11-04|77961.0|0|77961.0|0|1130.0|0|0.0|100
0|2021-11-05|78333.0|0|78333.0|0|1132.0|0|0.0|100
0|2021-11-06|78333.0|0|78333.0|0|1132.0|0|0.0|100
0|2021-11-07|78333.0|0|78333.0|0|1132.0|0|0.0|100
0|2021-11-08|79097.0|0|79097.0|0|1133.0|0|0.0|100
0|2021-11-09|79512.0|0|79512.0|0|1135.0|0|0.0|100
0|2021-11-10|79512.0|0|79897.0|0|1135.0|0|0.0|100
0|2021-11-11|79897.0|0|79897.0|0|1136.0|0|0.0|100
0|2021-11-12|80823.0|0|80823.0|0|1140.0|0|0.0|100
0|2021-11-13|80823.0|0|80823.0|0|1140.0|0|0.0|100
0|2021-11-14|80823.0|0|80823.0|0|1140.0|0|0.0|100
0|2021-11-15|81829.0|0|81829.0|0|1148.0|0|0.0|100
0|2021-11-16|82126.0|0|82126.0|0|1150.0|0|0.0|100
0|2021-11-17|82547.0|0|82547.0|0|1152.0|0|0.0|100
0|2021-11-18|83014.0|0|83014.0|0|1154.0|0|0.0|100
0|2021-11-19|83500.0|0|83500.0|0|1161.0|0|0.0|100
0|2021-11-20|83500.0|0|83500.0|0|1161.0|0|0.0|100
0|2021-11-21|83500.0|0|83500.0|0|1161.0|0|0.0|100
0|2021-11-22|84489.0|0|84489.0|0|1167.0|0|0.0|100
0|2021-11-23|84858.0|0|84858.0|0|1170.0|0|0.0|100
0|2021-11-24|85278.0|0|85278.0|0|1178.0|0|0.0|100
0|2021-11-25|85278.0|0|85278.0|0|1178.0|0|0.0|100
0|2021-11-26|85278.0|0|85278.0|0|1178.0|0|0.0|100
0|2021-11-27|85278.0|0|85278.0|0|1178.0|0|0.0|100
0|2021-11-28|85278.0|0|85278.0|0|1178.0|0|0.0|100
0|2021-11-29|86722.0|0|86722.0|0|1188.0|0|0.0|100
0|2021-11-30|87061.0|0|87061.0|0|1189.0|0|0.0|100
0|2021-12-01|87624.0|0|87624.0|0|1192.0|0|0.0|100
0|2021-12-02|88234.0|0|88234.0|0|1196.0|0|0.0|100
0|2021-12-03|88234.0|0|88633.0|0|1196.0|0|0.0|100
0|2021-12-04|89031.0|0|89031.0|0|1199.0|0|0.0|100
0|2021-12-05|89031.0|0|89031.0|0|1199.0|0|0.0|100
0|2021-12-06|90355.0|0|90355.0|0|1204.0|0|0.0|100
0|2021-12-07|90690.0|0|90690.0|0|1204.0|0|0.0|100
0|2021-12-08|91133.0|0|91133.0|0|1206.0|0|0.0|100
0|2021-12-09|91622.0|0|91622.0|0|1207.0|0|0.0|100
0|2021-12-10|91981.0|0|91802.0|0|1212.0|0|0.0|100
0|2021-12-11|91981.0|0|91981.0|0|1212.0|0|0.0|100
0|2021-12-12|91981.0|0|91981.0|0|1212.0|0|0.0|100
0|2021-12-13|92839.0|0|92839.0|0|1214.0|0|0.0|100
0|2021-12-14|92839.0|0|93099.0|0|1214.0|0|0.0|100
0|2021-12-15|93472.0|0|93472.0|0|1225.0|0|0.0|100
0|2021-12-16|93472.0|0|93668.0|0|1225.0|0|0.0|100
0|2021-12-17|94193.0|0|93863.0|0|1242.0|0|0.0|100
0|2021-12-18|94193.0|0|94193.0|0|1242.0|0|0.0|100
0|2021-12-19|94193.0|0|94193.0|0|1242.0|0|0.0|100
0|2021-12-20|95345.0|0|95345.0|0|1253.0|0|0.0|100
0|2021-12-21|95608.0|0|95608.0|0|1273.0|0|0.0|100
0|2021-12-22|95842.0|0|95842.0|0|1285.0|0|0.0|100
0|2021-12-23|96225.0|0|96225.0|0|1303.0|0|0.0|100
0|2021-12-24|96225.0|0|96225.0|0|1303.0|0|0.0|100
0|2021-12-25|96225.0|0|96225.0|0|1303.0|0|0.0|100
0|2021-12-26|96225.0|0|96225.0|0|1303.0|0|0.0|100
0|2021-12-27|97176.0|0|97176.0|0|1312.0|0|0.0|100
0|2021-12-28|97478.0|0|97478.0|0|1316.0|0|0.0|100
0|2021-12-29|97885.0|0|97885.0|0|1327.0|0|0.0|100
0|2021-12-30|98677.0|0|98677.0|0|1334.0|0|0.0|100
0|2021-12-31|98677.0|0|98677.0|0|1334.0|0|0.0|100
0|2022-01-01|98677.0|0|98677.0|0|1334.0|0|0.0|100
0|2022-01-02|98677.0|0|98677.0|0|1334.0|0|0.0|100
0|2022-01-03|101180.0|0|101180.0|0|1338.0|0|0.0|100
0|2022-01-04|101683.0|0|101683.0|0|1351.0|0|0.0|100
0|2022-01-05|102607.0|0|102607.0|0|1360.0|0|0.0|100
0|2022-01-06|103687.0|0|103687.0|0|1371.0|0|0.0|100
0|2022-01-07|104976.0|0|104976.0|0|1379.0|0|0.0|100
0|2022-01-08|104976.0|0|104976.0|0|1379.0|0|0.0|100
0|2022-01-09|104976.0|0|104976.0|0|1379.0|0|0.0|100
0|2022-01-10|108195.0|0|108195.0|0|1388.0|0|0.0|100
0|2022-01-11|109067.0|0|109067.0|0|1393.0|0|0.0|100
0|2022-01-12|111072.0|0|111072.0|0|1402.0|0|0.0|100
0|2022-01-13|111072.0|0|112580.0|0|1402.0|0|0.0|100
0|2022-01-14|113944.0|0|113944.0|0|1415.0|0|0.0|100
0|2022-01-15|113944.0|0|113944.0|0|1415.0|0|0.0|100
0|2022-01-16|113944.0|0|113944.0|0|1415.0|0|0.0|100
0|2022-01-17|113944.0|0|0.0|100|1415.0|0|0.0|100
