|dates|BlackHawk_Iowa_UnitedStates.JHU_ConfirmedCases.data|BlackHawk_Iowa_UnitedStates.JHU_ConfirmedCases.missing|BlackHawk_Iowa_UnitedStates.NYT_ConfirmedCases.data|BlackHawk_Iowa_UnitedStates.NYT_ConfirmedCases.missing|BlackHawk_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|BlackHawk_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|BlackHawk_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|BlackHawk_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|20978.0|0|20992.0|0|364.0|0|0.0|100
0|2021-11-08|20978.0|0|20992.0|0|364.0|0|0.0|100
0|2021-11-09|20978.0|0|20992.0|0|364.0|0|0.0|100
0|2021-11-10|20978.0|0|21304.0|0|364.0|0|0.0|100
0|2021-11-11|21277.0|0|21304.0|0|368.0|0|0.0|100
0|2021-11-12|21277.0|0|21304.0|0|368.0|0|0.0|100
0|2021-11-13|21277.0|0|21304.0|0|368.0|0|0.0|100
0|2021-11-14|21277.0|0|21304.0|0|368.0|0|0.0|100
0|2021-11-15|21277.0|0|21304.0|0|368.0|0|0.0|100
0|2021-11-16|21277.0|0|21304.0|0|368.0|0|0.0|100
0|2021-11-17|21622.0|0|21661.0|0|371.0|0|0.0|100
0|2021-11-18|21622.0|0|21661.0|0|371.0|0|0.0|100
0|2021-11-19|21622.0|0|21661.0|0|371.0|0|0.0|100
0|2021-11-20|21622.0|0|21661.0|0|371.0|0|0.0|100
0|2021-11-21|21622.0|0|21661.0|0|371.0|0|0.0|100
0|2021-11-22|21622.0|0|21661.0|0|371.0|0|0.0|100
0|2021-11-23|21622.0|0|21661.0|0|371.0|0|0.0|100
0|2021-11-24|21974.0|0|22020.0|0|378.0|0|0.0|100
0|2021-11-25|21974.0|0|22020.0|0|378.0|0|0.0|100
0|2021-11-26|21974.0|0|22020.0|0|378.0|0|0.0|100
0|2021-11-27|21974.0|0|22020.0|0|378.0|0|0.0|100
0|2021-11-28|21974.0|0|22020.0|0|378.0|0|0.0|100
0|2021-11-29|21974.0|0|22020.0|0|378.0|0|0.0|100
0|2021-11-30|21974.0|0|22020.0|0|378.0|0|0.0|100
0|2021-12-01|22334.0|0|22380.0|0|382.0|0|0.0|100
0|2021-12-02|22334.0|0|22380.0|0|382.0|0|0.0|100
0|2021-12-03|22334.0|0|22380.0|0|382.0|0|0.0|100
0|2021-12-04|22334.0|0|22380.0|0|382.0|0|0.0|100
0|2021-12-05|22334.0|0|22380.0|0|382.0|0|0.0|100
0|2021-12-06|22334.0|0|22380.0|0|382.0|0|0.0|100
0|2021-12-07|22334.0|0|22380.0|0|382.0|0|0.0|100
0|2021-12-08|22877.0|0|22916.0|0|382.0|0|0.0|100
0|2021-12-09|22877.0|0|22916.0|0|382.0|0|0.0|100
0|2021-12-10|23080.0|0|22916.0|0|387.0|0|0.0|100
0|2021-12-11|23080.0|0|22916.0|0|387.0|0|0.0|100
0|2021-12-12|23080.0|0|22916.0|0|387.0|0|0.0|100
0|2021-12-13|23080.0|0|22916.0|0|387.0|0|0.0|100
0|2021-12-14|23080.0|0|22916.0|0|387.0|0|0.0|100
0|2021-12-15|23329.0|0|23355.0|0|394.0|0|0.0|100
0|2021-12-16|23329.0|0|23355.0|0|394.0|0|0.0|100
0|2021-12-17|23329.0|0|23355.0|0|394.0|0|0.0|100
0|2021-12-18|23329.0|0|23355.0|0|394.0|0|0.0|100
0|2021-12-19|23329.0|0|23355.0|0|394.0|0|0.0|100
0|2021-12-20|23329.0|0|23355.0|0|394.0|0|0.0|100
0|2021-12-21|23329.0|0|23355.0|0|394.0|0|0.0|100
0|2021-12-22|23753.0|0|23797.0|0|397.0|0|0.0|100
0|2021-12-23|23753.0|0|23797.0|0|397.0|0|0.0|100
0|2021-12-24|23753.0|0|23797.0|0|397.0|0|0.0|100
0|2021-12-25|23753.0|0|23797.0|0|397.0|0|0.0|100
0|2021-12-26|23753.0|0|23797.0|0|397.0|0|0.0|100
0|2021-12-27|23753.0|0|23797.0|0|397.0|0|0.0|100
0|2021-12-28|23753.0|0|23797.0|0|397.0|0|0.0|100
0|2021-12-29|24249.0|0|24357.0|0|399.0|0|0.0|100
0|2021-12-30|24249.0|0|24357.0|0|399.0|0|0.0|100
0|2021-12-31|24249.0|0|24357.0|0|399.0|0|0.0|100
0|2022-01-01|24249.0|0|24357.0|0|399.0|0|0.0|100
0|2022-01-02|24249.0|0|24357.0|0|399.0|0|0.0|100
0|2022-01-03|24249.0|0|24357.0|0|399.0|0|0.0|100
0|2022-01-04|24249.0|0|24357.0|0|399.0|0|0.0|100
0|2022-01-05|25368.0|0|25566.0|0|406.0|0|0.0|100
0|2022-01-06|25368.0|0|25566.0|0|406.0|0|0.0|100
0|2022-01-07|25368.0|0|25566.0|0|406.0|0|0.0|100
0|2022-01-08|25368.0|0|25566.0|0|406.0|0|0.0|100
0|2022-01-09|25368.0|0|25566.0|0|406.0|0|0.0|100
0|2022-01-10|25368.0|0|25566.0|0|406.0|0|0.0|100
0|2022-01-11|25368.0|0|25566.0|0|406.0|0|0.0|100
0|2022-01-12|27397.0|0|27606.0|0|417.0|0|0.0|100
0|2022-01-13|27397.0|0|27606.0|0|417.0|0|0.0|100
0|2022-01-14|27397.0|0|27606.0|0|417.0|0|0.0|100
0|2022-01-15|27397.0|0|27606.0|0|417.0|0|0.0|100
0|2022-01-16|27397.0|0|27606.0|0|417.0|0|0.0|100
0|2022-01-17|27397.0|0|0.0|100|417.0|0|0.0|100
