|dates|Major_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Major_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Major_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Major_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Major_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Major_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Major_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Major_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1219.0|0|1219.0|0|28.0|0|0.0|100
0|2021-10-18|1219.0|0|1219.0|0|28.0|0|0.0|100
0|2021-10-19|1219.0|0|1219.0|0|28.0|0|0.0|100
0|2021-10-20|1251.0|0|1251.0|0|32.0|0|0.0|100
0|2021-10-21|1251.0|0|1251.0|0|32.0|0|0.0|100
0|2021-10-22|1251.0|0|1251.0|0|32.0|0|0.0|100
0|2021-10-23|1251.0|0|1251.0|0|32.0|0|0.0|100
0|2021-10-24|1251.0|0|1251.0|0|32.0|0|0.0|100
0|2021-10-25|1251.0|0|1251.0|0|32.0|0|0.0|100
0|2021-10-26|1251.0|0|1251.0|0|32.0|0|0.0|100
0|2021-10-27|1278.0|0|1278.0|0|32.0|0|0.0|100
0|2021-10-28|1278.0|0|1278.0|0|32.0|0|0.0|100
0|2021-10-29|1278.0|0|1278.0|0|32.0|0|0.0|100
0|2021-10-30|1278.0|0|1278.0|0|32.0|0|0.0|100
0|2021-10-31|1278.0|0|1278.0|0|32.0|0|0.0|100
0|2021-11-01|1278.0|0|1278.0|0|32.0|0|0.0|100
0|2021-11-02|1278.0|0|1278.0|0|32.0|0|0.0|100
0|2021-11-03|1293.0|0|1293.0|0|32.0|0|0.0|100
0|2021-11-04|1293.0|0|1293.0|0|32.0|0|0.0|100
0|2021-11-05|1293.0|0|1293.0|0|32.0|0|0.0|100
0|2021-11-06|1293.0|0|1293.0|0|32.0|0|0.0|100
0|2021-11-07|1293.0|0|1293.0|0|32.0|0|0.0|100
0|2021-11-08|1293.0|0|1293.0|0|32.0|0|0.0|100
0|2021-11-09|1293.0|0|1293.0|0|32.0|0|0.0|100
0|2021-11-10|1293.0|0|1327.0|0|32.0|0|0.0|100
0|2021-11-11|1293.0|0|1327.0|0|32.0|0|0.0|100
0|2021-11-12|1327.0|0|1327.0|0|32.0|0|0.0|100
0|2021-11-13|1327.0|0|1327.0|0|32.0|0|0.0|100
0|2021-11-14|1327.0|0|1327.0|0|32.0|0|0.0|100
0|2021-11-15|1327.0|0|1327.0|0|32.0|0|0.0|100
0|2021-11-16|1327.0|0|1327.0|0|32.0|0|0.0|100
0|2021-11-17|1363.0|0|1363.0|0|32.0|0|0.0|100
0|2021-11-18|1363.0|0|1363.0|0|32.0|0|0.0|100
0|2021-11-19|1363.0|0|1363.0|0|32.0|0|0.0|100
0|2021-11-20|1363.0|0|1363.0|0|32.0|0|0.0|100
0|2021-11-21|1363.0|0|1363.0|0|32.0|0|0.0|100
0|2021-11-22|1363.0|0|1363.0|0|32.0|0|0.0|100
0|2021-11-23|1363.0|0|1363.0|0|32.0|0|0.0|100
0|2021-11-24|1397.0|0|1397.0|0|32.0|0|0.0|100
0|2021-11-25|1397.0|0|1397.0|0|32.0|0|0.0|100
0|2021-11-26|1397.0|0|1397.0|0|32.0|0|0.0|100
0|2021-11-27|1397.0|0|1397.0|0|32.0|0|0.0|100
0|2021-11-28|1397.0|0|1397.0|0|32.0|0|0.0|100
0|2021-11-29|1397.0|0|1397.0|0|32.0|0|0.0|100
0|2021-11-30|1397.0|0|1397.0|0|32.0|0|0.0|100
0|2021-12-01|1425.0|0|1425.0|0|32.0|0|0.0|100
0|2021-12-02|1425.0|0|1425.0|0|32.0|0|0.0|100
0|2021-12-03|1425.0|0|1425.0|0|32.0|0|0.0|100
0|2021-12-04|1425.0|0|1425.0|0|32.0|0|0.0|100
0|2021-12-05|1425.0|0|1425.0|0|32.0|0|0.0|100
0|2021-12-06|1425.0|0|1425.0|0|32.0|0|0.0|100
0|2021-12-07|1425.0|0|1425.0|0|32.0|0|0.0|100
0|2021-12-08|1448.0|0|1448.0|0|32.0|0|0.0|100
0|2021-12-09|1448.0|0|1448.0|0|32.0|0|0.0|100
0|2021-12-10|1448.0|0|1448.0|0|32.0|0|0.0|100
0|2021-12-11|1448.0|0|1448.0|0|32.0|0|0.0|100
0|2021-12-12|1448.0|0|1448.0|0|32.0|0|0.0|100
0|2021-12-13|1448.0|0|1448.0|0|32.0|0|0.0|100
0|2021-12-14|1448.0|0|1448.0|0|32.0|0|0.0|100
0|2021-12-15|1458.0|0|1458.0|0|32.0|0|0.0|100
0|2021-12-16|1458.0|0|1458.0|0|32.0|0|0.0|100
0|2021-12-17|1458.0|0|1458.0|0|32.0|0|0.0|100
0|2021-12-18|1458.0|0|1458.0|0|32.0|0|0.0|100
0|2021-12-19|1458.0|0|1458.0|0|32.0|0|0.0|100
0|2021-12-20|1458.0|0|1458.0|0|32.0|0|0.0|100
0|2021-12-21|1458.0|0|1458.0|0|32.0|0|0.0|100
0|2021-12-22|1467.0|0|1467.0|0|32.0|0|0.0|100
0|2021-12-23|1467.0|0|1467.0|0|34.0|0|0.0|100
0|2021-12-24|1467.0|0|1467.0|0|34.0|0|0.0|100
0|2021-12-25|1467.0|0|1467.0|0|34.0|0|0.0|100
0|2021-12-26|1467.0|0|1467.0|0|34.0|0|0.0|100
0|2021-12-27|1467.0|0|1467.0|0|34.0|0|0.0|100
0|2021-12-28|1467.0|0|1467.0|0|34.0|0|0.0|100
0|2021-12-29|1467.0|0|1467.0|0|34.0|0|0.0|100
0|2021-12-30|1467.0|0|1467.0|0|34.0|0|0.0|100
0|2021-12-31|1467.0|0|1467.0|0|34.0|0|0.0|100
0|2022-01-01|1467.0|0|1467.0|0|34.0|0|0.0|100
0|2022-01-02|1467.0|0|1467.0|0|34.0|0|0.0|100
0|2022-01-03|1467.0|0|1467.0|0|34.0|0|0.0|100
0|2022-01-04|1467.0|0|1467.0|0|34.0|0|0.0|100
0|2022-01-05|1580.0|0|1580.0|0|34.0|0|0.0|100
0|2022-01-06|1580.0|0|1580.0|0|34.0|0|0.0|100
0|2022-01-07|1580.0|0|1580.0|0|34.0|0|0.0|100
0|2022-01-08|1580.0|0|1580.0|0|34.0|0|0.0|100
0|2022-01-09|1580.0|0|1580.0|0|34.0|0|0.0|100
0|2022-01-10|1580.0|0|1580.0|0|34.0|0|0.0|100
0|2022-01-11|1580.0|0|1580.0|0|34.0|0|0.0|100
0|2022-01-12|1722.0|0|1722.0|0|34.0|0|0.0|100
0|2022-01-13|1722.0|0|1722.0|0|34.0|0|0.0|100
0|2022-01-14|1722.0|0|1722.0|0|34.0|0|0.0|100
0|2022-01-15|1722.0|0|1722.0|0|34.0|0|0.0|100
0|2022-01-16|1722.0|0|1722.0|0|34.0|0|0.0|100
0|2022-01-17|1722.0|0|0.0|100|34.0|0|0.0|100
