|dates|Yuma_Colorado_UnitedStates.JHU_ConfirmedCases.data|Yuma_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Yuma_Colorado_UnitedStates.NYT_ConfirmedCases.data|Yuma_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Yuma_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Yuma_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Yuma_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Yuma_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1181.0|0|1181.0|0|18.0|0|0.0|100
0|2021-10-18|1196.0|0|1196.0|0|18.0|0|0.0|100
0|2021-10-19|1204.0|0|1204.0|0|18.0|0|0.0|100
0|2021-10-20|1213.0|0|1213.0|0|18.0|0|0.0|100
0|2021-10-21|1220.0|0|1220.0|0|18.0|0|0.0|100
0|2021-10-22|1220.0|0|1220.0|0|18.0|0|0.0|100
0|2021-10-23|1220.0|0|1220.0|0|18.0|0|0.0|100
0|2021-10-24|1220.0|0|1220.0|0|18.0|0|0.0|100
0|2021-10-25|1228.0|0|1228.0|0|18.0|0|0.0|100
0|2021-10-26|1234.0|0|1234.0|0|18.0|0|0.0|100
0|2021-10-27|1242.0|0|1242.0|0|18.0|0|0.0|100
0|2021-10-28|1248.0|0|1248.0|0|18.0|0|0.0|100
0|2021-10-29|1254.0|0|1254.0|0|18.0|0|0.0|100
0|2021-10-30|1254.0|0|1254.0|0|18.0|0|0.0|100
0|2021-10-31|1254.0|0|1254.0|0|18.0|0|0.0|100
0|2021-11-01|1262.0|0|1262.0|0|18.0|0|0.0|100
0|2021-11-02|1266.0|0|1266.0|0|18.0|0|0.0|100
0|2021-11-03|1272.0|0|1272.0|0|18.0|0|0.0|100
0|2021-11-04|1281.0|0|1281.0|0|18.0|0|0.0|100
0|2021-11-05|1289.0|0|1289.0|0|18.0|0|0.0|100
0|2021-11-06|1289.0|0|1289.0|0|18.0|0|0.0|100
0|2021-11-07|1289.0|0|1289.0|0|18.0|0|0.0|100
0|2021-11-08|1296.0|0|1296.0|0|18.0|0|0.0|100
0|2021-11-09|1303.0|0|1303.0|0|18.0|0|0.0|100
0|2021-11-10|1303.0|0|1312.0|0|18.0|0|0.0|100
0|2021-11-11|1317.0|0|1317.0|0|18.0|0|0.0|100
0|2021-11-12|1320.0|0|1320.0|0|18.0|0|0.0|100
0|2021-11-13|1320.0|0|1320.0|0|18.0|0|0.0|100
0|2021-11-14|1320.0|0|1320.0|0|18.0|0|0.0|100
0|2021-11-15|1326.0|0|1326.0|0|18.0|0|0.0|100
0|2021-11-16|1337.0|0|1337.0|0|18.0|0|0.0|100
0|2021-11-17|1342.0|0|1342.0|0|18.0|0|0.0|100
0|2021-11-18|1349.0|0|1349.0|0|18.0|0|0.0|100
0|2021-11-19|1350.0|0|1350.0|0|18.0|0|0.0|100
0|2021-11-20|1350.0|0|1350.0|0|18.0|0|0.0|100
0|2021-11-21|1350.0|0|1350.0|0|18.0|0|0.0|100
0|2021-11-22|1351.0|0|1351.0|0|18.0|0|0.0|100
0|2021-11-23|1360.0|0|1360.0|0|18.0|0|0.0|100
0|2021-11-24|1360.0|0|1360.0|0|18.0|0|0.0|100
0|2021-11-25|1365.0|0|1365.0|0|18.0|0|0.0|100
0|2021-11-26|1365.0|0|1365.0|0|18.0|0|0.0|100
0|2021-11-27|1365.0|0|1365.0|0|18.0|0|0.0|100
0|2021-11-28|1365.0|0|1365.0|0|18.0|0|0.0|100
0|2021-11-29|1367.0|0|1367.0|0|18.0|0|0.0|100
0|2021-11-30|1370.0|0|1370.0|0|18.0|0|0.0|100
0|2021-12-01|1370.0|0|1373.0|0|18.0|0|0.0|100
0|2021-12-02|1377.0|0|1377.0|0|18.0|0|0.0|100
0|2021-12-03|1386.0|0|1382.0|0|18.0|0|0.0|100
0|2021-12-04|1386.0|0|1386.0|0|18.0|0|0.0|100
0|2021-12-05|1386.0|0|1386.0|0|18.0|0|0.0|100
0|2021-12-06|1395.0|0|1395.0|0|18.0|0|0.0|100
0|2021-12-07|1403.0|0|1403.0|0|18.0|0|0.0|100
0|2021-12-08|1405.0|0|1405.0|0|20.0|0|0.0|100
0|2021-12-09|1406.0|0|1406.0|0|20.0|0|0.0|100
0|2021-12-10|1409.0|0|1409.0|0|20.0|0|0.0|100
0|2021-12-11|1409.0|0|1409.0|0|20.0|0|0.0|100
0|2021-12-12|1409.0|0|1409.0|0|20.0|0|0.0|100
0|2021-12-13|1422.0|0|1422.0|0|20.0|0|0.0|100
0|2021-12-14|1422.0|0|1428.0|0|20.0|0|0.0|100
0|2021-12-15|1434.0|0|1434.0|0|20.0|0|0.0|100
0|2021-12-16|1436.0|0|1436.0|0|20.0|0|0.0|100
0|2021-12-17|1440.0|0|1440.0|0|20.0|0|0.0|100
0|2021-12-18|1440.0|0|1440.0|0|20.0|0|0.0|100
0|2021-12-19|1440.0|0|1440.0|0|20.0|0|0.0|100
0|2021-12-20|1446.0|0|1446.0|0|20.0|0|0.0|100
0|2021-12-21|1451.0|0|1451.0|0|21.0|0|0.0|100
0|2021-12-22|1456.0|0|1456.0|0|21.0|0|0.0|100
0|2021-12-23|1456.0|0|1456.0|0|21.0|0|0.0|100
0|2021-12-24|1458.0|0|1458.0|0|21.0|0|0.0|100
0|2021-12-25|1458.0|0|1458.0|0|21.0|0|0.0|100
0|2021-12-26|1458.0|0|1458.0|0|21.0|0|0.0|100
0|2021-12-27|1463.0|0|1463.0|0|21.0|0|0.0|100
0|2021-12-28|1469.0|0|1469.0|0|21.0|0|0.0|100
0|2021-12-29|1476.0|0|1476.0|0|21.0|0|0.0|100
0|2021-12-30|1478.0|0|1478.0|0|21.0|0|0.0|100
0|2021-12-31|1481.0|0|1481.0|0|22.0|0|0.0|100
0|2022-01-01|1481.0|0|1481.0|0|22.0|0|0.0|100
0|2022-01-02|1481.0|0|1481.0|0|22.0|0|0.0|100
0|2022-01-03|1494.0|0|1494.0|0|22.0|0|0.0|100
0|2022-01-04|1504.0|0|1504.0|0|22.0|0|0.0|100
0|2022-01-05|1509.0|0|1509.0|0|22.0|0|0.0|100
0|2022-01-06|1514.0|0|1514.0|0|22.0|0|0.0|100
0|2022-01-07|1517.0|0|1517.0|0|22.0|0|0.0|100
0|2022-01-08|1517.0|0|1517.0|0|22.0|0|0.0|100
0|2022-01-09|1517.0|0|1517.0|0|22.0|0|0.0|100
0|2022-01-10|1537.0|0|1537.0|0|22.0|0|0.0|100
0|2022-01-11|1557.0|0|1557.0|0|22.0|0|0.0|100
0|2022-01-12|1564.0|0|1564.0|0|22.0|0|0.0|100
0|2022-01-13|1564.0|0|1574.0|0|22.0|0|0.0|100
0|2022-01-14|1583.0|0|1579.0|0|22.0|0|0.0|100
0|2022-01-15|1583.0|0|1583.0|0|22.0|0|0.0|100
0|2022-01-16|1583.0|0|1583.0|0|22.0|0|0.0|100
0|2022-01-17|1600.0|0|0.0|100|22.0|0|0.0|100
