|dates|Morgan_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Morgan_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Morgan_WestVirginia_UnitedStates.NYT_ConfirmedCases.data|Morgan_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing|Morgan_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Morgan_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Morgan_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Morgan_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|2586.0|0|2586.0|0|51.0|0|0.0|100
0|2021-12-17|2612.0|0|2612.0|0|51.0|0|0.0|100
0|2021-12-18|2636.0|0|2636.0|0|51.0|0|0.0|100
0|2021-12-19|2648.0|0|2648.0|0|51.0|0|0.0|100
0|2021-12-20|2661.0|0|2661.0|0|51.0|0|0.0|100
0|2021-12-21|2672.0|0|2672.0|0|51.0|0|0.0|100
0|2021-12-22|2672.0|0|2691.0|0|53.0|0|0.0|100
0|2021-12-23|2716.0|0|2716.0|0|53.0|0|0.0|100
0|2021-12-24|2716.0|0|2716.0|0|53.0|0|0.0|100
0|2021-12-25|2716.0|0|2716.0|0|53.0|0|0.0|100
0|2021-12-26|2716.0|0|2716.0|0|53.0|0|0.0|100
0|2021-12-27|2782.0|0|2782.0|0|53.0|0|0.0|100
0|2021-12-28|2795.0|0|2795.0|0|53.0|0|0.0|100
0|2021-12-29|2816.0|0|2816.0|0|53.0|0|0.0|100
0|2021-12-30|2847.0|0|2847.0|0|53.0|0|0.0|100
0|2021-12-31|2847.0|0|2847.0|0|53.0|0|0.0|100
0|2022-01-01|2847.0|0|2847.0|0|53.0|0|0.0|100
0|2022-01-02|2847.0|0|2847.0|0|53.0|0|0.0|100
0|2022-01-03|2974.0|0|2974.0|0|53.0|0|0.0|100
0|2022-01-04|3001.0|0|3001.0|0|53.0|0|0.0|100
0|2022-01-05|3034.0|0|3034.0|0|53.0|0|0.0|100
0|2022-01-06|3117.0|0|3117.0|0|54.0|0|0.0|100
0|2022-01-07|3160.0|0|3160.0|0|57.0|0|0.0|100
0|2022-01-08|3206.0|0|3206.0|0|57.0|0|0.0|100
0|2022-01-09|3240.0|0|3240.0|0|57.0|0|0.0|100
0|2022-01-10|3274.0|0|3274.0|0|57.0|0|0.0|100
0|2022-01-11|3295.0|0|3295.0|0|57.0|0|0.0|100
0|2022-01-12|3330.0|0|3330.0|0|57.0|0|0.0|100
0|2022-01-13|3330.0|0|3362.0|0|57.0|0|0.0|100
0|2022-01-14|3486.0|0|3486.0|0|57.0|0|0.0|100
0|2022-01-15|3543.0|0|3543.0|0|57.0|0|0.0|100
0|2022-01-16|3598.0|0|3598.0|0|57.0|0|0.0|100
0|2022-01-17|3621.0|0|0.0|100|57.0|0|0.0|100
