|dates|Prairie_Montana_UnitedStates.BLS_EmployedPopulation.data|Prairie_Montana_UnitedStates.BLS_EmployedPopulation.missing|Prairie_Montana_UnitedStates.BLS_UnemployedPopulation.data|Prairie_Montana_UnitedStates.BLS_UnemployedPopulation.missing|Prairie_Montana_UnitedStates.BLS_UnemploymentRate.data|Prairie_Montana_UnitedStates.BLS_UnemploymentRate.missing|Prairie_Montana_UnitedStates.BLS_LaborForcePopulation.data|Prairie_Montana_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-10-18|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-10-19|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-10-20|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-10-21|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-10-22|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-10-23|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-10-24|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-10-25|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-10-26|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-10-27|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-10-28|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-10-29|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-10-30|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-10-31|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-01|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-02|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-03|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-04|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-05|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-06|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-07|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-08|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-09|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-10|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-11|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-12|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-13|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-14|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-15|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-16|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-17|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-18|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-19|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-20|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-21|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-22|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-23|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-24|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-25|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-26|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-27|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-28|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-29|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-11-30|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-01|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-02|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-03|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-04|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-05|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-06|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-07|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-08|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-09|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-10|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-11|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-12|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-13|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-14|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-15|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-16|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-17|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-18|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-19|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-20|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-21|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-22|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-23|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-24|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-25|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-26|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-27|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-28|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-29|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-30|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2021-12-31|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2022-01-01|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2022-01-02|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2022-01-03|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2022-01-04|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2022-01-05|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2022-01-06|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
0|2022-01-07|461.0|0|15.0|0|3.1512605042016806|0|476.0|0
