|dates|Spencer_Indiana_UnitedStates.JHU_ConfirmedCases.data|Spencer_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Spencer_Indiana_UnitedStates.NYT_ConfirmedCases.data|Spencer_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Spencer_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Spencer_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Spencer_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Spencer_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3364.0|0|3366.0|0|42.0|0|0.0|100
0|2021-10-18|3373.0|0|3375.0|0|42.0|0|0.0|100
0|2021-10-19|3376.0|0|3378.0|0|42.0|0|0.0|100
0|2021-10-20|3387.0|0|3389.0|0|43.0|0|0.0|100
0|2021-10-21|3395.0|0|3397.0|0|43.0|0|0.0|100
0|2021-10-22|3402.0|0|3404.0|0|43.0|0|0.0|100
0|2021-10-23|3402.0|0|3404.0|0|43.0|0|0.0|100
0|2021-10-24|3402.0|0|3404.0|0|43.0|0|0.0|100
0|2021-10-25|3407.0|0|3409.0|0|43.0|0|0.0|100
0|2021-10-26|3412.0|0|3414.0|0|43.0|0|0.0|100
0|2021-10-27|3415.0|0|3417.0|0|43.0|0|0.0|100
0|2021-10-28|3419.0|0|3421.0|0|43.0|0|0.0|100
0|2021-10-29|3420.0|0|3422.0|0|43.0|0|0.0|100
0|2021-10-30|3420.0|0|3422.0|0|43.0|0|0.0|100
0|2021-10-31|3420.0|0|3422.0|0|43.0|0|0.0|100
0|2021-11-01|3425.0|0|3427.0|0|43.0|0|0.0|100
0|2021-11-02|3428.0|0|3430.0|0|43.0|0|0.0|100
0|2021-11-03|3430.0|0|3433.0|0|45.0|0|0.0|100
0|2021-11-04|3435.0|0|3438.0|0|45.0|0|0.0|100
0|2021-11-05|3438.0|0|3441.0|0|45.0|0|0.0|100
0|2021-11-06|3438.0|0|3441.0|0|45.0|0|0.0|100
0|2021-11-07|3438.0|0|3441.0|0|45.0|0|0.0|100
0|2021-11-08|3442.0|0|3445.0|0|45.0|0|0.0|100
0|2021-11-09|3445.0|0|3448.0|0|45.0|0|0.0|100
0|2021-11-10|3448.0|0|3451.0|0|46.0|0|0.0|100
0|2021-11-11|3468.0|0|3471.0|0|46.0|0|0.0|100
0|2021-11-12|3475.0|0|3478.0|0|46.0|0|0.0|100
0|2021-11-13|3475.0|0|3478.0|0|46.0|0|0.0|100
0|2021-11-14|3475.0|0|3478.0|0|46.0|0|0.0|100
0|2021-11-15|3483.0|0|3486.0|0|46.0|0|0.0|100
0|2021-11-16|3486.0|0|3489.0|0|46.0|0|0.0|100
0|2021-11-17|3490.0|0|3493.0|0|46.0|0|0.0|100
0|2021-11-18|3495.0|0|3498.0|0|46.0|0|0.0|100
0|2021-11-19|3505.0|0|3508.0|0|46.0|0|0.0|100
0|2021-11-20|3505.0|0|3508.0|0|46.0|0|0.0|100
0|2021-11-21|3505.0|0|3508.0|0|46.0|0|0.0|100
0|2021-11-22|3514.0|0|3517.0|0|46.0|0|0.0|100
0|2021-11-23|3527.0|0|3530.0|0|46.0|0|0.0|100
0|2021-11-24|3534.0|0|3537.0|0|46.0|0|0.0|100
0|2021-11-25|3534.0|0|3537.0|0|46.0|0|0.0|100
0|2021-11-26|3534.0|0|3537.0|0|46.0|0|0.0|100
0|2021-11-27|3534.0|0|3537.0|0|46.0|0|0.0|100
0|2021-11-28|3534.0|0|3537.0|0|46.0|0|0.0|100
0|2021-11-29|3558.0|0|3561.0|0|46.0|0|0.0|100
0|2021-11-30|3573.0|0|3576.0|0|47.0|0|0.0|100
0|2021-12-01|3592.0|0|3595.0|0|47.0|0|0.0|100
0|2021-12-02|3607.0|0|3610.0|0|47.0|0|0.0|100
0|2021-12-03|3622.0|0|3625.0|0|47.0|0|0.0|100
0|2021-12-04|3622.0|0|3625.0|0|47.0|0|0.0|100
0|2021-12-05|3622.0|0|3625.0|0|47.0|0|0.0|100
0|2021-12-06|3651.0|0|3654.0|0|47.0|0|0.0|100
0|2021-12-07|3664.0|0|3667.0|0|48.0|0|0.0|100
0|2021-12-08|3685.0|0|3688.0|0|48.0|0|0.0|100
0|2021-12-09|3697.0|0|3701.0|0|48.0|0|0.0|100
0|2021-12-10|3714.0|0|3718.0|0|48.0|0|0.0|100
0|2021-12-11|3714.0|0|3718.0|0|48.0|0|0.0|100
0|2021-12-12|3714.0|0|3718.0|0|48.0|0|0.0|100
0|2021-12-13|3752.0|0|3756.0|0|48.0|0|0.0|100
0|2021-12-14|3752.0|0|3774.0|0|48.0|0|0.0|100
0|2021-12-15|3782.0|0|3786.0|0|48.0|0|0.0|100
0|2021-12-16|3796.0|0|3800.0|0|48.0|0|0.0|100
0|2021-12-17|3806.0|0|3810.0|0|49.0|0|0.0|100
0|2021-12-18|3806.0|0|3810.0|0|49.0|0|0.0|100
0|2021-12-19|3806.0|0|3810.0|0|49.0|0|0.0|100
0|2021-12-20|3842.0|0|3846.0|0|51.0|0|0.0|100
0|2021-12-21|3848.0|0|3852.0|0|51.0|0|0.0|100
0|2021-12-22|3867.0|0|3871.0|0|51.0|0|0.0|100
0|2021-12-23|3867.0|0|3871.0|0|51.0|0|0.0|100
0|2021-12-24|3867.0|0|3871.0|0|51.0|0|0.0|100
0|2021-12-25|3867.0|0|3871.0|0|51.0|0|0.0|100
0|2021-12-26|3867.0|0|3871.0|0|51.0|0|0.0|100
0|2021-12-27|3899.0|0|3903.0|0|52.0|0|0.0|100
0|2021-12-28|3913.0|0|3917.0|0|54.0|0|0.0|100
0|2021-12-29|3920.0|0|3924.0|0|54.0|0|0.0|100
0|2021-12-30|3940.0|0|3944.0|0|54.0|0|0.0|100
0|2021-12-31|3940.0|0|3944.0|0|54.0|0|0.0|100
0|2022-01-01|3940.0|0|3944.0|0|54.0|0|0.0|100
0|2022-01-02|3940.0|0|3944.0|0|54.0|0|0.0|100
0|2022-01-03|4000.0|0|4004.0|0|55.0|0|0.0|100
0|2022-01-04|4011.0|0|4015.0|0|55.0|0|0.0|100
0|2022-01-05|4037.0|0|4041.0|0|55.0|0|0.0|100
0|2022-01-06|4079.0|0|4083.0|0|55.0|0|0.0|100
0|2022-01-07|4105.0|0|4109.0|0|56.0|0|0.0|100
0|2022-01-08|4105.0|0|4109.0|0|56.0|0|0.0|100
0|2022-01-09|4105.0|0|4109.0|0|56.0|0|0.0|100
0|2022-01-10|4164.0|0|4168.0|0|56.0|0|0.0|100
0|2022-01-11|4191.0|0|4195.0|0|56.0|0|0.0|100
0|2022-01-12|4228.0|0|4232.0|0|56.0|0|0.0|100
0|2022-01-13|4228.0|0|4274.0|0|56.0|0|0.0|100
0|2022-01-14|4314.0|0|4318.0|0|56.0|0|0.0|100
0|2022-01-15|4314.0|0|4318.0|0|56.0|0|0.0|100
0|2022-01-16|4314.0|0|4318.0|0|56.0|0|0.0|100
0|2022-01-17|4381.0|0|0.0|100|56.0|0|0.0|100
