|dates|Cass_Michigan_UnitedStates.JHU_ConfirmedCases.data|Cass_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Cass_Michigan_UnitedStates.NYT_ConfirmedCases.data|Cass_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Cass_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Cass_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Cass_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Cass_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6902.0|0|6902.0|0|88.0|0|0.0|100
0|2021-10-18|6956.0|0|6956.0|0|88.0|0|0.0|100
0|2021-10-19|6956.0|0|6956.0|0|88.0|0|0.0|100
0|2021-10-20|6999.0|0|6999.0|0|89.0|0|0.0|100
0|2021-10-21|6999.0|0|6999.0|0|89.0|0|0.0|100
0|2021-10-22|7045.0|0|7045.0|0|89.0|0|0.0|100
0|2021-10-23|7045.0|0|7045.0|0|89.0|0|0.0|100
0|2021-10-24|7045.0|0|7045.0|0|89.0|0|0.0|100
0|2021-10-25|7086.0|0|7086.0|0|89.0|0|0.0|100
0|2021-10-26|7086.0|0|7086.0|0|89.0|0|0.0|100
0|2021-10-27|7135.0|0|7135.0|0|91.0|0|0.0|100
0|2021-10-28|7135.0|0|7135.0|0|91.0|0|0.0|100
0|2021-10-29|7174.0|0|7174.0|0|92.0|0|0.0|100
0|2021-10-30|7174.0|0|7174.0|0|92.0|0|0.0|100
0|2021-10-31|7174.0|0|7174.0|0|92.0|0|0.0|100
0|2021-11-01|7216.0|0|7216.0|0|92.0|0|0.0|100
0|2021-11-02|7216.0|0|7216.0|0|92.0|0|0.0|100
0|2021-11-03|7257.0|0|7257.0|0|93.0|0|0.0|100
0|2021-11-04|7257.0|0|7257.0|0|93.0|0|0.0|100
0|2021-11-05|7320.0|0|7320.0|0|93.0|0|0.0|100
0|2021-11-06|7320.0|0|7320.0|0|93.0|0|0.0|100
0|2021-11-07|7320.0|0|7320.0|0|93.0|0|0.0|100
0|2021-11-08|7361.0|0|7361.0|0|93.0|0|0.0|100
0|2021-11-09|7361.0|0|7361.0|0|93.0|0|0.0|100
0|2021-11-10|7361.0|0|7426.0|0|93.0|0|0.0|100
0|2021-11-11|7426.0|0|7426.0|0|94.0|0|0.0|100
0|2021-11-12|7498.0|0|7498.0|0|95.0|0|0.0|100
0|2021-11-13|7498.0|0|7498.0|0|95.0|0|0.0|100
0|2021-11-14|7498.0|0|7498.0|0|95.0|0|0.0|100
0|2021-11-15|7567.0|0|7567.0|0|95.0|0|0.0|100
0|2021-11-16|7567.0|0|7567.0|0|95.0|0|0.0|100
0|2021-11-17|7632.0|0|7632.0|0|97.0|0|0.0|100
0|2021-11-18|7632.0|0|7632.0|0|97.0|0|0.0|100
0|2021-11-19|7737.0|0|7737.0|0|97.0|0|0.0|100
0|2021-11-20|7737.0|0|7737.0|0|97.0|0|0.0|100
0|2021-11-21|7737.0|0|7737.0|0|97.0|0|0.0|100
0|2021-11-22|7806.0|0|7806.0|0|97.0|0|0.0|100
0|2021-11-23|7806.0|0|7806.0|0|97.0|0|0.0|100
0|2021-11-24|7874.0|0|7874.0|0|101.0|0|0.0|100
0|2021-11-25|7874.0|0|7874.0|0|101.0|0|0.0|100
0|2021-11-26|7874.0|0|7874.0|0|101.0|0|0.0|100
0|2021-11-27|7874.0|0|7874.0|0|101.0|0|0.0|100
0|2021-11-28|7874.0|0|7874.0|0|101.0|0|0.0|100
0|2021-11-29|7974.0|0|7974.0|0|101.0|0|0.0|100
0|2021-11-30|7974.0|0|7974.0|0|101.0|0|0.0|100
0|2021-12-01|8078.0|0|8078.0|0|104.0|0|0.0|100
0|2021-12-02|8078.0|0|8078.0|0|104.0|0|0.0|100
0|2021-12-03|8192.0|0|8192.0|0|105.0|0|0.0|100
0|2021-12-04|8192.0|0|8192.0|0|105.0|0|0.0|100
0|2021-12-05|8192.0|0|8192.0|0|105.0|0|0.0|100
0|2021-12-06|8274.0|0|8274.0|0|105.0|0|0.0|100
0|2021-12-07|8274.0|0|8274.0|0|105.0|0|0.0|100
0|2021-12-08|8370.0|0|8370.0|0|108.0|0|0.0|100
0|2021-12-09|8370.0|0|8370.0|0|108.0|0|0.0|100
0|2021-12-10|8461.0|0|8461.0|0|108.0|0|0.0|100
0|2021-12-11|8461.0|0|8461.0|0|108.0|0|0.0|100
0|2021-12-12|8461.0|0|8461.0|0|108.0|0|0.0|100
0|2021-12-13|8547.0|0|8547.0|0|108.0|0|0.0|100
0|2021-12-14|8547.0|0|8547.0|0|108.0|0|0.0|100
0|2021-12-15|8649.0|0|8649.0|0|108.0|0|0.0|100
0|2021-12-16|8649.0|0|8649.0|0|108.0|0|0.0|100
0|2021-12-17|8746.0|0|8746.0|0|108.0|0|0.0|100
0|2021-12-18|8746.0|0|8746.0|0|108.0|0|0.0|100
0|2021-12-19|8746.0|0|8746.0|0|108.0|0|0.0|100
0|2021-12-20|8800.0|0|8800.0|0|108.0|0|0.0|100
0|2021-12-21|8800.0|0|8800.0|0|108.0|0|0.0|100
0|2021-12-22|8878.0|0|8878.0|0|110.0|0|0.0|100
0|2021-12-23|8878.0|0|8878.0|0|110.0|0|0.0|100
0|2021-12-24|8878.0|0|8878.0|0|110.0|0|0.0|100
0|2021-12-25|8878.0|0|8878.0|0|110.0|0|0.0|100
0|2021-12-26|8878.0|0|8878.0|0|110.0|0|0.0|100
0|2021-12-27|8963.0|0|8963.0|0|110.0|0|0.0|100
0|2021-12-28|8963.0|0|8963.0|0|110.0|0|0.0|100
0|2021-12-29|9046.0|0|9046.0|0|111.0|0|0.0|100
0|2021-12-30|9046.0|0|9046.0|0|111.0|0|0.0|100
0|2021-12-31|9046.0|0|9046.0|0|111.0|0|0.0|100
0|2022-01-01|9046.0|0|9046.0|0|111.0|0|0.0|100
0|2022-01-02|9046.0|0|9046.0|0|111.0|0|0.0|100
0|2022-01-03|9174.0|0|9174.0|0|113.0|0|0.0|100
0|2022-01-04|9174.0|0|9174.0|0|113.0|0|0.0|100
0|2022-01-05|9261.0|0|9261.0|0|114.0|0|0.0|100
0|2022-01-06|9261.0|0|9261.0|0|114.0|0|0.0|100
0|2022-01-07|9398.0|0|9398.0|0|115.0|0|0.0|100
0|2022-01-08|9398.0|0|9398.0|0|115.0|0|0.0|100
0|2022-01-09|9398.0|0|9398.0|0|115.0|0|0.0|100
0|2022-01-10|9514.0|0|9514.0|0|115.0|0|0.0|100
0|2022-01-11|9514.0|0|9514.0|0|115.0|0|0.0|100
0|2022-01-12|9644.0|0|9644.0|0|116.0|0|0.0|100
0|2022-01-13|9644.0|0|9644.0|0|116.0|0|0.0|100
0|2022-01-14|9779.0|0|9779.0|0|117.0|0|0.0|100
0|2022-01-15|9779.0|0|9779.0|0|117.0|0|0.0|100
0|2022-01-16|9779.0|0|9779.0|0|117.0|0|0.0|100
0|2022-01-17|9779.0|0|0.0|100|117.0|0|0.0|100
