|dates|Saluda_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Saluda_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Saluda_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Saluda_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Saluda_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Saluda_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Saluda_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Saluda_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-18|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-19|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-20|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-21|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-22|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-23|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-24|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-25|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-26|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-27|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-28|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-29|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-30|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-31|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-01|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-02|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-03|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-04|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-05|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-06|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-07|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-08|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-09|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-10|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-11|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-12|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-13|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-14|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-15|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-16|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-17|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-18|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-19|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-20|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-21|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-22|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-23|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-24|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-25|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-26|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-27|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-28|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-29|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-11-30|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-12-01|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
