|dates|Washington_Wisconsin_UnitedStates.BLS_EmployedPopulation.data|Washington_Wisconsin_UnitedStates.BLS_EmployedPopulation.missing|Washington_Wisconsin_UnitedStates.BLS_UnemployedPopulation.data|Washington_Wisconsin_UnitedStates.BLS_UnemployedPopulation.missing|Washington_Wisconsin_UnitedStates.BLS_UnemploymentRate.data|Washington_Wisconsin_UnitedStates.BLS_UnemploymentRate.missing|Washington_Wisconsin_UnitedStates.BLS_LaborForcePopulation.data|Washington_Wisconsin_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-10-18|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-10-19|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-10-20|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-10-21|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-10-22|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-10-23|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-10-24|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-10-25|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-10-26|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-10-27|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-10-28|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-10-29|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-10-30|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-10-31|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-11-01|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-11-02|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-11-03|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-11-04|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-11-05|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-11-06|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-11-07|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-11-08|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-11-09|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-11-10|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-11-11|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-11-12|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-11-13|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-11-14|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
0|2021-11-15|73632.0|0|2432.0|0|3.197307530500631|0|76064.0|0
