|dates|Collier_Florida_UnitedStates.JHU_ConfirmedCases.data|Collier_Florida_UnitedStates.JHU_ConfirmedCases.missing|Collier_Florida_UnitedStates.NYT_ConfirmedCases.data|Collier_Florida_UnitedStates.NYT_ConfirmedCases.missing|Collier_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Collier_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Collier_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Collier_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|57827.0|0|56373.0|0|551.0|0|0.0|100
0|2021-10-18|57827.0|0|56373.0|0|551.0|0|0.0|100
0|2021-10-19|57827.0|0|56373.0|0|551.0|0|0.0|100
0|2021-10-20|57827.0|0|56373.0|0|551.0|0|0.0|100
0|2021-10-21|57827.0|0|56373.0|0|551.0|0|0.0|100
0|2021-10-22|58000.0|0|56546.0|0|551.0|0|0.0|100
0|2021-10-23|58000.0|0|56546.0|0|551.0|0|0.0|100
0|2021-10-24|58000.0|0|56546.0|0|551.0|0|0.0|100
0|2021-10-25|58000.0|0|56546.0|0|551.0|0|0.0|100
0|2021-10-26|58000.0|0|56546.0|0|551.0|0|0.0|100
0|2021-10-27|58000.0|0|56546.0|0|551.0|0|0.0|100
0|2021-10-28|58000.0|0|56546.0|0|551.0|0|0.0|100
0|2021-10-29|58187.0|0|56733.0|0|551.0|0|0.0|100
0|2021-10-30|58187.0|0|56733.0|0|551.0|0|0.0|100
0|2021-10-31|58187.0|0|56733.0|0|551.0|0|0.0|100
0|2021-11-01|58187.0|0|56733.0|0|551.0|0|0.0|100
0|2021-11-02|58187.0|0|56733.0|0|551.0|0|0.0|100
0|2021-11-03|58187.0|0|56733.0|0|551.0|0|0.0|100
0|2021-11-04|58187.0|0|56733.0|0|551.0|0|0.0|100
0|2021-11-05|58317.0|0|56863.0|0|551.0|0|0.0|100
0|2021-11-06|58317.0|0|56863.0|0|551.0|0|0.0|100
0|2021-11-07|58317.0|0|56863.0|0|551.0|0|0.0|100
0|2021-11-08|58317.0|0|56863.0|0|551.0|0|0.0|100
0|2021-11-09|58317.0|0|56863.0|0|551.0|0|0.0|100
0|2021-11-10|58317.0|0|56863.0|0|551.0|0|0.0|100
0|2021-11-11|58317.0|0|56863.0|0|551.0|0|0.0|100
0|2021-11-12|58477.0|0|57023.0|0|551.0|0|0.0|100
0|2021-11-13|58477.0|0|57023.0|0|551.0|0|0.0|100
0|2021-11-14|58477.0|0|57023.0|0|551.0|0|0.0|100
0|2021-11-15|58477.0|0|57023.0|0|551.0|0|0.0|100
0|2021-11-16|58477.0|0|57023.0|0|551.0|0|0.0|100
0|2021-11-17|58477.0|0|57023.0|0|551.0|0|0.0|100
0|2021-11-18|58477.0|0|57023.0|0|551.0|0|0.0|100
