|dates|JuanaDiaz_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|JuanaDiaz_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|JuanaDiaz_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|JuanaDiaz_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|JuanaDiaz_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|JuanaDiaz_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|JuanaDiaz_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|JuanaDiaz_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-02|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-03|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-04|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-05|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-06|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-07|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-08|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-09|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-10|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-11|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-12|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-13|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-14|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-15|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-16|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-17|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-18|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-19|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-20|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-21|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-22|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-23|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-24|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-25|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-26|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-27|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-28|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-29|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-30|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-01-31|13270.5|0|1560.0|0|10.518863153636088|0|14830.5|0
0|2020-02-01|13523.5|0|1280.0|0|8.646603843685615|0|14803.5|0
0|2020-02-02|13523.5|0|1280.0|0|8.646603843685615|0|14803.5|0
0|2020-02-03|13523.5|0|1280.0|0|8.646603843685615|0|14803.5|0
0|2020-02-04|13523.5|0|1280.0|0|8.646603843685615|0|14803.5|0
0|2020-02-05|13523.5|0|1280.0|0|8.646603843685615|0|14803.5|0
0|2020-02-06|13523.5|0|1280.0|0|8.646603843685615|0|14803.5|0
0|2020-02-07|13523.5|0|1280.0|0|8.646603843685615|0|14803.5|0
0|2020-02-08|13523.5|0|1280.0|0|8.646603843685615|0|14803.5|0
0|2020-02-09|13523.5|0|1280.0|0|8.646603843685615|0|14803.5|0
0|2020-02-10|13523.5|0|1280.0|0|8.646603843685615|0|14803.5|0
0|2020-02-11|13523.5|0|1280.0|0|8.646603843685615|0|14803.5|0
0|2020-02-12|13523.5|0|1280.0|0|8.646603843685615|0|14803.5|0
0|2020-02-13|13523.5|0|1280.0|0|8.646603843685615|0|14803.5|0
0|2020-02-14|13523.5|0|1280.0|0|8.646603843685615|0|14803.5|0
