|dates|Waynesboro_Virginia_UnitedStates.JHU_ConfirmedCases.data|Waynesboro_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Waynesboro_Virginia_UnitedStates.NYT_ConfirmedCases.data|Waynesboro_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Waynesboro_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Waynesboro_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Waynesboro_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Waynesboro_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|3793.0|0|3793.0|0|50.0|0|0.0|100
0|2021-12-03|3803.0|0|3803.0|0|50.0|0|0.0|100
0|2021-12-04|3803.0|0|3803.0|0|50.0|0|0.0|100
0|2021-12-05|3803.0|0|3803.0|0|50.0|0|0.0|100
0|2021-12-06|3818.0|0|3818.0|0|51.0|0|0.0|100
0|2021-12-07|3837.0|0|3837.0|0|51.0|0|0.0|100
0|2021-12-08|3843.0|0|3843.0|0|52.0|0|0.0|100
0|2021-12-09|3849.0|0|3849.0|0|53.0|0|0.0|100
0|2021-12-10|3854.0|0|3854.0|0|53.0|0|0.0|100
0|2021-12-11|3854.0|0|3854.0|0|53.0|0|0.0|100
0|2021-12-12|3854.0|0|3854.0|0|53.0|0|0.0|100
0|2021-12-13|3870.0|0|3870.0|0|53.0|0|0.0|100
0|2021-12-14|3870.0|0|3882.0|0|53.0|0|0.0|100
0|2021-12-15|3895.0|0|3895.0|0|53.0|0|0.0|100
0|2021-12-16|3903.0|0|3903.0|0|53.0|0|0.0|100
0|2021-12-17|3912.0|0|3912.0|0|53.0|0|0.0|100
0|2021-12-18|3912.0|0|3912.0|0|53.0|0|0.0|100
0|2021-12-19|3912.0|0|3912.0|0|53.0|0|0.0|100
0|2021-12-20|3933.0|0|3933.0|0|53.0|0|0.0|100
0|2021-12-21|3939.0|0|3939.0|0|53.0|0|0.0|100
0|2021-12-22|3949.0|0|3949.0|0|53.0|0|0.0|100
0|2021-12-23|3961.0|0|3961.0|0|53.0|0|0.0|100
0|2021-12-24|3976.0|0|3976.0|0|53.0|0|0.0|100
0|2021-12-25|3976.0|0|3976.0|0|53.0|0|0.0|100
0|2021-12-26|3976.0|0|3976.0|0|53.0|0|0.0|100
0|2021-12-27|3993.0|0|3993.0|0|53.0|0|0.0|100
0|2021-12-28|3999.0|0|3999.0|0|53.0|0|0.0|100
0|2021-12-29|4018.0|0|4018.0|0|53.0|0|0.0|100
0|2021-12-30|4043.0|0|4043.0|0|53.0|0|0.0|100
0|2021-12-31|4094.0|0|4094.0|0|54.0|0|0.0|100
0|2022-01-01|4094.0|0|4094.0|0|54.0|0|0.0|100
0|2022-01-02|4094.0|0|4094.0|0|54.0|0|0.0|100
0|2022-01-03|4131.0|0|4131.0|0|54.0|0|0.0|100
0|2022-01-04|4154.0|0|4154.0|0|54.0|0|0.0|100
0|2022-01-05|4172.0|0|4172.0|0|54.0|0|0.0|100
0|2022-01-06|4186.0|0|4186.0|0|54.0|0|0.0|100
0|2022-01-07|4211.0|0|4211.0|0|54.0|0|0.0|100
0|2022-01-08|4211.0|0|4211.0|0|54.0|0|0.0|100
0|2022-01-09|4211.0|0|4211.0|0|54.0|0|0.0|100
0|2022-01-10|4292.0|0|4292.0|0|54.0|0|0.0|100
0|2022-01-11|4331.0|0|4331.0|0|55.0|0|0.0|100
0|2022-01-12|4378.0|0|4378.0|0|55.0|0|0.0|100
0|2022-01-13|4378.0|0|4433.0|0|55.0|0|0.0|100
0|2022-01-14|4474.0|0|4474.0|0|55.0|0|0.0|100
0|2022-01-15|4474.0|0|4474.0|0|55.0|0|0.0|100
0|2022-01-16|4474.0|0|4474.0|0|55.0|0|0.0|100
0|2022-01-17|4593.0|0|0.0|100|55.0|0|0.0|100
