|dates|Porter_Indiana_UnitedStates.BLS_EmployedPopulation.data|Porter_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Porter_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Porter_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Porter_Indiana_UnitedStates.BLS_UnemploymentRate.data|Porter_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Porter_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Porter_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-10-18|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-10-19|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-10-20|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-10-21|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-10-22|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-10-23|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-10-24|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-10-25|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-10-26|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-10-27|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-10-28|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-10-29|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-10-30|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-10-31|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-01|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-02|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-03|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-04|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-05|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-06|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-07|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-08|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-09|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-10|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-11|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-12|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-13|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-14|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-15|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-16|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-17|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-18|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-19|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-20|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-21|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-22|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-23|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-24|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-25|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-26|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-27|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-28|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-29|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-11-30|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-01|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-02|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-03|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-04|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-05|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-06|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-07|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-08|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-09|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-10|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-11|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-12|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-13|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-14|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-15|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-16|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-17|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-18|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-19|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-20|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-21|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-22|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-23|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-24|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-25|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-26|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-27|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-28|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-29|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-30|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2021-12-31|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2022-01-01|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2022-01-02|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2022-01-03|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2022-01-04|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2022-01-05|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2022-01-06|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2022-01-07|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2022-01-08|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
0|2022-01-09|79064.0|0|4427.0|0|5.302367919895557|0|83491.0|0
