|dates|Lincoln_Maine_UnitedStates.JHU_ConfirmedCases.data|Lincoln_Maine_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_Maine_UnitedStates.NYT_ConfirmedCases.data|Lincoln_Maine_UnitedStates.NYT_ConfirmedCases.missing|Lincoln_Maine_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1719.0|0|1719.0|0|5.0|0|0.0|100
0|2021-10-18|1719.0|0|1719.0|0|5.0|0|0.0|100
0|2021-10-19|1736.0|0|1736.0|0|5.0|0|0.0|100
0|2021-10-20|1751.0|0|1751.0|0|5.0|0|0.0|100
0|2021-10-21|1757.0|0|1757.0|0|5.0|0|0.0|100
0|2021-10-22|1765.0|0|1765.0|0|6.0|0|0.0|100
0|2021-10-23|1775.0|0|1775.0|0|6.0|0|0.0|100
0|2021-10-24|1775.0|0|1775.0|0|6.0|0|0.0|100
0|2021-10-25|1775.0|0|1775.0|0|6.0|0|0.0|100
0|2021-10-26|1798.0|0|1798.0|0|6.0|0|0.0|100
0|2021-10-27|1804.0|0|1804.0|0|6.0|0|0.0|100
0|2021-10-28|1819.0|0|1819.0|0|6.0|0|0.0|100
0|2021-10-29|1829.0|0|1829.0|0|6.0|0|0.0|100
0|2021-10-30|1836.0|0|1836.0|0|6.0|0|0.0|100
0|2021-10-31|1836.0|0|1836.0|0|6.0|0|0.0|100
0|2021-11-01|1836.0|0|1836.0|0|6.0|0|0.0|100
0|2021-11-02|1857.0|0|1857.0|0|6.0|0|0.0|100
0|2021-11-03|1873.0|0|1873.0|0|7.0|0|0.0|100
0|2021-11-04|1885.0|0|1885.0|0|7.0|0|0.0|100
0|2021-11-05|1898.0|0|1898.0|0|7.0|0|0.0|100
0|2021-11-06|1913.0|0|1913.0|0|7.0|0|0.0|100
0|2021-11-07|1913.0|0|1913.0|0|7.0|0|0.0|100
0|2021-11-08|1913.0|0|1913.0|0|7.0|0|0.0|100
0|2021-11-09|1929.0|0|1929.0|0|7.0|0|0.0|100
0|2021-11-10|1939.0|0|1939.0|0|7.0|0|0.0|100
0|2021-11-11|1948.0|0|1948.0|0|7.0|0|0.0|100
0|2021-11-12|1948.0|0|1948.0|0|7.0|0|0.0|100
0|2021-11-13|1963.0|0|1963.0|0|8.0|0|0.0|100
0|2021-11-14|1963.0|0|1963.0|0|8.0|0|0.0|100
0|2021-11-15|1963.0|0|1963.0|0|8.0|0|0.0|100
0|2021-11-16|1981.0|0|1981.0|0|8.0|0|0.0|100
0|2021-11-17|2003.0|0|2003.0|0|8.0|0|0.0|100
0|2021-11-18|2032.0|0|2032.0|0|8.0|0|0.0|100
0|2021-11-19|2047.0|0|2047.0|0|8.0|0|0.0|100
0|2021-11-20|2071.0|0|2071.0|0|8.0|0|0.0|100
0|2021-11-21|2071.0|0|2071.0|0|8.0|0|0.0|100
0|2021-11-22|2071.0|0|2071.0|0|8.0|0|0.0|100
0|2021-11-23|2091.0|0|2091.0|0|8.0|0|0.0|100
0|2021-11-24|2112.0|0|2112.0|0|9.0|0|0.0|100
0|2021-11-25|2119.0|0|2119.0|0|9.0|0|0.0|100
0|2021-11-26|2119.0|0|2119.0|0|9.0|0|0.0|100
0|2021-11-27|2119.0|0|2119.0|0|9.0|0|0.0|100
0|2021-11-28|2119.0|0|2119.0|0|9.0|0|0.0|100
0|2021-11-29|2125.0|0|2125.0|0|9.0|0|0.0|100
0|2021-11-30|2148.0|0|2148.0|0|10.0|0|0.0|100
0|2021-12-01|2151.0|0|2151.0|0|10.0|0|0.0|100
0|2021-12-02|2175.0|0|2175.0|0|10.0|0|0.0|100
0|2021-12-03|2189.0|0|2189.0|0|10.0|0|0.0|100
0|2021-12-04|2202.0|0|2202.0|0|10.0|0|0.0|100
0|2021-12-05|2202.0|0|2202.0|0|10.0|0|0.0|100
0|2021-12-06|2202.0|0|2202.0|0|10.0|0|0.0|100
0|2021-12-07|2231.0|0|2231.0|0|10.0|0|0.0|100
0|2021-12-08|2247.0|0|2247.0|0|10.0|0|0.0|100
0|2021-12-09|2300.0|0|2300.0|0|10.0|0|0.0|100
0|2021-12-10|2347.0|0|2347.0|0|10.0|0|0.0|100
0|2021-12-11|2390.0|0|2390.0|0|10.0|0|0.0|100
0|2021-12-12|2390.0|0|2390.0|0|10.0|0|0.0|100
0|2021-12-13|2390.0|0|2390.0|0|10.0|0|0.0|100
0|2021-12-14|2390.0|0|2410.0|0|10.0|0|0.0|100
0|2021-12-15|2419.0|0|2419.0|0|10.0|0|0.0|100
0|2021-12-16|2438.0|0|2438.0|0|10.0|0|0.0|100
0|2021-12-17|2472.0|0|2472.0|0|10.0|0|0.0|100
0|2021-12-18|2493.0|0|2493.0|0|11.0|0|0.0|100
0|2021-12-19|2493.0|0|2493.0|0|11.0|0|0.0|100
0|2021-12-20|2493.0|0|2493.0|0|11.0|0|0.0|100
0|2021-12-21|2564.0|0|2564.0|0|11.0|0|0.0|100
0|2021-12-22|2603.0|0|2603.0|0|11.0|0|0.0|100
0|2021-12-23|2636.0|0|2636.0|0|11.0|0|0.0|100
0|2021-12-24|2682.0|0|2682.0|0|11.0|0|0.0|100
0|2021-12-25|2682.0|0|2682.0|0|11.0|0|0.0|100
0|2021-12-26|2682.0|0|2682.0|0|11.0|0|0.0|100
0|2021-12-27|2683.0|0|2683.0|0|11.0|0|0.0|100
0|2021-12-28|2739.0|0|2739.0|0|11.0|0|0.0|100
0|2021-12-29|2783.0|0|2783.0|0|11.0|0|0.0|100
0|2021-12-30|2837.0|0|2837.0|0|12.0|0|0.0|100
0|2021-12-31|2896.0|0|2896.0|0|11.0|0|0.0|100
0|2022-01-01|2896.0|0|2896.0|0|11.0|0|0.0|100
0|2022-01-02|2896.0|0|2896.0|0|11.0|0|0.0|100
0|2022-01-03|2896.0|0|2896.0|0|11.0|0|0.0|100
0|2022-01-04|2941.0|0|2941.0|0|13.0|0|0.0|100
0|2022-01-05|2964.0|0|2964.0|0|14.0|0|0.0|100
0|2022-01-06|3030.0|0|3030.0|0|15.0|0|0.0|100
0|2022-01-07|3067.0|0|3067.0|0|15.0|0|0.0|100
0|2022-01-08|3113.0|0|3113.0|0|15.0|0|0.0|100
0|2022-01-09|3113.0|0|3113.0|0|15.0|0|0.0|100
0|2022-01-10|3113.0|0|3113.0|0|15.0|0|0.0|100
0|2022-01-11|3201.0|0|3201.0|0|16.0|0|0.0|100
0|2022-01-12|3214.0|0|3214.0|0|16.0|0|0.0|100
0|2022-01-13|3214.0|0|3262.0|0|16.0|0|0.0|100
0|2022-01-14|3290.0|0|3290.0|0|16.0|0|0.0|100
0|2022-01-15|3335.0|0|3335.0|0|16.0|0|0.0|100
0|2022-01-16|3335.0|0|3335.0|0|16.0|0|0.0|100
0|2022-01-17|3335.0|0|0.0|100|16.0|0|0.0|100
