|dates|VegaAlta_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|VegaAlta_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|VegaAlta_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|VegaAlta_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|VegaAlta_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|VegaAlta_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|VegaAlta_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|VegaAlta_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-02|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-03|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-04|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-05|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-06|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-07|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-08|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-09|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-10|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-11|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-12|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-13|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-14|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-15|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-16|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-17|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-18|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-19|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-20|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-21|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-22|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-23|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-24|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-25|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-26|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-27|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-28|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-29|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-30|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-01-31|8378.0|0|944.0|0|10.126582278481013|0|9322.0|0
0|2020-02-01|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-02|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-03|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-04|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-05|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-06|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-07|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-08|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-09|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-10|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-11|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-12|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-13|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-14|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-15|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-16|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-17|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-18|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-19|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-20|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-21|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-22|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-23|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-24|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-25|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-26|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-27|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-28|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-02-29|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-01|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-02|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-03|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-04|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-05|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-06|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-07|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-08|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-09|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-10|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-11|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-12|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-13|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-14|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-15|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-16|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-17|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-18|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-19|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-20|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-21|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-22|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-23|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-24|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-25|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-26|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-27|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-28|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-29|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-30|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-03-31|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-01|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-02|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-03|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-04|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-05|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-06|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-07|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-08|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-09|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-10|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-11|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-12|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-13|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-14|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-15|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-16|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-17|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-18|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-19|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-20|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-21|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-22|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-23|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-24|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-25|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-26|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-27|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-28|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-29|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-04-30|8624.5|0|729.0|0|7.79387395092746|0|9353.5|0
0|2020-05-01|8287.0|0|1082.0|0|11.54872451702423|0|9369.0|0
0|2020-05-02|8287.0|0|1082.0|0|11.54872451702423|0|9369.0|0
0|2020-05-03|8287.0|0|1082.0|0|11.54872451702423|0|9369.0|0
0|2020-05-04|8287.0|0|1082.0|0|11.54872451702423|0|9369.0|0
0|2020-05-05|8287.0|0|1082.0|0|11.54872451702423|0|9369.0|0
0|2020-05-06|8287.0|0|1082.0|0|11.54872451702423|0|9369.0|0
0|2020-05-07|8287.0|0|1082.0|0|11.54872451702423|0|9369.0|0
0|2020-05-08|8287.0|0|1082.0|0|11.54872451702423|0|9369.0|0
0|2020-05-09|8287.0|0|1082.0|0|11.54872451702423|0|9369.0|0
0|2020-05-10|8287.0|0|1082.0|0|11.54872451702423|0|9369.0|0
0|2020-05-11|8287.0|0|1082.0|0|11.54872451702423|0|9369.0|0
0|2020-05-12|8287.0|0|1082.0|0|11.54872451702423|0|9369.0|0
0|2020-05-13|8287.0|0|1082.0|0|11.54872451702423|0|9369.0|0
0|2020-05-14|8287.0|0|1082.0|0|11.54872451702423|0|9369.0|0
0|2020-05-15|8287.0|0|1082.0|0|11.54872451702423|0|9369.0|0
