|dates|Pueblo_Colorado_UnitedStates.AveragePrecipitationTotal.data|Pueblo_Colorado_UnitedStates.AveragePrecipitationTotal.missing|Pueblo_Colorado_UnitedStates.AveragePrecipitation.data|Pueblo_Colorado_UnitedStates.AveragePrecipitation.missing|Pueblo_Colorado_UnitedStates.AverageWindDirection.data|Pueblo_Colorado_UnitedStates.AverageWindDirection.missing|Pueblo_Colorado_UnitedStates.AverageWindSpeed.data|Pueblo_Colorado_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|160.41666666666666|0|5.333333333333333|0
0|2021-10-18|0.0|0|0.0|0|187.29166666666666|0|6.416666666666667|0
0|2021-10-19|0.0|0|0.0|0|199.79166666666666|0|12.375|0
0|2021-10-20|0.0|0|0.0|0|100.0|0|4.416666666666667|0
0|2021-10-21|0.0|0|0.0|0|112.5|0|3.2916666666666665|0
0|2021-10-22|0.0|0|0.0|0|150.83333333333334|0|5.708333333333333|0
0|2021-10-23|0.0|0|0.0|0|224.58333333333334|0|7.5|0
0|2021-10-24|0.0|0|0.0|0|145.20833333333334|0|9.166666666666666|0
0|2021-10-25|0.0|0|0.0|0|150.0|0|6.791666666666667|0
0|2021-10-26|0.0|0|0.0|0|232.1527777777778|0|18.875|0
0|2021-10-27|0.0|0|0.0|0|165.41666666666666|0|8.208333333333334|0
0|2021-10-28|0.0|0|0.0|0|132.08333333333334|0|5.958333333333333|0
0|2021-10-29|0.0|0|0.0|0|138.75|0|6.291666666666667|0
0|2021-10-30|0.0|0|0.0|0|164.58333333333334|0|8.083333333333334|0
0|2021-10-31|0.0|0|0.0|0|92.29166666666667|0|7.416666666666667|0
0|2021-11-01|0.0|0|0.0|0|71.66666666666667|0|6.208333333333333|0
0|2021-11-02|0.0|0|0.0|0|90.41666666666667|0|3.5|0
0|2021-11-03|0.0|0|0.0|0|112.08333333333333|0|3.125|0
0|2021-11-04|0.0|0|0.0|0|131.04166666666666|0|4.145833333333333|0
0|2021-11-05|0.0|0|0.0|0|188.33333333333334|0|6.708333333333333|0
0|2021-11-06|0.0|0|0.0|0|206.66666666666666|0|5.083333333333333|0
0|2021-11-07|0.0|0|0.0|0|216.66666666666666|0|7.145833333333333|0
0|2021-11-08|0.0|0|0.0|0|122.91666666666667|0|8.375|0
0|2021-11-09|0.0|0|0.0|0|144.58333333333334|0|4.708333333333333|0
0|2021-11-10|0.0|0|0.0|0|91.80555555555556|0|4.763888888888888|0
0|2021-11-11|0.0|0|0.0|0|187.08333333333334|0|9.791666666666666|0
0|2021-11-12|0.0|0|0.0|0|80.41666666666667|0|4.375|0
0|2021-11-13|0.0|0|0.0|0|146.25|0|6.791666666666667|0
0|2021-11-14|0.0|0|0.0|0|112.91666666666667|0|3.1666666666666665|0
0|2021-11-15|0.0|0|0.0|0|169.58333333333334|0|4.958333333333333|0
0|2021-11-16|0.0|0|0.0|0|229.16666666666666|0|9.708333333333334|0
0|2021-11-17|0.0|0|0.0|0|77.08333333333333|0|5.875|0
0|2021-11-18|0.0|0|0.0|0|118.75|0|3.375|0
0|2021-11-19|0.0|0|0.0|0|195.0|0|10.291666666666666|0
0|2021-11-20|0.0|0|0.0|0|160.0|0|6.166666666666667|0
0|2021-11-21|0.0008333333333333334|0|0.0008333333333333334|0|122.08333333333333|0|3.875|0
0|2021-11-22|0.0|0|0.0|0|96.66666666666667|0|4.0|0
0|2021-11-23|0.0|0|0.0|0|225.41666666666666|0|10.083333333333334|0
0|2021-11-24|0.0|0|0.0|0|100.69444444444444|0|13.902777777777779|0
0|2021-11-25|0.0|0|0.0|0|161.80555555555557|0|4.333333333333333|0
0|2021-11-26|0.0|0|0.0|0|196.25|0|5.583333333333333|0
0|2021-11-27|0.0|0|0.0|0|116.25|0|3.3333333333333335|0
0|2021-11-28|0.0|0|0.0|0|129.58333333333334|0|3.2083333333333335|0
0|2021-11-29|0.0|0|0.0|0|180.0|0|5.791666666666667|0
0|2021-11-30|0.0|0|0.0|0|166.66666666666666|0|6.791666666666667|0
0|2021-12-01|0.0|0|0.0|0|124.58333333333333|0|3.5833333333333335|0
0|2021-12-02|0.0|0|0.0|0|172.5|0|5.208333333333333|0
0|2021-12-03|0.0|0|0.0|0|127.08333333333333|0|4.083333333333333|0
0|2021-12-04|0.0|0|0.0|0|129.16666666666666|0|3.9166666666666665|0
0|2021-12-05|0.0|0|0.0|0|187.91666666666666|0|15.854166666666666|0
0|2021-12-06|0.0|0|0.0|0|154.16666666666666|0|5.458333333333333|0
0|2021-12-07|0.0|0|0.0|0|125.41666666666667|0|5.458333333333333|0
0|2021-12-08|0.0|0|0.0|0|171.66666666666666|0|11.020833333333334|0
0|2021-12-09|0.0|0|0.0|0|195.83333333333334|0|7.833333333333333|0
0|2021-12-10|0.0|0|0.0043749999999999995|0|190.20833333333334|0|12.239583333333334|0
0|2021-12-11|0.005|0|0.0|0|157.08333333333334|0|7.083333333333333|0
0|2021-12-12|0.0|0|0.0|0|189.16666666666666|0|7.604166666666667|0
0|2021-12-13|0.0|0|0.0|0|76.875|0|3.4166666666666665|0
0|2021-12-14|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-12-15|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-12-16|0.0|0|0.0|0|71.52777777777779|0|2.722222222222222|0
0|2021-12-17|0.0|0|0.0|0|133.75|0|6.041666666666667|0
0|2021-12-18|0.0|0|0.0|0|92.91666666666667|0|3.875|0
0|2021-12-19|0.0|0|0.0|0|143.75|0|3.4166666666666665|0
0|2021-12-20|0.0|0|0.0|0|188.125|0|5.0625|0
0|2021-12-21|0.0|0|0.0|0|262.0833333333333|0|14.375|0
0|2021-12-22|0.0|0|0.0|0|207.91666666666666|0|9.3125|0
0|2021-12-23|0.0|0|0.0|0|181.25|0|4.375|0
