|dates|Fisher_Texas_UnitedStates.JHU_ConfirmedCases.data|Fisher_Texas_UnitedStates.JHU_ConfirmedCases.missing|Fisher_Texas_UnitedStates.NYT_ConfirmedCases.data|Fisher_Texas_UnitedStates.NYT_ConfirmedCases.missing|Fisher_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Fisher_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Fisher_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Fisher_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|438.0|0|438.0|0|17.0|0|0.0|100
0|2021-12-02|440.0|0|440.0|0|17.0|0|0.0|100
0|2021-12-03|440.0|0|440.0|0|17.0|0|0.0|100
0|2021-12-04|440.0|0|442.0|0|17.0|0|0.0|100
0|2021-12-05|442.0|0|442.0|0|19.0|0|0.0|100
0|2021-12-06|442.0|0|442.0|0|19.0|0|0.0|100
0|2021-12-07|442.0|0|442.0|0|19.0|0|0.0|100
0|2021-12-08|443.0|0|443.0|0|19.0|0|0.0|100
0|2021-12-09|444.0|0|444.0|0|19.0|0|0.0|100
0|2021-12-10|448.0|0|448.0|0|19.0|0|0.0|100
0|2021-12-11|451.0|0|451.0|0|19.0|0|0.0|100
0|2021-12-12|451.0|0|451.0|0|19.0|0|0.0|100
0|2021-12-13|451.0|0|451.0|0|19.0|0|0.0|100
0|2021-12-14|451.0|0|451.0|0|19.0|0|0.0|100
0|2021-12-15|451.0|0|451.0|0|19.0|0|0.0|100
0|2021-12-16|451.0|0|451.0|0|19.0|0|0.0|100
0|2021-12-17|451.0|0|451.0|0|19.0|0|0.0|100
0|2021-12-18|451.0|0|451.0|0|19.0|0|0.0|100
0|2021-12-19|452.0|0|452.0|0|19.0|0|0.0|100
0|2021-12-20|452.0|0|452.0|0|19.0|0|0.0|100
0|2021-12-21|453.0|0|453.0|0|19.0|0|0.0|100
0|2021-12-22|453.0|0|453.0|0|19.0|0|0.0|100
0|2021-12-23|454.0|0|454.0|0|19.0|0|0.0|100
0|2021-12-24|454.0|0|454.0|0|19.0|0|0.0|100
0|2021-12-25|454.0|0|454.0|0|19.0|0|0.0|100
0|2021-12-26|454.0|0|454.0|0|19.0|0|0.0|100
0|2021-12-27|455.0|0|455.0|0|19.0|0|0.0|100
0|2021-12-28|455.0|0|455.0|0|19.0|0|0.0|100
0|2021-12-29|457.0|0|457.0|0|19.0|0|0.0|100
0|2021-12-30|457.0|0|457.0|0|19.0|0|0.0|100
0|2021-12-31|457.0|0|457.0|0|19.0|0|0.0|100
0|2022-01-01|457.0|0|457.0|0|19.0|0|0.0|100
0|2022-01-02|457.0|0|457.0|0|19.0|0|0.0|100
0|2022-01-03|460.0|0|460.0|0|19.0|0|0.0|100
0|2022-01-04|461.0|0|461.0|0|19.0|0|0.0|100
0|2022-01-05|462.0|0|462.0|0|19.0|0|0.0|100
0|2022-01-06|464.0|0|464.0|0|20.0|0|0.0|100
0|2022-01-07|465.0|0|465.0|0|20.0|0|0.0|100
0|2022-01-08|465.0|0|465.0|0|20.0|0|0.0|100
0|2022-01-09|468.0|0|468.0|0|20.0|0|0.0|100
0|2022-01-10|468.0|0|468.0|0|20.0|0|0.0|100
0|2022-01-11|473.0|0|473.0|0|20.0|0|0.0|100
0|2022-01-12|476.0|0|476.0|0|20.0|0|0.0|100
0|2022-01-13|476.0|0|488.0|0|20.0|0|0.0|100
0|2022-01-14|488.0|0|516.0|0|20.0|0|0.0|100
0|2022-01-15|517.0|0|517.0|0|20.0|0|0.0|100
0|2022-01-16|517.0|0|518.0|0|20.0|0|0.0|100
0|2022-01-17|519.0|0|0.0|100|20.0|0|0.0|100
