|dates|Lane_Kansas_UnitedStates.JHU_ConfirmedCases.data|Lane_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Lane_Kansas_UnitedStates.NYT_ConfirmedCases.data|Lane_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Lane_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Lane_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Lane_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Lane_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|164.0|0|164.0|0|7.0|0|0.0|100
0|2021-10-18|166.0|0|166.0|0|7.0|0|0.0|100
0|2021-10-19|166.0|0|166.0|0|7.0|0|0.0|100
0|2021-10-20|166.0|0|166.0|0|7.0|0|0.0|100
0|2021-10-21|166.0|0|166.0|0|7.0|0|0.0|100
0|2021-10-22|167.0|0|167.0|0|7.0|0|0.0|100
0|2021-10-23|167.0|0|167.0|0|7.0|0|0.0|100
0|2021-10-24|167.0|0|167.0|0|7.0|0|0.0|100
0|2021-10-25|169.0|0|169.0|0|7.0|0|0.0|100
0|2021-10-26|169.0|0|169.0|0|7.0|0|0.0|100
0|2021-10-27|169.0|0|169.0|0|8.0|0|0.0|100
0|2021-10-28|169.0|0|169.0|0|8.0|0|0.0|100
0|2021-10-29|169.0|0|169.0|0|8.0|0|0.0|100
0|2021-10-30|169.0|0|169.0|0|8.0|0|0.0|100
0|2021-10-31|169.0|0|169.0|0|8.0|0|0.0|100
0|2021-11-01|169.0|0|169.0|0|8.0|0|0.0|100
0|2021-11-02|169.0|0|169.0|0|8.0|0|0.0|100
0|2021-11-03|173.0|0|173.0|0|8.0|0|0.0|100
0|2021-11-04|173.0|0|173.0|0|8.0|0|0.0|100
0|2021-11-05|173.0|0|173.0|0|8.0|0|0.0|100
0|2021-11-06|173.0|0|173.0|0|8.0|0|0.0|100
0|2021-11-07|173.0|0|173.0|0|8.0|0|0.0|100
0|2021-11-08|174.0|0|174.0|0|8.0|0|0.0|100
0|2021-11-09|174.0|0|174.0|0|8.0|0|0.0|100
0|2021-11-10|174.0|0|174.0|0|8.0|0|0.0|100
0|2021-11-11|174.0|0|174.0|0|8.0|0|0.0|100
0|2021-11-12|179.0|0|179.0|0|8.0|0|0.0|100
0|2021-11-13|179.0|0|179.0|0|8.0|0|0.0|100
0|2021-11-14|179.0|0|179.0|0|8.0|0|0.0|100
0|2021-11-15|180.0|0|180.0|0|8.0|0|0.0|100
0|2021-11-16|180.0|0|180.0|0|8.0|0|0.0|100
0|2021-11-17|182.0|0|182.0|0|8.0|0|0.0|100
0|2021-11-18|182.0|0|182.0|0|8.0|0|0.0|100
0|2021-11-19|188.0|0|188.0|0|8.0|0|0.0|100
0|2021-11-20|188.0|0|188.0|0|8.0|0|0.0|100
0|2021-11-21|188.0|0|188.0|0|8.0|0|0.0|100
0|2021-11-22|192.0|0|192.0|0|8.0|0|0.0|100
0|2021-11-23|192.0|0|192.0|0|8.0|0|0.0|100
0|2021-11-24|192.0|0|196.0|0|8.0|0|0.0|100
0|2021-11-25|196.0|0|196.0|0|8.0|0|0.0|100
0|2021-11-26|196.0|0|196.0|0|8.0|0|0.0|100
0|2021-11-27|196.0|0|196.0|0|8.0|0|0.0|100
0|2021-11-28|196.0|0|196.0|0|8.0|0|0.0|100
0|2021-11-29|198.0|0|198.0|0|8.0|0|0.0|100
0|2021-11-30|198.0|0|198.0|0|8.0|0|0.0|100
0|2021-12-01|205.0|0|205.0|0|8.0|0|0.0|100
0|2021-12-02|205.0|0|205.0|0|8.0|0|0.0|100
0|2021-12-03|205.0|0|210.0|0|8.0|0|0.0|100
0|2021-12-04|210.0|0|210.0|0|8.0|0|0.0|100
0|2021-12-05|210.0|0|210.0|0|8.0|0|0.0|100
0|2021-12-06|214.0|0|214.0|0|8.0|0|0.0|100
0|2021-12-07|214.0|0|214.0|0|8.0|0|0.0|100
0|2021-12-08|217.0|0|217.0|0|8.0|0|0.0|100
0|2021-12-09|217.0|0|217.0|0|8.0|0|0.0|100
0|2021-12-10|216.0|0|216.0|0|8.0|0|0.0|100
0|2021-12-11|216.0|0|216.0|0|8.0|0|0.0|100
0|2021-12-12|216.0|0|216.0|0|8.0|0|0.0|100
0|2021-12-13|217.0|0|217.0|0|8.0|0|0.0|100
0|2021-12-14|217.0|0|217.0|0|8.0|0|0.0|100
0|2021-12-15|219.0|0|219.0|0|8.0|0|0.0|100
0|2021-12-16|219.0|0|219.0|0|8.0|0|0.0|100
0|2021-12-17|221.0|0|221.0|0|8.0|0|0.0|100
0|2021-12-18|221.0|0|221.0|0|8.0|0|0.0|100
0|2021-12-19|221.0|0|221.0|0|8.0|0|0.0|100
0|2021-12-20|221.0|0|221.0|0|8.0|0|0.0|100
0|2021-12-21|221.0|0|221.0|0|8.0|0|0.0|100
0|2021-12-22|221.0|0|221.0|0|8.0|0|0.0|100
0|2021-12-23|221.0|0|221.0|0|8.0|0|0.0|100
0|2021-12-24|221.0|0|221.0|0|8.0|0|0.0|100
0|2021-12-25|221.0|0|221.0|0|8.0|0|0.0|100
0|2021-12-26|221.0|0|221.0|0|8.0|0|0.0|100
0|2021-12-27|224.0|0|224.0|0|8.0|0|0.0|100
0|2021-12-28|224.0|0|224.0|0|8.0|0|0.0|100
0|2021-12-29|224.0|0|224.0|0|8.0|0|0.0|100
0|2021-12-30|224.0|0|224.0|0|8.0|0|0.0|100
0|2021-12-31|224.0|0|224.0|0|8.0|0|0.0|100
0|2022-01-01|224.0|0|224.0|0|8.0|0|0.0|100
0|2022-01-02|224.0|0|224.0|0|8.0|0|0.0|100
0|2022-01-03|227.0|0|227.0|0|8.0|0|0.0|100
0|2022-01-04|227.0|0|227.0|0|8.0|0|0.0|100
0|2022-01-05|229.0|0|229.0|0|8.0|0|0.0|100
0|2022-01-06|229.0|0|229.0|0|8.0|0|0.0|100
0|2022-01-07|231.0|0|231.0|0|10.0|0|0.0|100
0|2022-01-08|231.0|0|231.0|0|10.0|0|0.0|100
0|2022-01-09|231.0|0|231.0|0|10.0|0|0.0|100
0|2022-01-10|236.0|0|236.0|0|10.0|0|0.0|100
0|2022-01-11|236.0|0|236.0|0|10.0|0|0.0|100
0|2022-01-12|236.0|0|239.0|0|10.0|0|0.0|100
0|2022-01-13|236.0|0|241.0|0|10.0|0|0.0|100
0|2022-01-14|246.0|0|246.0|0|10.0|0|0.0|100
0|2022-01-15|246.0|0|246.0|0|10.0|0|0.0|100
0|2022-01-16|246.0|0|246.0|0|10.0|0|0.0|100
0|2022-01-17|246.0|0|0.0|100|10.0|0|0.0|100
