|dates|Rawlins_Kansas_UnitedStates.BLS_EmployedPopulation.data|Rawlins_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Rawlins_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Rawlins_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Rawlins_Kansas_UnitedStates.BLS_UnemploymentRate.data|Rawlins_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Rawlins_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Rawlins_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-10-18|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-10-19|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-10-20|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-10-21|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-10-22|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-10-23|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-10-24|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-10-25|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-10-26|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-10-27|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-10-28|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-10-29|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-10-30|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-10-31|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-11-01|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-11-02|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-11-03|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-11-04|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-11-05|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-11-06|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-11-07|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-11-08|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-11-09|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-11-10|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-11-11|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
0|2021-11-12|1503.0|0|27.0|0|1.7647058823529411|0|1530.0|0
