|dates|Flathead_Montana_UnitedStates.JHU_ConfirmedCases.data|Flathead_Montana_UnitedStates.JHU_ConfirmedCases.missing|Flathead_Montana_UnitedStates.NYT_ConfirmedCases.data|Flathead_Montana_UnitedStates.NYT_ConfirmedCases.missing|Flathead_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Flathead_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Flathead_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Flathead_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|18435.0|0|18435.0|0|153.0|0|0.0|100
0|2021-10-18|18548.0|0|18548.0|0|163.0|0|0.0|100
0|2021-10-19|18549.0|0|18549.0|0|163.0|0|0.0|100
0|2021-10-20|18702.0|0|18702.0|0|163.0|0|0.0|100
0|2021-10-21|18768.0|0|18768.0|0|171.0|0|0.0|100
0|2021-10-22|18870.0|0|18870.0|0|171.0|0|0.0|100
0|2021-10-23|18870.0|0|18870.0|0|171.0|0|0.0|100
0|2021-10-24|18870.0|0|18870.0|0|171.0|0|0.0|100
0|2021-10-25|19041.0|0|19041.0|0|171.0|0|0.0|100
0|2021-10-26|19110.0|0|19110.0|0|171.0|0|0.0|100
0|2021-10-27|19203.0|0|19203.0|0|171.0|0|0.0|100
0|2021-10-28|19315.0|0|19315.0|0|171.0|0|0.0|100
0|2021-10-29|19378.0|0|19378.0|0|171.0|0|0.0|100
0|2021-10-30|19378.0|0|19378.0|0|171.0|0|0.0|100
0|2021-10-31|19378.0|0|19378.0|0|171.0|0|0.0|100
0|2021-11-01|19541.0|0|19541.0|0|174.0|0|0.0|100
0|2021-11-02|19585.0|0|19585.0|0|174.0|0|0.0|100
0|2021-11-03|19660.0|0|19660.0|0|174.0|0|0.0|100
0|2021-11-04|19731.0|0|19731.0|0|180.0|0|0.0|100
0|2021-11-05|19793.0|0|19793.0|0|180.0|0|0.0|100
0|2021-11-06|19793.0|0|19793.0|0|180.0|0|0.0|100
0|2021-11-07|19793.0|0|19793.0|0|180.0|0|0.0|100
0|2021-11-08|19936.0|0|19936.0|0|180.0|0|0.0|100
0|2021-11-09|19998.0|0|19998.0|0|180.0|0|0.0|100
0|2021-11-10|20076.0|0|20076.0|0|180.0|0|0.0|100
0|2021-11-11|20076.0|0|20076.0|0|180.0|0|0.0|100
0|2021-11-12|20162.0|0|20162.0|0|189.0|0|0.0|100
0|2021-11-13|20162.0|0|20162.0|0|189.0|0|0.0|100
0|2021-11-14|20162.0|0|20162.0|0|189.0|0|0.0|100
0|2021-11-15|20226.0|0|20226.0|0|199.0|0|0.0|100
0|2021-11-16|20306.0|0|20306.0|0|199.0|0|0.0|100
0|2021-11-17|20400.0|0|20400.0|0|199.0|0|0.0|100
0|2021-11-18|20480.0|0|20480.0|0|199.0|0|0.0|100
0|2021-11-19|20519.0|0|20519.0|0|199.0|0|0.0|100
0|2021-11-20|20519.0|0|20519.0|0|199.0|0|0.0|100
0|2021-11-21|20519.0|0|20519.0|0|199.0|0|0.0|100
0|2021-11-22|20563.0|0|20563.0|0|199.0|0|0.0|100
0|2021-11-23|20665.0|0|20665.0|0|205.0|0|0.0|100
0|2021-11-24|20732.0|0|20732.0|0|205.0|0|0.0|100
0|2021-11-25|20732.0|0|20732.0|0|205.0|0|0.0|100
0|2021-11-26|20758.0|0|20758.0|0|205.0|0|0.0|100
0|2021-11-27|20758.0|0|20758.0|0|205.0|0|0.0|100
0|2021-11-28|20758.0|0|20758.0|0|205.0|0|0.0|100
0|2021-11-29|20790.0|0|20790.0|0|205.0|0|0.0|100
0|2021-11-30|20839.0|0|20839.0|0|205.0|0|0.0|100
0|2021-12-01|20899.0|0|20899.0|0|205.0|0|0.0|100
0|2021-12-02|20923.0|0|20923.0|0|205.0|0|0.0|100
0|2021-12-03|20933.0|0|20933.0|0|205.0|0|0.0|100
0|2021-12-04|20933.0|0|20933.0|0|205.0|0|0.0|100
0|2021-12-05|20933.0|0|20933.0|0|205.0|0|0.0|100
0|2021-12-06|20981.0|0|20981.0|0|214.0|0|0.0|100
0|2021-12-07|21009.0|0|21009.0|0|214.0|0|0.0|100
0|2021-12-08|21030.0|0|21030.0|0|214.0|0|0.0|100
0|2021-12-09|21056.0|0|21056.0|0|214.0|0|0.0|100
0|2021-12-10|21077.0|0|21077.0|0|214.0|0|0.0|100
0|2021-12-11|21077.0|0|21077.0|0|214.0|0|0.0|100
0|2021-12-12|21077.0|0|21077.0|0|214.0|0|0.0|100
0|2021-12-13|21099.0|0|21099.0|0|217.0|0|0.0|100
0|2021-12-14|21099.0|0|21109.0|0|217.0|0|0.0|100
0|2021-12-15|21140.0|0|21140.0|0|217.0|0|0.0|100
0|2021-12-16|21157.0|0|21157.0|0|218.0|0|0.0|100
0|2021-12-17|21187.0|0|21187.0|0|218.0|0|0.0|100
0|2021-12-18|21187.0|0|21187.0|0|218.0|0|0.0|100
0|2021-12-19|21187.0|0|21187.0|0|218.0|0|0.0|100
0|2021-12-20|21204.0|0|21204.0|0|218.0|0|0.0|100
0|2021-12-21|21237.0|0|21237.0|0|225.0|0|0.0|100
0|2021-12-22|21258.0|0|21258.0|0|225.0|0|0.0|100
0|2021-12-23|21280.0|0|21280.0|0|225.0|0|0.0|100
0|2021-12-24|21280.0|0|21280.0|0|225.0|0|0.0|100
0|2021-12-25|21280.0|0|21280.0|0|225.0|0|0.0|100
0|2021-12-26|21280.0|0|21280.0|0|225.0|0|0.0|100
0|2021-12-27|21320.0|0|21320.0|0|225.0|0|0.0|100
0|2021-12-28|21351.0|0|21351.0|0|225.0|0|0.0|100
0|2021-12-29|21399.0|0|21399.0|0|225.0|0|0.0|100
0|2021-12-30|21480.0|0|21480.0|0|225.0|0|0.0|100
0|2021-12-31|21480.0|0|21480.0|0|225.0|0|0.0|100
0|2022-01-01|21480.0|0|21480.0|0|225.0|0|0.0|100
0|2022-01-02|21480.0|0|21480.0|0|225.0|0|0.0|100
0|2022-01-03|21539.0|0|21539.0|0|225.0|0|0.0|100
0|2022-01-04|21599.0|0|21599.0|0|225.0|0|0.0|100
0|2022-01-05|21762.0|0|21762.0|0|225.0|0|0.0|100
0|2022-01-06|21819.0|0|21819.0|0|225.0|0|0.0|100
0|2022-01-07|21873.0|0|21873.0|0|225.0|0|0.0|100
0|2022-01-08|21873.0|0|21873.0|0|225.0|0|0.0|100
0|2022-01-09|21873.0|0|21873.0|0|225.0|0|0.0|100
0|2022-01-10|22003.0|0|22003.0|0|225.0|0|0.0|100
0|2022-01-11|22123.0|0|22123.0|0|225.0|0|0.0|100
0|2022-01-12|22198.0|0|22198.0|0|228.0|0|0.0|100
0|2022-01-13|22198.0|0|22360.0|0|228.0|0|0.0|100
0|2022-01-14|22666.0|0|22666.0|0|228.0|0|0.0|100
0|2022-01-15|22666.0|0|22666.0|0|228.0|0|0.0|100
0|2022-01-16|22666.0|0|22666.0|0|228.0|0|0.0|100
0|2022-01-17|22666.0|0|0.0|100|228.0|0|0.0|100
