|dates|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Delaware_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Delaware_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|7368.0|0|7368.0|0|161.0|0|0.0|100
0|2021-11-10|7368.0|0|7445.0|0|161.0|0|0.0|100
0|2021-11-11|7368.0|0|7445.0|0|161.0|0|0.0|100
0|2021-11-12|7445.0|0|7445.0|0|161.0|0|0.0|100
0|2021-11-13|7445.0|0|7445.0|0|161.0|0|0.0|100
0|2021-11-14|7445.0|0|7445.0|0|161.0|0|0.0|100
0|2021-11-15|7445.0|0|7445.0|0|161.0|0|0.0|100
0|2021-11-16|7445.0|0|7445.0|0|161.0|0|0.0|100
0|2021-11-17|7523.0|0|7523.0|0|161.0|0|0.0|100
0|2021-11-18|7523.0|0|7523.0|0|161.0|0|0.0|100
0|2021-11-19|7523.0|0|7523.0|0|161.0|0|0.0|100
0|2021-11-20|7523.0|0|7523.0|0|161.0|0|0.0|100
0|2021-11-21|7523.0|0|7523.0|0|161.0|0|0.0|100
0|2021-11-22|7523.0|0|7523.0|0|161.0|0|0.0|100
0|2021-11-23|7523.0|0|7523.0|0|161.0|0|0.0|100
0|2021-11-24|7601.0|0|7601.0|0|161.0|0|0.0|100
0|2021-11-25|7601.0|0|7601.0|0|161.0|0|0.0|100
0|2021-11-26|7601.0|0|7601.0|0|161.0|0|0.0|100
0|2021-11-27|7601.0|0|7601.0|0|161.0|0|0.0|100
0|2021-11-28|7601.0|0|7601.0|0|161.0|0|0.0|100
0|2021-11-29|7601.0|0|7601.0|0|161.0|0|0.0|100
0|2021-11-30|7601.0|0|7601.0|0|161.0|0|0.0|100
0|2021-12-01|7662.0|0|7662.0|0|161.0|0|0.0|100
0|2021-12-02|7662.0|0|7662.0|0|161.0|0|0.0|100
0|2021-12-03|7662.0|0|7662.0|0|161.0|0|0.0|100
0|2021-12-04|7662.0|0|7662.0|0|161.0|0|0.0|100
0|2021-12-05|7662.0|0|7662.0|0|161.0|0|0.0|100
0|2021-12-06|7662.0|0|7662.0|0|161.0|0|0.0|100
0|2021-12-07|7662.0|0|7662.0|0|161.0|0|0.0|100
0|2021-12-08|7737.0|0|7737.0|0|161.0|0|0.0|100
0|2021-12-09|7737.0|0|7737.0|0|161.0|0|0.0|100
0|2021-12-10|7737.0|0|7737.0|0|161.0|0|0.0|100
0|2021-12-11|7737.0|0|7737.0|0|161.0|0|0.0|100
0|2021-12-12|7737.0|0|7737.0|0|161.0|0|0.0|100
0|2021-12-13|7737.0|0|7737.0|0|161.0|0|0.0|100
0|2021-12-14|7737.0|0|7737.0|0|161.0|0|0.0|100
0|2021-12-15|7807.0|0|7807.0|0|161.0|0|0.0|100
0|2021-12-16|7807.0|0|7807.0|0|161.0|0|0.0|100
0|2021-12-17|7807.0|0|7807.0|0|161.0|0|0.0|100
0|2021-12-18|7807.0|0|7807.0|0|161.0|0|0.0|100
0|2021-12-19|7807.0|0|7807.0|0|161.0|0|0.0|100
0|2021-12-20|7807.0|0|7807.0|0|161.0|0|0.0|100
0|2021-12-21|7807.0|0|7807.0|0|161.0|0|0.0|100
0|2021-12-22|7849.0|0|7849.0|0|161.0|0|0.0|100
0|2021-12-23|7849.0|0|7849.0|0|168.0|0|0.0|100
0|2021-12-24|7849.0|0|7849.0|0|168.0|0|0.0|100
0|2021-12-25|7849.0|0|7849.0|0|168.0|0|0.0|100
0|2021-12-26|7849.0|0|7849.0|0|168.0|0|0.0|100
0|2021-12-27|7849.0|0|7849.0|0|168.0|0|0.0|100
0|2021-12-28|7849.0|0|7849.0|0|168.0|0|0.0|100
0|2021-12-29|7926.0|0|7926.0|0|168.0|0|0.0|100
0|2021-12-30|7926.0|0|7926.0|0|168.0|0|0.0|100
0|2021-12-31|7926.0|0|7926.0|0|168.0|0|0.0|100
0|2022-01-01|7926.0|0|7926.0|0|168.0|0|0.0|100
0|2022-01-02|7926.0|0|7926.0|0|168.0|0|0.0|100
0|2022-01-03|7926.0|0|7926.0|0|168.0|0|0.0|100
0|2022-01-04|7926.0|0|7926.0|0|168.0|0|0.0|100
0|2022-01-05|8003.0|0|8003.0|0|172.0|0|0.0|100
0|2022-01-06|8003.0|0|8003.0|0|172.0|0|0.0|100
0|2022-01-07|8003.0|0|8003.0|0|172.0|0|0.0|100
0|2022-01-08|8003.0|0|8003.0|0|172.0|0|0.0|100
0|2022-01-09|8003.0|0|8003.0|0|172.0|0|0.0|100
0|2022-01-10|8003.0|0|8003.0|0|172.0|0|0.0|100
0|2022-01-11|8003.0|0|8003.0|0|172.0|0|0.0|100
0|2022-01-12|8334.0|0|8334.0|0|172.0|0|0.0|100
0|2022-01-13|8334.0|0|8334.0|0|172.0|0|0.0|100
0|2022-01-14|8334.0|0|8334.0|0|172.0|0|0.0|100
0|2022-01-15|8334.0|0|8334.0|0|172.0|0|0.0|100
0|2022-01-16|8334.0|0|8334.0|0|172.0|0|0.0|100
0|2022-01-17|8334.0|0|0.0|100|172.0|0|0.0|100
