|dates|Lamar_Texas_UnitedStates.JHU_ConfirmedCases.data|Lamar_Texas_UnitedStates.JHU_ConfirmedCases.missing|Lamar_Texas_UnitedStates.NYT_ConfirmedCases.data|Lamar_Texas_UnitedStates.NYT_ConfirmedCases.missing|Lamar_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Lamar_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Lamar_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Lamar_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|8952.0|0|8952.0|0|218.0|0|0.0|100
0|2021-11-29|8952.0|0|8984.0|0|219.0|0|0.0|100
0|2021-11-30|8984.0|0|8984.0|0|220.0|0|0.0|100
0|2021-12-01|8985.0|0|8985.0|0|220.0|0|0.0|100
0|2021-12-02|8987.0|0|8987.0|0|220.0|0|0.0|100
0|2021-12-03|8987.0|0|8987.0|0|220.0|0|0.0|100
0|2021-12-04|8988.0|0|8988.0|0|220.0|0|0.0|100
0|2021-12-05|8989.0|0|8989.0|0|220.0|0|0.0|100
0|2021-12-06|8990.0|0|8990.0|0|220.0|0|0.0|100
0|2021-12-07|8993.0|0|9033.0|0|220.0|0|0.0|100
0|2021-12-08|8993.0|0|9045.0|0|220.0|0|0.0|100
0|2021-12-09|8997.0|0|9068.0|0|220.0|0|0.0|100
0|2021-12-10|9016.0|0|9068.0|0|220.0|0|0.0|100
0|2021-12-11|9017.0|0|9068.0|0|220.0|0|0.0|100
0|2021-12-12|9020.0|0|9068.0|0|220.0|0|0.0|100
0|2021-12-13|9023.0|0|9068.0|0|221.0|0|0.0|100
0|2021-12-14|9023.0|0|9085.0|0|221.0|0|0.0|100
0|2021-12-15|9028.0|0|9096.0|0|221.0|0|0.0|100
0|2021-12-16|9037.0|0|9096.0|0|221.0|0|0.0|100
0|2021-12-17|9040.0|0|9096.0|0|221.0|0|0.0|100
0|2021-12-18|9041.0|0|9096.0|0|221.0|0|0.0|100
0|2021-12-19|9044.0|0|9096.0|0|221.0|0|0.0|100
0|2021-12-20|9051.0|0|9096.0|0|221.0|0|0.0|100
0|2021-12-21|9058.0|0|9096.0|0|221.0|0|0.0|100
0|2021-12-22|9060.0|0|9096.0|0|221.0|0|0.0|100
0|2021-12-23|9065.0|0|9096.0|0|221.0|0|0.0|100
0|2021-12-24|9065.0|0|9096.0|0|221.0|0|0.0|100
0|2021-12-25|9065.0|0|9096.0|0|221.0|0|0.0|100
0|2021-12-26|9065.0|0|9096.0|0|221.0|0|0.0|100
0|2021-12-27|9098.0|0|9208.0|0|221.0|0|0.0|100
0|2021-12-28|9112.0|0|9208.0|0|221.0|0|0.0|100
0|2021-12-29|9122.0|0|9208.0|0|221.0|0|0.0|100
0|2021-12-30|9126.0|0|9208.0|0|221.0|0|0.0|100
0|2021-12-31|9126.0|0|9208.0|0|221.0|0|0.0|100
0|2022-01-01|9126.0|0|9208.0|0|221.0|0|0.0|100
0|2022-01-02|9126.0|0|9208.0|0|221.0|0|0.0|100
0|2022-01-03|9301.0|0|9301.0|0|222.0|0|0.0|100
0|2022-01-04|9385.0|0|9603.0|0|222.0|0|0.0|100
0|2022-01-05|9385.0|0|9603.0|0|222.0|0|0.0|100
0|2022-01-06|9425.0|0|9708.0|0|223.0|0|0.0|100
0|2022-01-07|9504.0|0|9805.0|0|223.0|0|0.0|100
0|2022-01-08|9584.0|0|9805.0|0|223.0|0|0.0|100
0|2022-01-09|9605.0|0|9805.0|0|223.0|0|0.0|100
0|2022-01-10|9637.0|0|9805.0|0|223.0|0|0.0|100
0|2022-01-11|9718.0|0|10337.0|0|224.0|0|0.0|100
0|2022-01-12|9890.0|0|10337.0|0|225.0|0|0.0|100
0|2022-01-13|9890.0|0|10538.0|0|225.0|0|0.0|100
0|2022-01-14|9926.0|0|10538.0|0|225.0|0|0.0|100
0|2022-01-15|7958.0|0|10538.0|0|225.0|0|0.0|100
0|2022-01-16|8054.0|0|10538.0|0|227.0|0|0.0|100
0|2022-01-17|8373.0|0|0.0|100|227.0|0|0.0|100
