|dates|Stanley_SouthDakota_UnitedStates.BLS_EmployedPopulation.data|Stanley_SouthDakota_UnitedStates.BLS_EmployedPopulation.missing|Stanley_SouthDakota_UnitedStates.BLS_UnemployedPopulation.data|Stanley_SouthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Stanley_SouthDakota_UnitedStates.BLS_UnemploymentRate.data|Stanley_SouthDakota_UnitedStates.BLS_UnemploymentRate.missing|Stanley_SouthDakota_UnitedStates.BLS_LaborForcePopulation.data|Stanley_SouthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-07|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-11-08|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-11-09|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-11-10|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-11-11|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-11-12|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-11-13|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-11-14|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-11-15|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-11-16|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-11-17|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-11-18|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-11-19|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-11-20|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-11-21|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-11-22|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-11-23|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-11-24|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-11-25|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-11-26|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-11-27|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-11-28|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-11-29|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-11-30|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-01|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-02|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-03|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-04|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-05|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-06|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-07|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-08|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-09|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-10|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-11|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-12|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-13|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-14|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-15|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-16|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-17|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-18|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-19|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-20|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-21|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-22|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-23|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-24|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-25|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-26|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-27|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-28|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-29|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-30|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2021-12-31|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2022-01-01|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2022-01-02|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2022-01-03|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2022-01-04|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2022-01-05|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2022-01-06|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2022-01-07|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2022-01-08|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2022-01-09|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2022-01-10|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2022-01-11|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2022-01-12|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2022-01-13|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2022-01-14|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2022-01-15|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2022-01-16|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
0|2022-01-17|1884.0|0|52.0|0|2.6859504132231407|0|1936.0|0
