|dates|Aransas_Texas_UnitedStates.JHU_ConfirmedCases.data|Aransas_Texas_UnitedStates.JHU_ConfirmedCases.missing|Aransas_Texas_UnitedStates.NYT_ConfirmedCases.data|Aransas_Texas_UnitedStates.NYT_ConfirmedCases.missing|Aransas_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Aransas_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Aransas_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Aransas_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2585.0|0|2585.0|0|63.0|0|0.0|100
0|2021-10-18|2585.0|0|2585.0|0|63.0|0|0.0|100
0|2021-10-19|2588.0|0|2588.0|0|63.0|0|0.0|100
0|2021-10-20|2589.0|0|2589.0|0|64.0|0|0.0|100
0|2021-10-21|2590.0|0|2590.0|0|64.0|0|0.0|100
0|2021-10-22|2590.0|0|2590.0|0|65.0|0|0.0|100
0|2021-10-23|2590.0|0|2590.0|0|66.0|0|0.0|100
0|2021-10-24|2590.0|0|2590.0|0|66.0|0|0.0|100
0|2021-10-25|2590.0|0|2590.0|0|66.0|0|0.0|100
0|2021-10-26|2590.0|0|2590.0|0|66.0|0|0.0|100
0|2021-10-27|2591.0|0|2591.0|0|66.0|0|0.0|100
0|2021-10-28|2594.0|0|2594.0|0|66.0|0|0.0|100
0|2021-10-29|2594.0|0|2594.0|0|66.0|0|0.0|100
0|2021-10-30|2596.0|0|2596.0|0|66.0|0|0.0|100
0|2021-10-31|2598.0|0|2598.0|0|66.0|0|0.0|100
0|2021-11-01|2598.0|0|2598.0|0|66.0|0|0.0|100
0|2021-11-02|2599.0|0|2599.0|0|66.0|0|0.0|100
0|2021-11-03|2600.0|0|2600.0|0|66.0|0|0.0|100
0|2021-11-04|2600.0|0|2600.0|0|66.0|0|0.0|100
0|2021-11-05|2601.0|0|2601.0|0|66.0|0|0.0|100
0|2021-11-06|2602.0|0|2602.0|0|66.0|0|0.0|100
0|2021-11-07|2603.0|0|2603.0|0|66.0|0|0.0|100
0|2021-11-08|2603.0|0|2603.0|0|66.0|0|0.0|100
0|2021-11-09|2603.0|0|2603.0|0|66.0|0|0.0|100
0|2021-11-10|2603.0|0|2603.0|0|66.0|0|0.0|100
0|2021-11-11|2606.0|0|2606.0|0|66.0|0|0.0|100
0|2021-11-12|2606.0|0|2606.0|0|66.0|0|0.0|100
0|2021-11-13|2607.0|0|2607.0|0|66.0|0|0.0|100
0|2021-11-14|2607.0|0|2607.0|0|66.0|0|0.0|100
0|2021-11-15|2607.0|0|2607.0|0|66.0|0|0.0|100
0|2021-11-16|2607.0|0|2607.0|0|66.0|0|0.0|100
0|2021-11-17|2610.0|0|2610.0|0|66.0|0|0.0|100
0|2021-11-18|2610.0|0|2610.0|0|66.0|0|0.0|100
0|2021-11-19|2610.0|0|2610.0|0|66.0|0|0.0|100
0|2021-11-20|2612.0|0|2612.0|0|67.0|0|0.0|100
0|2021-11-21|2612.0|0|2612.0|0|67.0|0|0.0|100
0|2021-11-22|2612.0|0|2612.0|0|67.0|0|0.0|100
0|2021-11-23|2612.0|0|2612.0|0|67.0|0|0.0|100
0|2021-11-24|2617.0|0|2617.0|0|67.0|0|0.0|100
0|2021-11-25|2617.0|0|2617.0|0|67.0|0|0.0|100
0|2021-11-26|2617.0|0|2617.0|0|67.0|0|0.0|100
0|2021-11-27|2617.0|0|2617.0|0|67.0|0|0.0|100
0|2021-11-28|2617.0|0|2617.0|0|67.0|0|0.0|100
0|2021-11-29|2623.0|0|2623.0|0|67.0|0|0.0|100
0|2021-11-30|2625.0|0|2625.0|0|67.0|0|0.0|100
0|2021-12-01|2626.0|0|2626.0|0|67.0|0|0.0|100
0|2021-12-02|2633.0|0|2633.0|0|67.0|0|0.0|100
0|2021-12-03|2636.0|0|2636.0|0|67.0|0|0.0|100
0|2021-12-04|2636.0|0|2636.0|0|67.0|0|0.0|100
0|2021-12-05|2638.0|0|2638.0|0|67.0|0|0.0|100
0|2021-12-06|2638.0|0|2638.0|0|67.0|0|0.0|100
0|2021-12-07|2639.0|0|2639.0|0|67.0|0|0.0|100
0|2021-12-08|2648.0|0|2648.0|0|67.0|0|0.0|100
0|2021-12-09|2649.0|0|2649.0|0|67.0|0|0.0|100
0|2021-12-10|2654.0|0|2654.0|0|67.0|0|0.0|100
0|2021-12-11|2655.0|0|2655.0|0|67.0|0|0.0|100
0|2021-12-12|2655.0|0|2655.0|0|67.0|0|0.0|100
0|2021-12-13|2657.0|0|2657.0|0|67.0|0|0.0|100
0|2021-12-14|2657.0|0|2658.0|0|67.0|0|0.0|100
0|2021-12-15|2659.0|0|2659.0|0|67.0|0|0.0|100
0|2021-12-16|2659.0|0|2659.0|0|67.0|0|0.0|100
0|2021-12-17|2659.0|0|2659.0|0|67.0|0|0.0|100
0|2021-12-18|2660.0|0|2660.0|0|67.0|0|0.0|100
0|2021-12-19|2662.0|0|2662.0|0|67.0|0|0.0|100
0|2021-12-20|2663.0|0|2663.0|0|67.0|0|0.0|100
0|2021-12-21|2669.0|0|2669.0|0|67.0|0|0.0|100
0|2021-12-22|2669.0|0|2669.0|0|67.0|0|0.0|100
0|2021-12-23|2671.0|0|2671.0|0|67.0|0|0.0|100
0|2021-12-24|2671.0|0|2671.0|0|67.0|0|0.0|100
0|2021-12-25|2671.0|0|2671.0|0|67.0|0|0.0|100
0|2021-12-26|2671.0|0|2671.0|0|67.0|0|0.0|100
0|2021-12-27|2685.0|0|2685.0|0|67.0|0|0.0|100
0|2021-12-28|2694.0|0|2694.0|0|67.0|0|0.0|100
0|2021-12-29|2696.0|0|2696.0|0|67.0|0|0.0|100
0|2021-12-30|2697.0|0|2697.0|0|67.0|0|0.0|100
0|2021-12-31|2697.0|0|2697.0|0|67.0|0|0.0|100
0|2022-01-01|2697.0|0|2697.0|0|67.0|0|0.0|100
0|2022-01-02|2697.0|0|2697.0|0|67.0|0|0.0|100
0|2022-01-03|2746.0|0|2746.0|0|68.0|0|0.0|100
0|2022-01-04|2766.0|0|2766.0|0|68.0|0|0.0|100
0|2022-01-05|2793.0|0|2793.0|0|68.0|0|0.0|100
0|2022-01-06|2823.0|0|2823.0|0|68.0|0|0.0|100
0|2022-01-07|2846.0|0|2846.0|0|68.0|0|0.0|100
0|2022-01-08|2869.0|0|2869.0|0|69.0|0|0.0|100
0|2022-01-09|2888.0|0|2888.0|0|69.0|0|0.0|100
0|2022-01-10|2912.0|0|2912.0|0|69.0|0|0.0|100
0|2022-01-11|2931.0|0|2931.0|0|69.0|0|0.0|100
0|2022-01-12|2978.0|0|2978.0|0|69.0|0|0.0|100
0|2022-01-13|2978.0|0|3022.0|0|69.0|0|0.0|100
0|2022-01-14|3022.0|0|3050.0|0|69.0|0|0.0|100
0|2022-01-15|3081.0|0|3081.0|0|69.0|0|0.0|100
0|2022-01-16|3107.0|0|3107.0|0|69.0|0|0.0|100
0|2022-01-17|3128.0|0|0.0|100|69.0|0|0.0|100
