|dates|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Anson_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Anson_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3781.0|0|3781.0|0|77.0|0|0.0|100
0|2021-10-18|3798.0|0|3798.0|0|77.0|0|0.0|100
0|2021-10-19|3797.0|0|3797.0|0|77.0|0|0.0|100
0|2021-10-20|3798.0|0|3798.0|0|78.0|0|0.0|100
0|2021-10-21|3799.0|0|3799.0|0|78.0|0|0.0|100
0|2021-10-22|3807.0|0|3807.0|0|78.0|0|0.0|100
0|2021-10-23|3807.0|0|3807.0|0|78.0|0|0.0|100
0|2021-10-24|3807.0|0|3807.0|0|78.0|0|0.0|100
0|2021-10-25|3820.0|0|3820.0|0|78.0|0|0.0|100
0|2021-10-26|3824.0|0|3824.0|0|79.0|0|0.0|100
0|2021-10-27|3825.0|0|3825.0|0|79.0|0|0.0|100
0|2021-10-28|3848.0|0|3848.0|0|80.0|0|0.0|100
0|2021-10-29|3856.0|0|3856.0|0|80.0|0|0.0|100
0|2021-10-30|3856.0|0|3856.0|0|80.0|0|0.0|100
0|2021-10-31|3856.0|0|3856.0|0|80.0|0|0.0|100
0|2021-11-01|3872.0|0|3872.0|0|80.0|0|0.0|100
0|2021-11-02|3877.0|0|3877.0|0|80.0|0|0.0|100
0|2021-11-03|3887.0|0|3887.0|0|80.0|0|0.0|100
0|2021-11-04|3901.0|0|3901.0|0|81.0|0|0.0|100
0|2021-11-05|3918.0|0|3918.0|0|81.0|0|0.0|100
0|2021-11-06|3918.0|0|3918.0|0|81.0|0|0.0|100
0|2021-11-07|3918.0|0|3918.0|0|81.0|0|0.0|100
0|2021-11-08|3933.0|0|3933.0|0|81.0|0|0.0|100
0|2021-11-09|3933.0|0|3933.0|0|81.0|0|0.0|100
0|2021-11-10|3933.0|0|3941.0|0|81.0|0|0.0|100
0|2021-11-11|3941.0|0|3941.0|0|81.0|0|0.0|100
0|2021-11-12|3963.0|0|3963.0|0|82.0|0|0.0|100
0|2021-11-13|3963.0|0|3963.0|0|82.0|0|0.0|100
0|2021-11-14|3963.0|0|3963.0|0|82.0|0|0.0|100
0|2021-11-15|3983.0|0|3983.0|0|82.0|0|0.0|100
0|2021-11-16|3984.0|0|3984.0|0|82.0|0|0.0|100
0|2021-11-17|3985.0|0|3985.0|0|82.0|0|0.0|100
0|2021-11-18|3989.0|0|3989.0|0|82.0|0|0.0|100
0|2021-11-19|3990.0|0|3990.0|0|82.0|0|0.0|100
0|2021-11-20|3990.0|0|3990.0|0|82.0|0|0.0|100
0|2021-11-21|3990.0|0|3990.0|0|82.0|0|0.0|100
0|2021-11-22|4005.0|0|4005.0|0|82.0|0|0.0|100
0|2021-11-23|4010.0|0|4010.0|0|83.0|0|0.0|100
0|2021-11-24|4016.0|0|4016.0|0|83.0|0|0.0|100
0|2021-11-25|4016.0|0|4016.0|0|83.0|0|0.0|100
0|2021-11-26|4016.0|0|4016.0|0|83.0|0|0.0|100
0|2021-11-27|4016.0|0|4016.0|0|83.0|0|0.0|100
0|2021-11-28|4016.0|0|4016.0|0|83.0|0|0.0|100
0|2021-11-29|4030.0|0|4030.0|0|83.0|0|0.0|100
0|2021-11-30|4029.0|0|4029.0|0|83.0|0|0.0|100
0|2021-12-01|4031.0|0|4031.0|0|83.0|0|0.0|100
0|2021-12-02|4042.0|0|4042.0|0|83.0|0|0.0|100
0|2021-12-03|4042.0|0|4052.0|0|83.0|0|0.0|100
0|2021-12-04|4052.0|0|4052.0|0|83.0|0|0.0|100
0|2021-12-05|4052.0|0|4052.0|0|83.0|0|0.0|100
0|2021-12-06|4065.0|0|4065.0|0|83.0|0|0.0|100
0|2021-12-07|4064.0|0|4064.0|0|83.0|0|0.0|100
0|2021-12-08|4072.0|0|4072.0|0|83.0|0|0.0|100
0|2021-12-09|4076.0|0|4076.0|0|83.0|0|0.0|100
0|2021-12-10|4083.0|0|4083.0|0|83.0|0|0.0|100
0|2021-12-11|4083.0|0|4083.0|0|83.0|0|0.0|100
0|2021-12-12|4083.0|0|4083.0|0|83.0|0|0.0|100
0|2021-12-13|4098.0|0|4098.0|0|83.0|0|0.0|100
0|2021-12-14|4098.0|0|4100.0|0|83.0|0|0.0|100
0|2021-12-15|4104.0|0|4104.0|0|84.0|0|0.0|100
0|2021-12-16|4107.0|0|4107.0|0|84.0|0|0.0|100
0|2021-12-17|4117.0|0|4117.0|0|84.0|0|0.0|100
0|2021-12-18|4117.0|0|4117.0|0|84.0|0|0.0|100
0|2021-12-19|4117.0|0|4117.0|0|84.0|0|0.0|100
0|2021-12-20|4133.0|0|4133.0|0|85.0|0|0.0|100
0|2021-12-21|4137.0|0|4137.0|0|85.0|0|0.0|100
0|2021-12-22|4144.0|0|4144.0|0|85.0|0|0.0|100
0|2021-12-23|4144.0|0|4144.0|0|85.0|0|0.0|100
0|2021-12-24|4144.0|0|4144.0|0|85.0|0|0.0|100
0|2021-12-25|4144.0|0|4144.0|0|85.0|0|0.0|100
0|2021-12-26|4144.0|0|4144.0|0|85.0|0|0.0|100
0|2021-12-27|4144.0|0|4144.0|0|85.0|0|0.0|100
0|2021-12-28|4204.0|0|4204.0|0|85.0|0|0.0|100
0|2021-12-29|4217.0|0|4217.0|0|85.0|0|0.0|100
0|2021-12-30|4249.0|0|4249.0|0|85.0|0|0.0|100
0|2021-12-31|4249.0|0|4272.0|0|85.0|0|0.0|100
0|2022-01-01|4249.0|0|4272.0|0|85.0|0|0.0|100
0|2022-01-02|4249.0|0|4272.0|0|85.0|0|0.0|100
0|2022-01-03|4331.0|0|4331.0|0|86.0|0|0.0|100
0|2022-01-04|4361.0|0|4361.0|0|86.0|0|0.0|100
0|2022-01-05|4440.0|0|4440.0|0|86.0|0|0.0|100
0|2022-01-06|4485.0|0|4485.0|0|86.0|0|0.0|100
0|2022-01-07|4537.0|0|4537.0|0|86.0|0|0.0|100
0|2022-01-08|4537.0|0|4537.0|0|86.0|0|0.0|100
0|2022-01-09|4537.0|0|4537.0|0|86.0|0|0.0|100
0|2022-01-10|4655.0|0|4655.0|0|86.0|0|0.0|100
0|2022-01-11|4681.0|0|4681.0|0|86.0|0|0.0|100
0|2022-01-12|4733.0|0|4733.0|0|86.0|0|0.0|100
