|dates|Todd_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Todd_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Todd_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Todd_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Todd_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Todd_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Todd_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Todd_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3893.0|0|3893.0|0|36.0|0|0.0|100
0|2021-10-18|3918.0|0|3918.0|0|36.0|0|0.0|100
0|2021-10-19|3973.0|0|3973.0|0|36.0|0|0.0|100
0|2021-10-20|3981.0|0|3981.0|0|36.0|0|0.0|100
0|2021-10-21|3988.0|0|3988.0|0|36.0|0|0.0|100
0|2021-10-22|4000.0|0|4000.0|0|36.0|0|0.0|100
0|2021-10-23|4000.0|0|4000.0|0|36.0|0|0.0|100
0|2021-10-24|4000.0|0|4000.0|0|36.0|0|0.0|100
0|2021-10-25|4053.0|0|4053.0|0|36.0|0|0.0|100
0|2021-10-26|4097.0|0|4097.0|0|36.0|0|0.0|100
0|2021-10-27|4114.0|0|4114.0|0|37.0|0|0.0|100
0|2021-10-28|4152.0|0|4152.0|0|37.0|0|0.0|100
0|2021-10-29|4180.0|0|4180.0|0|37.0|0|0.0|100
0|2021-10-30|4180.0|0|4180.0|0|37.0|0|0.0|100
0|2021-10-31|4180.0|0|4180.0|0|37.0|0|0.0|100
0|2021-11-01|4243.0|0|4243.0|0|37.0|0|0.0|100
0|2021-11-02|4298.0|0|4298.0|0|37.0|0|0.0|100
0|2021-11-03|4326.0|0|4326.0|0|37.0|0|0.0|100
0|2021-11-04|4360.0|0|4360.0|0|38.0|0|0.0|100
0|2021-11-05|4384.0|0|4384.0|0|38.0|0|0.0|100
0|2021-11-06|4384.0|0|4384.0|0|38.0|0|0.0|100
0|2021-11-07|4384.0|0|4384.0|0|38.0|0|0.0|100
0|2021-11-08|4402.0|0|4402.0|0|38.0|0|0.0|100
0|2021-11-09|4433.0|0|4433.0|0|38.0|0|0.0|100
0|2021-11-10|4433.0|0|4466.0|0|38.0|0|0.0|100
0|2021-11-11|4515.0|0|4515.0|0|39.0|0|0.0|100
0|2021-11-12|4554.0|0|4554.0|0|39.0|0|0.0|100
0|2021-11-13|4554.0|0|4554.0|0|39.0|0|0.0|100
0|2021-11-14|4554.0|0|4554.0|0|39.0|0|0.0|100
0|2021-11-15|4573.0|0|4573.0|0|39.0|0|0.0|100
0|2021-11-16|4638.0|0|4638.0|0|40.0|0|0.0|100
0|2021-11-17|4661.0|0|4661.0|0|40.0|0|0.0|100
0|2021-11-18|4690.0|0|4690.0|0|40.0|0|0.0|100
0|2021-11-19|4723.0|0|4723.0|0|40.0|0|0.0|100
0|2021-11-20|4723.0|0|4723.0|0|40.0|0|0.0|100
0|2021-11-21|4723.0|0|4723.0|0|40.0|0|0.0|100
0|2021-11-22|4747.0|0|4747.0|0|40.0|0|0.0|100
0|2021-11-23|4784.0|0|4784.0|0|40.0|0|0.0|100
0|2021-11-24|4809.0|0|4809.0|0|42.0|0|0.0|100
0|2021-11-25|4809.0|0|4809.0|0|42.0|0|0.0|100
0|2021-11-26|4836.0|0|4836.0|0|42.0|0|0.0|100
0|2021-11-27|4836.0|0|4836.0|0|42.0|0|0.0|100
0|2021-11-28|4836.0|0|4836.0|0|42.0|0|0.0|100
0|2021-11-29|4861.0|0|4861.0|0|43.0|0|0.0|100
0|2021-11-30|4907.0|0|4907.0|0|43.0|0|0.0|100
0|2021-12-01|4928.0|0|4928.0|0|43.0|0|0.0|100
0|2021-12-02|4928.0|0|4941.0|0|43.0|0|0.0|100
0|2021-12-03|4964.0|0|4964.0|0|43.0|0|0.0|100
0|2021-12-04|4964.0|0|4964.0|0|43.0|0|0.0|100
0|2021-12-05|4964.0|0|4964.0|0|43.0|0|0.0|100
0|2021-12-06|4987.0|0|4987.0|0|44.0|0|0.0|100
0|2021-12-07|5010.0|0|5010.0|0|45.0|0|0.0|100
0|2021-12-08|5030.0|0|5030.0|0|45.0|0|0.0|100
0|2021-12-09|5042.0|0|5042.0|0|45.0|0|0.0|100
0|2021-12-10|5066.0|0|5066.0|0|46.0|0|0.0|100
0|2021-12-11|5066.0|0|5066.0|0|46.0|0|0.0|100
0|2021-12-12|5066.0|0|5066.0|0|46.0|0|0.0|100
0|2021-12-13|5085.0|0|5085.0|0|46.0|0|0.0|100
0|2021-12-14|5085.0|0|5121.0|0|46.0|0|0.0|100
0|2021-12-15|5144.0|0|5144.0|0|48.0|0|0.0|100
0|2021-12-16|5167.0|0|5167.0|0|48.0|0|0.0|100
0|2021-12-17|5179.0|0|5179.0|0|48.0|0|0.0|100
0|2021-12-18|5179.0|0|5179.0|0|48.0|0|0.0|100
0|2021-12-19|5179.0|0|5179.0|0|48.0|0|0.0|100
0|2021-12-20|5183.0|0|5183.0|0|49.0|0|0.0|100
0|2021-12-21|5203.0|0|5203.0|0|49.0|0|0.0|100
0|2021-12-22|5220.0|0|5220.0|0|50.0|0|0.0|100
0|2021-12-23|5236.0|0|5236.0|0|50.0|0|0.0|100
0|2021-12-24|5236.0|0|5236.0|0|50.0|0|0.0|100
0|2021-12-25|5236.0|0|5236.0|0|50.0|0|0.0|100
0|2021-12-26|5236.0|0|5236.0|0|50.0|0|0.0|100
0|2021-12-27|5250.0|0|5250.0|0|50.0|0|0.0|100
0|2021-12-28|5277.0|0|5277.0|0|50.0|0|0.0|100
0|2021-12-29|5283.0|0|5283.0|0|51.0|0|0.0|100
0|2021-12-30|5291.0|0|5291.0|0|51.0|0|0.0|100
0|2021-12-31|5291.0|0|5291.0|0|51.0|0|0.0|100
0|2022-01-01|5291.0|0|5291.0|0|51.0|0|0.0|100
0|2022-01-02|5291.0|0|5291.0|0|51.0|0|0.0|100
0|2022-01-03|5300.0|0|5300.0|0|52.0|0|0.0|100
0|2022-01-04|5316.0|0|5316.0|0|52.0|0|0.0|100
0|2022-01-05|5320.0|0|5320.0|0|52.0|0|0.0|100
0|2022-01-06|5334.0|0|5334.0|0|52.0|0|0.0|100
0|2022-01-07|5379.0|0|5379.0|0|53.0|0|0.0|100
0|2022-01-08|5379.0|0|5379.0|0|53.0|0|0.0|100
0|2022-01-09|5379.0|0|5379.0|0|53.0|0|0.0|100
0|2022-01-10|5403.0|0|5403.0|0|53.0|0|0.0|100
0|2022-01-11|5510.0|0|5510.0|0|54.0|0|0.0|100
0|2022-01-12|5533.0|0|5533.0|0|54.0|0|0.0|100
0|2022-01-13|5533.0|0|5566.0|0|54.0|0|0.0|100
0|2022-01-14|5592.0|0|5592.0|0|54.0|0|0.0|100
0|2022-01-15|5592.0|0|5592.0|0|54.0|0|0.0|100
0|2022-01-16|5592.0|0|5592.0|0|54.0|0|0.0|100
0|2022-01-17|5592.0|0|0.0|100|54.0|0|0.0|100
