|dates|Stark_Ohio_UnitedStates.JHU_ConfirmedCases.data|Stark_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Stark_Ohio_UnitedStates.NYT_ConfirmedCases.data|Stark_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Stark_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Stark_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Stark_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Stark_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|45814.0|0|45814.0|0|1103.0|0|0.0|100
0|2021-10-18|45943.0|0|45943.0|0|1108.0|0|0.0|100
0|2021-10-19|46059.0|0|46059.0|0|1110.0|0|0.0|100
0|2021-10-20|46250.0|0|46250.0|0|1111.0|0|0.0|100
0|2021-10-21|46442.0|0|46442.0|0|1114.0|0|0.0|100
0|2021-10-22|46577.0|0|46577.0|0|1115.0|0|0.0|100
0|2021-10-23|46681.0|0|46681.0|0|1116.0|0|0.0|100
0|2021-10-24|46766.0|0|46766.0|0|1116.0|0|0.0|100
0|2021-10-25|46860.0|0|46860.0|0|1118.0|0|0.0|100
0|2021-10-26|46983.0|0|46983.0|0|1118.0|0|0.0|100
0|2021-10-27|47109.0|0|47109.0|0|1118.0|0|0.0|100
0|2021-10-28|47255.0|0|47255.0|0|1118.0|0|0.0|100
0|2021-10-29|47364.0|0|47364.0|0|1118.0|0|0.0|100
0|2021-10-30|47470.0|0|47470.0|0|1118.0|0|0.0|100
0|2021-10-31|47531.0|0|47531.0|0|1119.0|0|0.0|100
0|2021-11-01|47644.0|0|47644.0|0|1120.0|0|0.0|100
0|2021-11-02|47797.0|0|47797.0|0|1120.0|0|0.0|100
0|2021-11-03|47956.0|0|47956.0|0|1120.0|0|0.0|100
0|2021-11-04|48080.0|0|48080.0|0|1120.0|0|0.0|100
0|2021-11-05|48195.0|0|48195.0|0|1120.0|0|0.0|100
0|2021-11-06|48263.0|0|48263.0|0|1120.0|0|0.0|100
0|2021-11-07|48410.0|0|48410.0|0|1120.0|0|0.0|100
0|2021-11-08|48526.0|0|48526.0|0|1120.0|0|0.0|100
0|2021-11-09|48707.0|0|48707.0|0|1124.0|0|0.0|100
0|2021-11-10|48707.0|0|48876.0|0|1124.0|0|0.0|100
0|2021-11-11|49014.0|0|49014.0|0|1124.0|0|0.0|100
0|2021-11-12|49210.0|0|49210.0|0|1129.0|0|0.0|100
0|2021-11-13|49340.0|0|49340.0|0|1129.0|0|0.0|100
0|2021-11-14|49448.0|0|49448.0|0|1129.0|0|0.0|100
0|2021-11-15|49595.0|0|49595.0|0|1129.0|0|0.0|100
0|2021-11-16|49859.0|0|49859.0|0|1142.0|0|0.0|100
0|2021-11-17|50076.0|0|50076.0|0|1142.0|0|0.0|100
0|2021-11-18|50313.0|0|50313.0|0|1142.0|0|0.0|100
0|2021-11-19|50567.0|0|50567.0|0|1151.0|0|0.0|100
0|2021-11-20|50809.0|0|50809.0|0|1151.0|0|0.0|100
0|2021-11-21|50962.0|0|50962.0|0|1151.0|0|0.0|100
0|2021-11-22|51143.0|0|51143.0|0|1151.0|0|0.0|100
0|2021-11-23|51357.0|0|51357.0|0|1154.0|0|0.0|100
0|2021-11-24|51599.0|0|51599.0|0|1154.0|0|0.0|100
0|2021-11-25|51599.0|0|51599.0|0|1154.0|0|0.0|100
0|2021-11-26|52012.0|0|52012.0|0|1170.0|0|0.0|100
0|2021-11-27|52161.0|0|52161.0|0|1170.0|0|0.0|100
0|2021-11-28|52339.0|0|52339.0|0|1170.0|0|0.0|100
0|2021-11-29|52584.0|0|52584.0|0|1170.0|0|0.0|100
0|2021-11-30|52794.0|0|52794.0|0|1171.0|0|0.0|100
0|2021-12-01|53155.0|0|53155.0|0|1171.0|0|0.0|100
0|2021-12-02|53512.0|0|53512.0|0|1171.0|0|0.0|100
0|2021-12-03|53512.0|0|53850.0|0|1171.0|0|0.0|100
0|2021-12-04|54136.0|0|54136.0|0|1183.0|0|0.0|100
0|2021-12-05|54309.0|0|54309.0|0|1183.0|0|0.0|100
0|2021-12-06|54497.0|0|54497.0|0|1183.0|0|0.0|100
0|2021-12-07|54803.0|0|54803.0|0|1192.0|0|0.0|100
0|2021-12-08|55130.0|0|55130.0|0|1192.0|0|0.0|100
0|2021-12-09|55414.0|0|55414.0|0|1192.0|0|0.0|100
0|2021-12-10|55694.0|0|55694.0|0|1204.0|0|0.0|100
0|2021-12-11|55935.0|0|55935.0|0|1204.0|0|0.0|100
0|2021-12-12|56110.0|0|56110.0|0|1204.0|0|0.0|100
0|2021-12-13|56320.0|0|56320.0|0|1204.0|0|0.0|100
0|2021-12-14|56320.0|0|56619.0|0|1204.0|0|0.0|100
0|2021-12-15|56883.0|0|56883.0|0|1222.0|0|0.0|100
0|2021-12-16|57136.0|0|57136.0|0|1222.0|0|0.0|100
0|2021-12-17|57414.0|0|57414.0|0|1235.0|0|0.0|100
0|2021-12-18|57670.0|0|57670.0|0|1235.0|0|0.0|100
0|2021-12-19|57806.0|0|57806.0|0|1235.0|0|0.0|100
0|2021-12-20|58047.0|0|58047.0|0|1235.0|0|0.0|100
0|2021-12-21|58327.0|0|58327.0|0|1260.0|0|0.0|100
0|2021-12-22|58705.0|0|58705.0|0|1260.0|0|0.0|100
0|2021-12-23|59193.0|0|59193.0|0|1260.0|0|0.0|100
0|2021-12-24|59541.0|0|59541.0|0|1271.0|0|0.0|100
0|2021-12-25|59541.0|0|59541.0|0|1271.0|0|0.0|100
0|2021-12-26|60288.0|0|60288.0|0|1271.0|0|0.0|100
0|2021-12-27|60558.0|0|60558.0|0|1271.0|0|0.0|100
0|2021-12-28|61131.0|0|61131.0|0|1271.0|0|0.0|100
0|2021-12-29|61685.0|0|61685.0|0|1271.0|0|0.0|100
0|2021-12-30|62411.0|0|62411.0|0|1271.0|0|0.0|100
0|2021-12-31|63226.0|0|63226.0|0|1320.0|0|0.0|100
0|2022-01-01|63226.0|0|63226.0|0|1320.0|0|0.0|100
0|2022-01-02|64614.0|0|64614.0|0|1320.0|0|0.0|100
0|2022-01-03|65242.0|0|65242.0|0|1320.0|0|0.0|100
0|2022-01-04|65952.0|0|65952.0|0|1326.0|0|0.0|100
0|2022-01-05|66609.0|0|66609.0|0|1326.0|0|0.0|100
0|2022-01-06|67173.0|0|67173.0|0|1326.0|0|0.0|100
0|2022-01-07|67610.0|0|67610.0|0|1342.0|0|0.0|100
0|2022-01-08|68338.0|0|68338.0|0|1342.0|0|0.0|100
0|2022-01-09|68770.0|0|68770.0|0|1342.0|0|0.0|100
0|2022-01-10|69408.0|0|69408.0|0|1342.0|0|0.0|100
0|2022-01-11|69934.0|0|69934.0|0|1355.0|0|0.0|100
0|2022-01-12|70536.0|0|70536.0|0|1355.0|0|0.0|100
0|2022-01-13|70536.0|0|71055.0|0|1355.0|0|0.0|100
0|2022-01-14|72215.0|0|72215.0|0|1383.0|0|0.0|100
0|2022-01-15|73436.0|0|73436.0|0|1383.0|0|0.0|100
0|2022-01-16|74177.0|0|74177.0|0|1383.0|0|0.0|100
0|2022-01-17|74730.0|0|0.0|100|1383.0|0|0.0|100
