|dates|Trigg_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Trigg_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Trigg_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Trigg_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Trigg_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Trigg_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Trigg_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Trigg_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-23|2287.0|0|2287.0|0|25.0|0|0.0|100
0|2021-11-24|2287.0|0|2287.0|0|25.0|0|0.0|100
0|2021-11-25|2287.0|0|2287.0|0|25.0|0|0.0|100
0|2021-11-26|2287.0|0|2287.0|0|25.0|0|0.0|100
0|2021-11-27|2287.0|0|2287.0|0|25.0|0|0.0|100
0|2021-11-28|2287.0|0|2287.0|0|25.0|0|0.0|100
0|2021-11-29|2305.0|0|2305.0|0|25.0|0|0.0|100
0|2021-11-30|2307.0|0|2307.0|0|25.0|0|0.0|100
0|2021-12-01|2315.0|0|2315.0|0|25.0|0|0.0|100
0|2021-12-02|2315.0|0|2319.0|0|25.0|0|0.0|100
0|2021-12-03|2328.0|0|2328.0|0|25.0|0|0.0|100
0|2021-12-04|2328.0|0|2328.0|0|25.0|0|0.0|100
0|2021-12-05|2328.0|0|2328.0|0|25.0|0|0.0|100
0|2021-12-06|2344.0|0|2344.0|0|28.0|0|0.0|100
0|2021-12-07|2359.0|0|2359.0|0|28.0|0|0.0|100
0|2021-12-08|2375.0|0|2375.0|0|28.0|0|0.0|100
0|2021-12-09|2382.0|0|2382.0|0|28.0|0|0.0|100
0|2021-12-10|2384.0|0|2384.0|0|29.0|0|0.0|100
0|2021-12-11|2384.0|0|2384.0|0|29.0|0|0.0|100
0|2021-12-12|2384.0|0|2384.0|0|29.0|0|0.0|100
0|2021-12-13|2398.0|0|2398.0|0|29.0|0|0.0|100
0|2021-12-14|2398.0|0|2409.0|0|29.0|0|0.0|100
0|2021-12-15|2421.0|0|2421.0|0|29.0|0|0.0|100
0|2021-12-16|2435.0|0|2435.0|0|29.0|0|0.0|100
0|2021-12-17|2437.0|0|2437.0|0|29.0|0|0.0|100
0|2021-12-18|2437.0|0|2437.0|0|29.0|0|0.0|100
0|2021-12-19|2437.0|0|2437.0|0|29.0|0|0.0|100
0|2021-12-20|2454.0|0|2454.0|0|29.0|0|0.0|100
0|2021-12-21|2481.0|0|2481.0|0|29.0|0|0.0|100
0|2021-12-22|2493.0|0|2493.0|0|29.0|0|0.0|100
0|2021-12-23|2493.0|0|2493.0|0|29.0|0|0.0|100
0|2021-12-24|2493.0|0|2493.0|0|29.0|0|0.0|100
0|2021-12-25|2493.0|0|2493.0|0|29.0|0|0.0|100
0|2021-12-26|2493.0|0|2493.0|0|29.0|0|0.0|100
0|2021-12-27|2529.0|0|2529.0|0|29.0|0|0.0|100
0|2021-12-28|2537.0|0|2537.0|0|29.0|0|0.0|100
0|2021-12-29|2555.0|0|2555.0|0|30.0|0|0.0|100
0|2021-12-30|2555.0|0|2555.0|0|30.0|0|0.0|100
0|2021-12-31|2555.0|0|2555.0|0|30.0|0|0.0|100
0|2022-01-01|2555.0|0|2555.0|0|30.0|0|0.0|100
0|2022-01-02|2555.0|0|2555.0|0|30.0|0|0.0|100
0|2022-01-03|2618.0|0|2618.0|0|31.0|0|0.0|100
0|2022-01-04|2634.0|0|2634.0|0|31.0|0|0.0|100
0|2022-01-05|2661.0|0|2661.0|0|31.0|0|0.0|100
0|2022-01-06|2669.0|0|2669.0|0|31.0|0|0.0|100
0|2022-01-07|2684.0|0|2684.0|0|31.0|0|0.0|100
0|2022-01-08|2684.0|0|2684.0|0|31.0|0|0.0|100
0|2022-01-09|2684.0|0|2684.0|0|31.0|0|0.0|100
0|2022-01-10|2707.0|0|2707.0|0|32.0|0|0.0|100
0|2022-01-11|2712.0|0|2712.0|0|32.0|0|0.0|100
0|2022-01-12|2725.0|0|2725.0|0|32.0|0|0.0|100
0|2022-01-13|2725.0|0|2753.0|0|32.0|0|0.0|100
0|2022-01-14|2767.0|0|2767.0|0|32.0|0|0.0|100
0|2022-01-15|2767.0|0|2767.0|0|32.0|0|0.0|100
0|2022-01-16|2767.0|0|2767.0|0|32.0|0|0.0|100
0|2022-01-17|2767.0|0|0.0|100|32.0|0|0.0|100
