|dates|Sheridan_Kansas_UnitedStates.JHU_ConfirmedCases.data|Sheridan_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Sheridan_Kansas_UnitedStates.NYT_ConfirmedCases.data|Sheridan_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Sheridan_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Sheridan_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Sheridan_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Sheridan_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|487.0|0|487.0|0|14.0|0|0.0|100
0|2021-10-18|489.0|0|489.0|0|14.0|0|0.0|100
0|2021-10-19|489.0|0|489.0|0|14.0|0|0.0|100
0|2021-10-20|487.0|0|487.0|0|14.0|0|0.0|100
0|2021-10-21|487.0|0|487.0|0|14.0|0|0.0|100
0|2021-10-22|492.0|0|492.0|0|14.0|0|0.0|100
0|2021-10-23|492.0|0|492.0|0|14.0|0|0.0|100
0|2021-10-24|492.0|0|492.0|0|14.0|0|0.0|100
0|2021-10-25|491.0|0|491.0|0|14.0|0|0.0|100
0|2021-10-26|491.0|0|491.0|0|14.0|0|0.0|100
0|2021-10-27|495.0|0|495.0|0|14.0|0|0.0|100
0|2021-10-28|495.0|0|495.0|0|14.0|0|0.0|100
0|2021-10-29|501.0|0|501.0|0|14.0|0|0.0|100
0|2021-10-30|501.0|0|501.0|0|14.0|0|0.0|100
0|2021-10-31|501.0|0|501.0|0|14.0|0|0.0|100
0|2021-11-01|505.0|0|505.0|0|14.0|0|0.0|100
0|2021-11-02|505.0|0|505.0|0|14.0|0|0.0|100
0|2021-11-03|508.0|0|508.0|0|15.0|0|0.0|100
0|2021-11-04|508.0|0|508.0|0|15.0|0|0.0|100
0|2021-11-05|509.0|0|509.0|0|15.0|0|0.0|100
0|2021-11-06|509.0|0|509.0|0|15.0|0|0.0|100
0|2021-11-07|509.0|0|509.0|0|15.0|0|0.0|100
0|2021-11-08|512.0|0|512.0|0|15.0|0|0.0|100
0|2021-11-09|512.0|0|512.0|0|15.0|0|0.0|100
0|2021-11-10|512.0|0|516.0|0|15.0|0|0.0|100
0|2021-11-11|516.0|0|516.0|0|15.0|0|0.0|100
0|2021-11-12|526.0|0|526.0|0|15.0|0|0.0|100
0|2021-11-13|526.0|0|526.0|0|15.0|0|0.0|100
0|2021-11-14|526.0|0|526.0|0|15.0|0|0.0|100
0|2021-11-15|534.0|0|534.0|0|15.0|0|0.0|100
0|2021-11-16|534.0|0|534.0|0|15.0|0|0.0|100
0|2021-11-17|540.0|0|540.0|0|15.0|0|0.0|100
0|2021-11-18|540.0|0|540.0|0|15.0|0|0.0|100
0|2021-11-19|543.0|0|543.0|0|16.0|0|0.0|100
0|2021-11-20|543.0|0|543.0|0|16.0|0|0.0|100
0|2021-11-21|543.0|0|543.0|0|16.0|0|0.0|100
0|2021-11-22|545.0|0|545.0|0|16.0|0|0.0|100
0|2021-11-23|545.0|0|545.0|0|16.0|0|0.0|100
0|2021-11-24|545.0|0|555.0|0|16.0|0|0.0|100
0|2021-11-25|555.0|0|555.0|0|16.0|0|0.0|100
0|2021-11-26|555.0|0|555.0|0|16.0|0|0.0|100
0|2021-11-27|555.0|0|555.0|0|16.0|0|0.0|100
0|2021-11-28|555.0|0|555.0|0|16.0|0|0.0|100
0|2021-11-29|562.0|0|562.0|0|16.0|0|0.0|100
0|2021-11-30|562.0|0|562.0|0|16.0|0|0.0|100
0|2021-12-01|567.0|0|567.0|0|16.0|0|0.0|100
0|2021-12-02|567.0|0|567.0|0|16.0|0|0.0|100
0|2021-12-03|567.0|0|574.0|0|16.0|0|0.0|100
0|2021-12-04|574.0|0|574.0|0|16.0|0|0.0|100
0|2021-12-05|574.0|0|574.0|0|16.0|0|0.0|100
0|2021-12-06|578.0|0|578.0|0|16.0|0|0.0|100
0|2021-12-07|578.0|0|578.0|0|16.0|0|0.0|100
0|2021-12-08|581.0|0|581.0|0|16.0|0|0.0|100
0|2021-12-09|581.0|0|581.0|0|16.0|0|0.0|100
0|2021-12-10|587.0|0|587.0|0|16.0|0|0.0|100
0|2021-12-11|587.0|0|587.0|0|16.0|0|0.0|100
0|2021-12-12|587.0|0|587.0|0|16.0|0|0.0|100
0|2021-12-13|588.0|0|588.0|0|16.0|0|0.0|100
0|2021-12-14|588.0|0|588.0|0|16.0|0|0.0|100
0|2021-12-15|592.0|0|592.0|0|16.0|0|0.0|100
0|2021-12-16|592.0|0|592.0|0|16.0|0|0.0|100
0|2021-12-17|595.0|0|595.0|0|16.0|0|0.0|100
0|2021-12-18|595.0|0|595.0|0|16.0|0|0.0|100
0|2021-12-19|595.0|0|595.0|0|16.0|0|0.0|100
0|2021-12-20|598.0|0|598.0|0|16.0|0|0.0|100
0|2021-12-21|598.0|0|598.0|0|16.0|0|0.0|100
0|2021-12-22|606.0|0|606.0|0|16.0|0|0.0|100
0|2021-12-23|606.0|0|606.0|0|16.0|0|0.0|100
0|2021-12-24|606.0|0|606.0|0|16.0|0|0.0|100
0|2021-12-25|606.0|0|606.0|0|16.0|0|0.0|100
0|2021-12-26|606.0|0|606.0|0|16.0|0|0.0|100
0|2021-12-27|610.0|0|610.0|0|16.0|0|0.0|100
0|2021-12-28|610.0|0|610.0|0|16.0|0|0.0|100
0|2021-12-29|619.0|0|619.0|0|16.0|0|0.0|100
0|2021-12-30|619.0|0|619.0|0|16.0|0|0.0|100
0|2021-12-31|619.0|0|619.0|0|16.0|0|0.0|100
0|2022-01-01|619.0|0|619.0|0|16.0|0|0.0|100
0|2022-01-02|619.0|0|619.0|0|16.0|0|0.0|100
0|2022-01-03|635.0|0|635.0|0|16.0|0|0.0|100
0|2022-01-04|635.0|0|635.0|0|16.0|0|0.0|100
0|2022-01-05|646.0|0|646.0|0|16.0|0|0.0|100
0|2022-01-06|646.0|0|646.0|0|16.0|0|0.0|100
0|2022-01-07|654.0|0|654.0|0|17.0|0|0.0|100
0|2022-01-08|654.0|0|654.0|0|17.0|0|0.0|100
0|2022-01-09|654.0|0|654.0|0|17.0|0|0.0|100
0|2022-01-10|654.0|0|654.0|0|17.0|0|0.0|100
0|2022-01-11|654.0|0|654.0|0|17.0|0|0.0|100
0|2022-01-12|654.0|0|661.0|0|17.0|0|0.0|100
0|2022-01-13|654.0|0|667.0|0|17.0|0|0.0|100
0|2022-01-14|675.0|0|675.0|0|17.0|0|0.0|100
0|2022-01-15|675.0|0|675.0|0|17.0|0|0.0|100
0|2022-01-16|675.0|0|675.0|0|17.0|0|0.0|100
0|2022-01-17|675.0|0|0.0|100|17.0|0|0.0|100
