|dates|Madison_Texas_UnitedStates.JHU_ConfirmedCases.data|Madison_Texas_UnitedStates.JHU_ConfirmedCases.missing|Madison_Texas_UnitedStates.NYT_ConfirmedCases.data|Madison_Texas_UnitedStates.NYT_ConfirmedCases.missing|Madison_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Madison_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Madison_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Madison_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-31|2613.0|0|2613.0|0|46.0|0|0.0|100
0|2022-01-01|2613.0|0|2613.0|0|46.0|0|0.0|100
0|2022-01-02|2613.0|0|2613.0|0|46.0|0|0.0|100
0|2022-01-03|2674.0|0|2674.0|0|46.0|0|0.0|100
0|2022-01-04|2687.0|0|2687.0|0|46.0|0|0.0|100
0|2022-01-05|2687.0|0|2720.0|0|46.0|0|0.0|100
0|2022-01-06|2748.0|0|2748.0|0|46.0|0|0.0|100
0|2022-01-07|2768.0|0|2768.0|0|46.0|0|0.0|100
0|2022-01-08|2791.0|0|2791.0|0|46.0|0|0.0|100
0|2022-01-09|2800.0|0|2800.0|0|46.0|0|0.0|100
0|2022-01-10|2806.0|0|2806.0|0|46.0|0|0.0|100
0|2022-01-11|2828.0|0|2828.0|0|47.0|0|0.0|100
0|2022-01-12|2976.0|0|2976.0|0|47.0|0|0.0|100
0|2022-01-13|2976.0|0|3009.0|0|47.0|0|0.0|100
0|2022-01-14|3009.0|0|3302.0|0|47.0|0|0.0|100
0|2022-01-15|3327.0|0|3327.0|0|48.0|0|0.0|100
0|2022-01-16|3333.0|0|3333.0|0|48.0|0|0.0|100
0|2022-01-17|3345.0|0|0.0|100|48.0|0|0.0|100
