|dates|CapeMay_NewJersey_UnitedStates.JHU_ConfirmedCases.data|CapeMay_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|CapeMay_NewJersey_UnitedStates.NYT_ConfirmedCases.data|CapeMay_NewJersey_UnitedStates.NYT_ConfirmedCases.missing|CapeMay_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|CapeMay_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|CapeMay_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|CapeMay_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-20|12971.0|0|12971.0|0|242.0|0|0.0|100
0|2021-11-21|12993.0|0|12993.0|0|242.0|0|0.0|100
0|2021-11-22|13024.0|0|13024.0|0|242.0|0|0.0|100
0|2021-11-23|13053.0|0|13053.0|0|242.0|0|0.0|100
0|2021-11-24|13074.0|0|13074.0|0|242.0|0|0.0|100
0|2021-11-25|13099.0|0|13099.0|0|242.0|0|0.0|100
0|2021-11-26|13128.0|0|13128.0|0|242.0|0|0.0|100
0|2021-11-27|13162.0|0|13162.0|0|242.0|0|0.0|100
0|2021-11-28|13195.0|0|13195.0|0|242.0|0|0.0|100
0|2021-11-29|13225.0|0|13225.0|0|242.0|0|0.0|100
0|2021-11-30|13279.0|0|13279.0|0|242.0|0|0.0|100
0|2021-12-01|13325.0|0|13325.0|0|242.0|0|0.0|100
0|2021-12-02|13392.0|0|13392.0|0|242.0|0|0.0|100
0|2021-12-03|13392.0|0|13450.0|0|242.0|0|0.0|100
0|2021-12-04|13498.0|0|13498.0|0|242.0|0|0.0|100
0|2021-12-05|13544.0|0|13544.0|0|242.0|0|0.0|100
0|2021-12-06|13577.0|0|13577.0|0|242.0|0|0.0|100
0|2021-12-07|13608.0|0|13608.0|0|244.0|0|0.0|100
0|2021-12-08|13682.0|0|13682.0|0|245.0|0|0.0|100
0|2021-12-09|13742.0|0|13742.0|0|245.0|0|0.0|100
0|2021-12-10|13816.0|0|13816.0|0|245.0|0|0.0|100
0|2021-12-11|13885.0|0|13885.0|0|246.0|0|0.0|100
0|2021-12-12|13943.0|0|13943.0|0|246.0|0|0.0|100
0|2021-12-13|13999.0|0|13999.0|0|247.0|0|0.0|100
0|2021-12-14|13999.0|0|14072.0|0|247.0|0|0.0|100
0|2021-12-15|14142.0|0|14142.0|0|247.0|0|0.0|100
0|2021-12-16|14227.0|0|14227.0|0|247.0|0|0.0|100
0|2021-12-17|14322.0|0|14322.0|0|248.0|0|0.0|100
0|2021-12-18|14426.0|0|14426.0|0|249.0|0|0.0|100
0|2021-12-19|14500.0|0|14500.0|0|249.0|0|0.0|100
0|2021-12-20|14572.0|0|14572.0|0|249.0|0|0.0|100
0|2021-12-21|14687.0|0|14687.0|0|249.0|0|0.0|100
0|2021-12-22|14844.0|0|14844.0|0|249.0|0|0.0|100
0|2021-12-23|14998.0|0|14998.0|0|249.0|0|0.0|100
0|2021-12-24|15191.0|0|15191.0|0|249.0|0|0.0|100
0|2021-12-25|15328.0|0|15328.0|0|249.0|0|0.0|100
0|2021-12-26|15382.0|0|15382.0|0|249.0|0|0.0|100
0|2021-12-27|15536.0|0|15536.0|0|250.0|0|0.0|100
0|2021-12-28|15697.0|0|15697.0|0|251.0|0|0.0|100
0|2021-12-29|16031.0|0|16031.0|0|251.0|0|0.0|100
0|2021-12-30|16307.0|0|16307.0|0|251.0|0|0.0|100
0|2021-12-31|16767.0|0|16767.0|0|252.0|0|0.0|100
0|2022-01-01|16936.0|0|16936.0|0|252.0|0|0.0|100
0|2022-01-02|17085.0|0|17085.0|0|252.0|0|0.0|100
0|2022-01-03|17253.0|0|17253.0|0|252.0|0|0.0|100
0|2022-01-04|17367.0|0|17367.0|0|252.0|0|0.0|100
0|2022-01-05|17611.0|0|17611.0|0|252.0|0|0.0|100
0|2022-01-06|17809.0|0|17809.0|0|255.0|0|0.0|100
0|2022-01-07|18140.0|0|18140.0|0|256.0|0|0.0|100
0|2022-01-08|18380.0|0|18380.0|0|259.0|0|0.0|100
0|2022-01-09|18625.0|0|18625.0|0|259.0|0|0.0|100
0|2022-01-10|18785.0|0|18785.0|0|259.0|0|0.0|100
0|2022-01-11|19001.0|0|19001.0|0|261.0|0|0.0|100
0|2022-01-12|19185.0|0|19185.0|0|261.0|0|0.0|100
0|2022-01-13|19185.0|0|19369.0|0|261.0|0|0.0|100
0|2022-01-14|19574.0|0|19574.0|0|266.0|0|0.0|100
0|2022-01-15|19711.0|0|19711.0|0|266.0|0|0.0|100
0|2022-01-16|19836.0|0|19836.0|0|266.0|0|0.0|100
0|2022-01-17|19919.0|0|0.0|100|266.0|0|0.0|100
