|dates|Middlesex_Massachusetts_UnitedStates.BLS_EmployedPopulation.data|Middlesex_Massachusetts_UnitedStates.BLS_EmployedPopulation.missing|Middlesex_Massachusetts_UnitedStates.BLS_UnemployedPopulation.data|Middlesex_Massachusetts_UnitedStates.BLS_UnemployedPopulation.missing|Middlesex_Massachusetts_UnitedStates.BLS_UnemploymentRate.data|Middlesex_Massachusetts_UnitedStates.BLS_UnemploymentRate.missing|Middlesex_Massachusetts_UnitedStates.BLS_LaborForcePopulation.data|Middlesex_Massachusetts_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-09|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-11-10|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-11-11|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-11-12|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-11-13|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-11-14|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-11-15|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-11-16|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-11-17|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-11-18|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-11-19|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-11-20|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-11-21|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-11-22|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-11-23|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-11-24|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-11-25|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-11-26|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-11-27|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-11-28|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-11-29|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-11-30|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-01|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-02|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-03|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-04|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-05|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-06|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-07|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-08|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-09|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-10|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-11|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-12|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-13|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-14|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-15|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-16|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-17|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-18|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-19|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-20|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-21|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-22|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-23|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-24|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-25|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-26|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-27|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-28|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-29|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-30|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2021-12-31|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2022-01-01|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2022-01-02|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2022-01-03|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2022-01-04|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2022-01-05|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2022-01-06|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2022-01-07|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2022-01-08|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2022-01-09|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2022-01-10|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2022-01-11|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2022-01-12|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2022-01-13|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2022-01-14|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2022-01-15|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2022-01-16|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
0|2022-01-17|858397.0|0|44213.0|0|4.898350339570801|0|902610.0|0
