|dates|Honolulu_Hawaii_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Honolulu_Hawaii_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Honolulu_Hawaii_UnitedStates.Male_Total_Population.data|Honolulu_Hawaii_UnitedStates.Male_Total_Population.missing|Honolulu_Hawaii_UnitedStates.Female_Total_Population.data|Honolulu_Hawaii_UnitedStates.Female_Total_Population.missing|Honolulu_Hawaii_UnitedStates.MaleAndFemale_Under18_Population.data|Honolulu_Hawaii_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-23|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-11-24|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-11-25|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-11-26|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-11-27|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-11-28|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-11-29|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-11-30|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-01|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-02|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-03|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-04|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-05|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-06|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-07|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-08|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-09|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-10|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-11|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-12|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-13|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-14|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-15|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-16|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-17|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-18|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-19|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-20|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-21|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-22|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-23|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-24|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-25|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-26|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-27|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-28|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-29|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-30|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2021-12-31|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2022-01-01|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2022-01-02|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2022-01-03|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2022-01-04|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2022-01-05|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2022-01-06|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2022-01-07|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2022-01-08|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2022-01-09|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2022-01-10|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2022-01-11|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2022-01-12|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2022-01-13|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2022-01-14|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2022-01-15|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2022-01-16|173793.0|0|492574.0|0|487506.0|0|207765.0|0
0|2022-01-17|173793.0|0|492574.0|0|487506.0|0|207765.0|0
