|dates|Jefferson_Georgia_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Georgia_UnitedStates.NYT_ConfirmedCases.data|Jefferson_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Jefferson_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2644.0|0|2657.0|0|82.0|0|0.0|100
0|2021-10-18|2653.0|0|2666.0|0|83.0|0|0.0|100
0|2021-10-19|2653.0|0|2666.0|0|83.0|0|0.0|100
0|2021-10-20|2658.0|0|2671.0|0|85.0|0|0.0|100
0|2021-10-21|2662.0|0|2675.0|0|86.0|0|0.0|100
0|2021-10-22|2665.0|0|2678.0|0|86.0|0|0.0|100
0|2021-10-23|2665.0|0|2678.0|0|86.0|0|0.0|100
0|2021-10-24|2665.0|0|2678.0|0|86.0|0|0.0|100
0|2021-10-25|2667.0|0|2681.0|0|86.0|0|0.0|100
0|2021-10-26|2670.0|0|2684.0|0|86.0|0|0.0|100
0|2021-10-27|2673.0|0|2687.0|0|86.0|0|0.0|100
0|2021-10-28|2674.0|0|2688.0|0|86.0|0|0.0|100
0|2021-10-29|2678.0|0|2692.0|0|86.0|0|0.0|100
0|2021-10-30|2678.0|0|2692.0|0|86.0|0|0.0|100
0|2021-10-31|2678.0|0|2692.0|0|86.0|0|0.0|100
0|2021-11-01|2680.0|0|2694.0|0|86.0|0|0.0|100
0|2021-11-02|2683.0|0|2697.0|0|86.0|0|0.0|100
0|2021-11-03|2685.0|0|2699.0|0|86.0|0|0.0|100
0|2021-11-04|2687.0|0|2701.0|0|86.0|0|0.0|100
0|2021-11-05|2687.0|0|2701.0|0|86.0|0|0.0|100
0|2021-11-06|2687.0|0|2701.0|0|86.0|0|0.0|100
0|2021-11-07|2687.0|0|2701.0|0|86.0|0|0.0|100
0|2021-11-08|2687.0|0|2701.0|0|86.0|0|0.0|100
0|2021-11-09|2689.0|0|2703.0|0|86.0|0|0.0|100
0|2021-11-10|2689.0|0|2706.0|0|86.0|0|0.0|100
0|2021-11-11|2692.0|0|2706.0|0|87.0|0|0.0|100
0|2021-11-12|2694.0|0|2708.0|0|87.0|0|0.0|100
0|2021-11-13|2694.0|0|2708.0|0|87.0|0|0.0|100
0|2021-11-14|2694.0|0|2708.0|0|87.0|0|0.0|100
0|2021-11-15|2694.0|0|2708.0|0|87.0|0|0.0|100
0|2021-11-16|2694.0|0|2708.0|0|87.0|0|0.0|100
0|2021-11-17|2696.0|0|2710.0|0|87.0|0|0.0|100
0|2021-11-18|2702.0|0|2716.0|0|87.0|0|0.0|100
0|2021-11-19|2703.0|0|2717.0|0|87.0|0|0.0|100
0|2021-11-20|2703.0|0|2717.0|0|87.0|0|0.0|100
0|2021-11-21|2703.0|0|2717.0|0|87.0|0|0.0|100
0|2021-11-22|2703.0|0|2718.0|0|87.0|0|0.0|100
0|2021-11-23|2704.0|0|2719.0|0|87.0|0|0.0|100
0|2021-11-24|2703.0|0|2718.0|0|87.0|0|0.0|100
0|2021-11-25|2703.0|0|2718.0|0|87.0|0|0.0|100
0|2021-11-26|2703.0|0|2718.0|0|87.0|0|0.0|100
0|2021-11-27|2703.0|0|2718.0|0|87.0|0|0.0|100
0|2021-11-28|2703.0|0|2718.0|0|87.0|0|0.0|100
0|2021-11-29|2703.0|0|2718.0|0|88.0|0|0.0|100
0|2021-11-30|2707.0|0|2722.0|0|89.0|0|0.0|100
0|2021-12-01|2710.0|0|2725.0|0|89.0|0|0.0|100
0|2021-12-02|2710.0|0|2726.0|0|89.0|0|0.0|100
0|2021-12-03|2713.0|0|2728.0|0|89.0|0|0.0|100
0|2021-12-04|2713.0|0|2728.0|0|89.0|0|0.0|100
0|2021-12-05|2713.0|0|2728.0|0|89.0|0|0.0|100
0|2021-12-06|2712.0|0|2727.0|0|89.0|0|0.0|100
0|2021-12-07|2713.0|0|2728.0|0|91.0|0|0.0|100
0|2021-12-08|2713.0|0|2728.0|0|91.0|0|0.0|100
