|dates|Darlington_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Darlington_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Darlington_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Darlington_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Darlington_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Darlington_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Darlington_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Darlington_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-10-18|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-10-19|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-10-20|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-10-21|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-10-22|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-10-23|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-10-24|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-10-25|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-10-26|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-10-27|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-10-28|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-10-29|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-10-30|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-10-31|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-01|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-02|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-03|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-04|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-05|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-06|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-07|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-08|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-09|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-10|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-11|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-12|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-13|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-14|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-15|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-16|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-17|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-18|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-19|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-20|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-21|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-22|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-23|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-24|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-25|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-26|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-27|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-28|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-29|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-11-30|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-01|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-02|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-03|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-04|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-05|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-06|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-07|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-08|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-09|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-10|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-11|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-12|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-13|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-14|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-15|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-16|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-17|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-18|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-19|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-20|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-21|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-22|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-23|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-24|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-25|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-26|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-27|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-28|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-29|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-30|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2021-12-31|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2022-01-01|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2022-01-02|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
0|2022-01-03|29016.0|0|1215.0|0|4.019053289669545|0|30231.0|0
