|dates|Gove_Kansas_UnitedStates.JHU_ConfirmedCases.data|Gove_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Gove_Kansas_UnitedStates.NYT_ConfirmedCases.data|Gove_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Gove_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Gove_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Gove_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Gove_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|461.0|0|461.0|0|22.0|0|0.0|100
0|2021-10-18|465.0|0|465.0|0|22.0|0|0.0|100
0|2021-10-19|465.0|0|465.0|0|22.0|0|0.0|100
0|2021-10-20|469.0|0|469.0|0|22.0|0|0.0|100
0|2021-10-21|469.0|0|469.0|0|22.0|0|0.0|100
0|2021-10-22|469.0|0|469.0|0|22.0|0|0.0|100
0|2021-10-23|469.0|0|469.0|0|22.0|0|0.0|100
0|2021-10-24|469.0|0|469.0|0|22.0|0|0.0|100
0|2021-10-25|472.0|0|472.0|0|22.0|0|0.0|100
0|2021-10-26|472.0|0|472.0|0|22.0|0|0.0|100
0|2021-10-27|474.0|0|474.0|0|22.0|0|0.0|100
0|2021-10-28|474.0|0|474.0|0|22.0|0|0.0|100
0|2021-10-29|477.0|0|477.0|0|22.0|0|0.0|100
0|2021-10-30|477.0|0|477.0|0|22.0|0|0.0|100
0|2021-10-31|477.0|0|477.0|0|22.0|0|0.0|100
0|2021-11-01|477.0|0|477.0|0|22.0|0|0.0|100
0|2021-11-02|477.0|0|477.0|0|22.0|0|0.0|100
0|2021-11-03|482.0|0|482.0|0|22.0|0|0.0|100
0|2021-11-04|482.0|0|482.0|0|22.0|0|0.0|100
0|2021-11-05|488.0|0|488.0|0|22.0|0|0.0|100
0|2021-11-06|488.0|0|488.0|0|22.0|0|0.0|100
0|2021-11-07|488.0|0|488.0|0|22.0|0|0.0|100
0|2021-11-08|491.0|0|491.0|0|22.0|0|0.0|100
0|2021-11-09|491.0|0|491.0|0|22.0|0|0.0|100
0|2021-11-10|491.0|0|498.0|0|22.0|0|0.0|100
0|2021-11-11|498.0|0|498.0|0|22.0|0|0.0|100
0|2021-11-12|504.0|0|504.0|0|22.0|0|0.0|100
0|2021-11-13|504.0|0|504.0|0|22.0|0|0.0|100
0|2021-11-14|504.0|0|504.0|0|22.0|0|0.0|100
0|2021-11-15|507.0|0|507.0|0|22.0|0|0.0|100
0|2021-11-16|507.0|0|507.0|0|22.0|0|0.0|100
0|2021-11-17|511.0|0|511.0|0|22.0|0|0.0|100
0|2021-11-18|511.0|0|511.0|0|22.0|0|0.0|100
0|2021-11-19|526.0|0|526.0|0|22.0|0|0.0|100
0|2021-11-20|526.0|0|526.0|0|22.0|0|0.0|100
0|2021-11-21|526.0|0|526.0|0|22.0|0|0.0|100
0|2021-11-22|539.0|0|539.0|0|22.0|0|0.0|100
0|2021-11-23|539.0|0|539.0|0|22.0|0|0.0|100
0|2021-11-24|539.0|0|548.0|0|22.0|0|0.0|100
0|2021-11-25|548.0|0|548.0|0|22.0|0|0.0|100
0|2021-11-26|548.0|0|548.0|0|22.0|0|0.0|100
0|2021-11-27|548.0|0|548.0|0|22.0|0|0.0|100
0|2021-11-28|548.0|0|548.0|0|22.0|0|0.0|100
0|2021-11-29|553.0|0|553.0|0|22.0|0|0.0|100
0|2021-11-30|553.0|0|553.0|0|22.0|0|0.0|100
0|2021-12-01|562.0|0|562.0|0|22.0|0|0.0|100
0|2021-12-02|562.0|0|562.0|0|22.0|0|0.0|100
0|2021-12-03|562.0|0|574.0|0|22.0|0|0.0|100
0|2021-12-04|574.0|0|574.0|0|22.0|0|0.0|100
0|2021-12-05|574.0|0|574.0|0|22.0|0|0.0|100
0|2021-12-06|580.0|0|580.0|0|22.0|0|0.0|100
0|2021-12-07|580.0|0|580.0|0|22.0|0|0.0|100
0|2021-12-08|585.0|0|585.0|0|22.0|0|0.0|100
0|2021-12-09|585.0|0|585.0|0|22.0|0|0.0|100
0|2021-12-10|594.0|0|594.0|0|22.0|0|0.0|100
0|2021-12-11|594.0|0|594.0|0|22.0|0|0.0|100
0|2021-12-12|594.0|0|594.0|0|22.0|0|0.0|100
0|2021-12-13|595.0|0|595.0|0|22.0|0|0.0|100
0|2021-12-14|595.0|0|595.0|0|22.0|0|0.0|100
0|2021-12-15|602.0|0|602.0|0|22.0|0|0.0|100
0|2021-12-16|602.0|0|602.0|0|22.0|0|0.0|100
0|2021-12-17|611.0|0|611.0|0|22.0|0|0.0|100
0|2021-12-18|611.0|0|611.0|0|22.0|0|0.0|100
0|2021-12-19|611.0|0|611.0|0|22.0|0|0.0|100
0|2021-12-20|613.0|0|613.0|0|22.0|0|0.0|100
0|2021-12-21|613.0|0|613.0|0|22.0|0|0.0|100
0|2021-12-22|616.0|0|616.0|0|22.0|0|0.0|100
0|2021-12-23|616.0|0|616.0|0|22.0|0|0.0|100
0|2021-12-24|616.0|0|616.0|0|22.0|0|0.0|100
0|2021-12-25|616.0|0|616.0|0|22.0|0|0.0|100
0|2021-12-26|616.0|0|616.0|0|22.0|0|0.0|100
0|2021-12-27|622.0|0|622.0|0|22.0|0|0.0|100
0|2021-12-28|622.0|0|622.0|0|22.0|0|0.0|100
0|2021-12-29|625.0|0|625.0|0|22.0|0|0.0|100
0|2021-12-30|625.0|0|625.0|0|22.0|0|0.0|100
0|2021-12-31|625.0|0|625.0|0|22.0|0|0.0|100
0|2022-01-01|625.0|0|625.0|0|22.0|0|0.0|100
0|2022-01-02|625.0|0|625.0|0|22.0|0|0.0|100
0|2022-01-03|635.0|0|635.0|0|22.0|0|0.0|100
0|2022-01-04|635.0|0|635.0|0|22.0|0|0.0|100
0|2022-01-05|640.0|0|640.0|0|22.0|0|0.0|100
0|2022-01-06|640.0|0|640.0|0|22.0|0|0.0|100
0|2022-01-07|642.0|0|642.0|0|23.0|0|0.0|100
0|2022-01-08|642.0|0|642.0|0|23.0|0|0.0|100
0|2022-01-09|642.0|0|642.0|0|23.0|0|0.0|100
0|2022-01-10|644.0|0|644.0|0|23.0|0|0.0|100
0|2022-01-11|644.0|0|644.0|0|23.0|0|0.0|100
0|2022-01-12|644.0|0|650.0|0|23.0|0|0.0|100
0|2022-01-13|644.0|0|655.0|0|23.0|0|0.0|100
0|2022-01-14|664.0|0|664.0|0|23.0|0|0.0|100
0|2022-01-15|664.0|0|664.0|0|23.0|0|0.0|100
0|2022-01-16|664.0|0|664.0|0|23.0|0|0.0|100
0|2022-01-17|664.0|0|0.0|100|23.0|0|0.0|100
