|dates|Scott_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Scott_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Scott_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Scott_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Scott_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Scott_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Scott_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Scott_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|4749.0|0|4749.0|0|98.0|0|0.0|100
0|2021-11-08|4748.0|0|4748.0|0|98.0|0|0.0|100
0|2021-11-09|4750.0|0|4750.0|0|98.0|0|0.0|100
0|2021-11-10|4751.0|0|4751.0|0|98.0|0|0.0|100
0|2021-11-11|4751.0|0|4751.0|0|98.0|0|0.0|100
0|2021-11-12|4751.0|0|4751.0|0|98.0|0|0.0|100
0|2021-11-13|4751.0|0|4751.0|0|98.0|0|0.0|100
0|2021-11-14|4751.0|0|4751.0|0|98.0|0|0.0|100
0|2021-11-15|4756.0|0|4756.0|0|98.0|0|0.0|100
0|2021-11-16|4758.0|0|4758.0|0|98.0|0|0.0|100
0|2021-11-17|4758.0|0|4758.0|0|98.0|0|0.0|100
0|2021-11-18|4758.0|0|4758.0|0|99.0|0|0.0|100
0|2021-11-19|4758.0|0|4758.0|0|99.0|0|0.0|100
0|2021-11-20|4758.0|0|4758.0|0|99.0|0|0.0|100
0|2021-11-21|4758.0|0|4758.0|0|99.0|0|0.0|100
0|2021-11-22|4773.0|0|4773.0|0|99.0|0|0.0|100
0|2021-11-23|4773.0|0|4773.0|0|99.0|0|0.0|100
0|2021-11-24|4774.0|0|4774.0|0|99.0|0|0.0|100
0|2021-11-25|4774.0|0|4774.0|0|99.0|0|0.0|100
0|2021-11-26|4774.0|0|4774.0|0|99.0|0|0.0|100
0|2021-11-27|4774.0|0|4774.0|0|99.0|0|0.0|100
0|2021-11-28|4774.0|0|4774.0|0|99.0|0|0.0|100
0|2021-11-29|4778.0|0|4778.0|0|99.0|0|0.0|100
0|2021-11-30|4781.0|0|4781.0|0|99.0|0|0.0|100
0|2021-12-01|4782.0|0|4782.0|0|99.0|0|0.0|100
0|2021-12-02|4787.0|0|4787.0|0|99.0|0|0.0|100
0|2021-12-03|4789.0|0|4789.0|0|99.0|0|0.0|100
0|2021-12-04|4789.0|0|4789.0|0|99.0|0|0.0|100
0|2021-12-05|4789.0|0|4789.0|0|99.0|0|0.0|100
0|2021-12-06|4794.0|0|4794.0|0|99.0|0|0.0|100
0|2021-12-07|4795.0|0|4795.0|0|99.0|0|0.0|100
0|2021-12-08|4801.0|0|4801.0|0|99.0|0|0.0|100
0|2021-12-09|4806.0|0|4806.0|0|99.0|0|0.0|100
0|2021-12-10|4806.0|0|4806.0|0|99.0|0|0.0|100
0|2021-12-11|4806.0|0|4806.0|0|99.0|0|0.0|100
0|2021-12-12|4806.0|0|4806.0|0|99.0|0|0.0|100
0|2021-12-13|4811.0|0|4811.0|0|99.0|0|0.0|100
0|2021-12-14|4811.0|0|4813.0|0|99.0|0|0.0|100
0|2021-12-15|4817.0|0|4817.0|0|99.0|0|0.0|100
0|2021-12-16|4829.0|0|4829.0|0|99.0|0|0.0|100
0|2021-12-17|4839.0|0|4839.0|0|99.0|0|0.0|100
0|2021-12-18|4839.0|0|4839.0|0|99.0|0|0.0|100
0|2021-12-19|4839.0|0|4839.0|0|99.0|0|0.0|100
0|2021-12-20|4846.0|0|4846.0|0|99.0|0|0.0|100
0|2021-12-21|4850.0|0|4850.0|0|99.0|0|0.0|100
0|2021-12-22|4853.0|0|4853.0|0|99.0|0|0.0|100
0|2021-12-23|4853.0|0|4853.0|0|99.0|0|0.0|100
0|2021-12-24|4853.0|0|4853.0|0|99.0|0|0.0|100
0|2021-12-25|4853.0|0|4853.0|0|99.0|0|0.0|100
0|2021-12-26|4853.0|0|4853.0|0|99.0|0|0.0|100
0|2021-12-27|4911.0|0|4911.0|0|99.0|0|0.0|100
0|2021-12-28|4929.0|0|4929.0|0|99.0|0|0.0|100
0|2021-12-29|4955.0|0|4955.0|0|99.0|0|0.0|100
0|2021-12-30|4983.0|0|4983.0|0|99.0|0|0.0|100
0|2021-12-31|4983.0|0|4983.0|0|99.0|0|0.0|100
0|2022-01-01|4983.0|0|4983.0|0|99.0|0|0.0|100
0|2022-01-02|4983.0|0|4983.0|0|99.0|0|0.0|100
0|2022-01-03|5120.0|0|5120.0|0|99.0|0|0.0|100
0|2022-01-04|5169.0|0|5169.0|0|100.0|0|0.0|100
0|2022-01-05|5207.0|0|5207.0|0|101.0|0|0.0|100
0|2022-01-06|5275.0|0|5275.0|0|101.0|0|0.0|100
0|2022-01-07|5314.0|0|5314.0|0|101.0|0|0.0|100
0|2022-01-08|5314.0|0|5314.0|0|101.0|0|0.0|100
0|2022-01-09|5314.0|0|5314.0|0|101.0|0|0.0|100
0|2022-01-10|5314.0|0|5353.0|0|101.0|0|0.0|100
0|2022-01-11|5437.0|0|5437.0|0|101.0|0|0.0|100
0|2022-01-12|5437.0|0|5463.0|0|101.0|0|0.0|100
0|2022-01-13|5437.0|0|5547.0|0|101.0|0|0.0|100
0|2022-01-14|5624.0|0|5624.0|0|101.0|0|0.0|100
0|2022-01-15|5624.0|0|5624.0|0|101.0|0|0.0|100
0|2022-01-16|5624.0|0|5624.0|0|101.0|0|0.0|100
0|2022-01-17|5624.0|0|0.0|100|101.0|0|0.0|100
