|dates|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Florence_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Florence_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-31|28548.0|0|28548.0|0|553.0|0|0.0|100
0|2022-01-01|28548.0|0|28548.0|0|553.0|0|0.0|100
0|2022-01-02|28548.0|0|28548.0|0|553.0|0|0.0|100
0|2022-01-03|28548.0|0|28548.0|0|553.0|0|0.0|100
0|2022-01-04|29356.0|0|29356.0|0|554.0|0|0.0|100
0|2022-01-05|29554.0|0|29554.0|0|556.0|0|0.0|100
0|2022-01-06|30025.0|0|30025.0|0|556.0|0|0.0|100
0|2022-01-07|30352.0|0|30352.0|0|556.0|0|0.0|100
0|2022-01-08|30352.0|0|30352.0|0|556.0|0|0.0|100
0|2022-01-09|30352.0|0|30352.0|0|556.0|0|0.0|100
0|2022-01-10|31614.0|0|31614.0|0|556.0|0|0.0|100
0|2022-01-11|31794.0|0|31794.0|0|556.0|0|0.0|100
0|2022-01-12|32074.0|0|32074.0|0|556.0|0|0.0|100
0|2022-01-13|32074.0|0|32409.0|0|556.0|0|0.0|100
0|2022-01-14|32992.0|0|32992.0|0|559.0|0|0.0|100
0|2022-01-15|32992.0|0|32992.0|0|559.0|0|0.0|100
0|2022-01-16|32992.0|0|32992.0|0|559.0|0|0.0|100
0|2022-01-17|32992.0|0|0.0|100|559.0|0|0.0|100
