|dates|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Florence_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Florence_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|26367.0|0|26367.0|0|527.0|0|0.0|100
0|2021-10-18|26447.0|0|26447.0|0|527.0|0|0.0|100
0|2021-10-19|26462.0|0|26462.0|0|527.0|0|0.0|100
0|2021-10-20|26479.0|0|26479.0|0|527.0|0|0.0|100
0|2021-10-21|26497.0|0|26497.0|0|528.0|0|0.0|100
0|2021-10-22|26513.0|0|26513.0|0|532.0|0|0.0|100
0|2021-10-23|26513.0|0|26513.0|0|532.0|0|0.0|100
0|2021-10-24|26513.0|0|26513.0|0|532.0|0|0.0|100
0|2021-10-25|26573.0|0|26573.0|0|535.0|0|0.0|100
0|2021-10-26|26582.0|0|26582.0|0|537.0|0|0.0|100
0|2021-10-27|26606.0|0|26606.0|0|537.0|0|0.0|100
0|2021-10-28|26616.0|0|26616.0|0|538.0|0|0.0|100
0|2021-10-29|26654.0|0|26654.0|0|538.0|0|0.0|100
0|2021-10-30|26654.0|0|26654.0|0|538.0|0|0.0|100
0|2021-10-31|26654.0|0|26654.0|0|538.0|0|0.0|100
0|2021-11-01|26697.0|0|26697.0|0|538.0|0|0.0|100
0|2021-11-02|26705.0|0|26705.0|0|538.0|0|0.0|100
0|2021-11-03|26715.0|0|26715.0|0|539.0|0|0.0|100
0|2021-11-04|26729.0|0|26729.0|0|539.0|0|0.0|100
0|2021-11-05|26748.0|0|26748.0|0|540.0|0|0.0|100
0|2021-11-06|26748.0|0|26748.0|0|540.0|0|0.0|100
0|2021-11-07|26748.0|0|26748.0|0|540.0|0|0.0|100
0|2021-11-08|26789.0|0|26789.0|0|542.0|0|0.0|100
0|2021-11-09|26795.0|0|26795.0|0|542.0|0|0.0|100
0|2021-11-10|26795.0|0|26800.0|0|542.0|0|0.0|100
0|2021-11-11|26800.0|0|26800.0|0|542.0|0|0.0|100
0|2021-11-12|26842.0|0|26842.0|0|544.0|0|0.0|100
0|2021-11-13|26842.0|0|26842.0|0|544.0|0|0.0|100
0|2021-11-14|26842.0|0|26842.0|0|544.0|0|0.0|100
0|2021-11-15|26892.0|0|26892.0|0|547.0|0|0.0|100
0|2021-11-16|26906.0|0|26906.0|0|547.0|0|0.0|100
0|2021-11-17|26924.0|0|26924.0|0|548.0|0|0.0|100
0|2021-11-18|26943.0|0|26943.0|0|549.0|0|0.0|100
0|2021-11-19|26980.0|0|26980.0|0|549.0|0|0.0|100
0|2021-11-20|26980.0|0|26980.0|0|549.0|0|0.0|100
0|2021-11-21|26980.0|0|26980.0|0|549.0|0|0.0|100
0|2021-11-22|27051.0|0|27051.0|0|550.0|0|0.0|100
0|2021-11-23|27057.0|0|27057.0|0|550.0|0|0.0|100
0|2021-11-24|27069.0|0|27069.0|0|550.0|0|0.0|100
0|2021-11-25|27069.0|0|27069.0|0|550.0|0|0.0|100
0|2021-11-26|27096.0|0|27096.0|0|550.0|0|0.0|100
0|2021-11-27|27096.0|0|27096.0|0|550.0|0|0.0|100
0|2021-11-28|27096.0|0|27096.0|0|550.0|0|0.0|100
0|2021-11-29|27151.0|0|27151.0|0|551.0|0|0.0|100
0|2021-11-30|27162.0|0|27162.0|0|551.0|0|0.0|100
0|2021-12-01|27183.0|0|27183.0|0|552.0|0|0.0|100
0|2021-12-02|27205.0|0|27205.0|0|552.0|0|0.0|100
0|2021-12-03|27251.0|0|27251.0|0|552.0|0|0.0|100
0|2021-12-04|27251.0|0|27251.0|0|552.0|0|0.0|100
0|2021-12-05|27251.0|0|27251.0|0|552.0|0|0.0|100
0|2021-12-06|27351.0|0|27351.0|0|552.0|0|0.0|100
0|2021-12-07|27359.0|0|27359.0|0|552.0|0|0.0|100
0|2021-12-08|27376.0|0|27376.0|0|552.0|0|0.0|100
0|2021-12-09|27395.0|0|27395.0|0|552.0|0|0.0|100
0|2021-12-10|27417.0|0|27417.0|0|553.0|0|0.0|100
0|2021-12-11|27417.0|0|27417.0|0|553.0|0|0.0|100
0|2021-12-12|27417.0|0|27417.0|0|553.0|0|0.0|100
0|2021-12-13|27501.0|0|27501.0|0|554.0|0|0.0|100
0|2021-12-14|27501.0|0|27524.0|0|554.0|0|0.0|100
0|2021-12-15|27539.0|0|27539.0|0|554.0|0|0.0|100
0|2021-12-16|27555.0|0|27555.0|0|554.0|0|0.0|100
0|2021-12-17|27580.0|0|27580.0|0|554.0|0|0.0|100
0|2021-12-18|27580.0|0|27580.0|0|554.0|0|0.0|100
0|2021-12-19|27580.0|0|27580.0|0|554.0|0|0.0|100
0|2021-12-20|27716.0|0|27716.0|0|554.0|0|0.0|100
0|2021-12-21|27733.0|0|27733.0|0|554.0|0|0.0|100
0|2021-12-22|27780.0|0|27780.0|0|554.0|0|0.0|100
0|2021-12-23|27836.0|0|27836.0|0|554.0|0|0.0|100
0|2021-12-24|27836.0|0|27836.0|0|554.0|0|0.0|100
0|2021-12-25|27836.0|0|27836.0|0|554.0|0|0.0|100
0|2021-12-26|27836.0|0|27836.0|0|554.0|0|0.0|100
0|2021-12-27|27836.0|0|27836.0|0|554.0|0|0.0|100
0|2021-12-28|27836.0|0|27836.0|0|554.0|0|0.0|100
0|2021-12-29|28186.0|0|28186.0|0|553.0|0|0.0|100
0|2021-12-30|28320.0|0|28320.0|0|553.0|0|0.0|100
